ZONE,PER,QUANTITY
10,PER33,222
10,PER34,208
10,PER35,179
10,PER36,164
10,PER37,118
10,PER38,93
10,PER39,73
10,PER40,64
10,PER41,50
10,PER42,40
10,PER43,38
10,PER44,27
10,PER45,26
10,PER46,19
10,PER47,10
10,PER48,7
11,PER01,1
11,PER02,1
11,PER03,2
11,PER04,2
11,PER05,2
11,PER06,6
11,PER07,9
11,PER08,13
11,PER09,29
11,PER10,54
11,PER11,68
11,PER12,63
11,PER13,71
11,PER14,66
11,PER15,75
11,PER16,69
11,PER17,76
11,PER18,83
11,PER19,92
11,PER20,88
11,PER21,83
11,PER22,77
11,PER23,68
11,PER24,67
11,PER25,61
11,PER26,65
11,PER27,53
11,PER28,48
11,PER29,45
11,PER30,42
11,PER31,57
11,PER32,56
11,PER33,56
11,PER34,48
11,PER35,31
11,PER36,20
11,PER37,13
11,PER38,13
11,PER39,8
11,PER40,7
11,PER41,5
11,PER42,3
11,PER43,1
11,PER44,1
11,PER45,1
11,PER46,NULL
11,PER47,NULL
11,PER48,NULL
12,PER01,NULL
12,PER02,NULL
12,PER03,1
12,PER04,1
12,PER05,1
12,PER06,2
12,PER07,3
12,PER08,4
12,PER09,8
12,PER10,12
12,PER11,17
12,PER12,17
12,PER13,14
12,PER14,18
12,PER15,20
12,PER16,18
12,PER17,25
12,PER18,37
12,PER19,38
12,PER20,46
12,PER21,43
12,PER22,33
12,PER23,29
12,PER24,29
12,PER25,22
12,PER26,15
12,PER27,12
12,PER28,10
12,PER29,9
12,PER30,11
12,PER31,20
12,PER32,23
12,PER33,24
12,PER34,17
12,PER35,18
12,PER36,16
12,PER37,15
12,PER38,9
12,PER39,6
12,PER40,3
12,PER41,8
12,PER42,3
12,PER43,1
12,PER44,NULL
12,PER45,NULL
12,PER46,NULL
12,PER47,NULL
12,PER48,NULL
13,PER01,1
13,PER02,3
13,PER03,6
13,PER04,9
13,PER05,10
13,PER06,25
13,PER07,38
13,PER08,82
13,PER09,194
13,PER10,299
13,PER11,337
13,PER12,348
13,PER13,339
13,PER14,344
13,PER15,356
13,PER16,361
13,PER17,369
13,PER18,389
13,PER19,397
13,PER20,412
13,PER21,384
13,PER22,365
13,PER23,380
13,PER24,376
13,PER25,329
13,PER26,308
13,PER27,278
13,PER28,253
13,PER29,225
13,PER30,224
13,PER31,216
13,PER32,227
13,PER33,214
13,PER34,202
13,PER35,166
13,PER36,136
13,PER37,98
13,PER38,74
13,PER39,67
13,PER40,44
13,PER41,24
13,PER42,21
13,PER43,13
13,PER44,13
13,PER45,7
13,PER46,9
13,PER47,4
13,PER48,2
14,PER01,3
14,PER02,7
14,PER03,11
14,PER04,28
14,PER05,44
14,PER06,75
14,PER07,115
14,PER08,195
14,PER09,291
14,PER10,380
14,PER11,474
14,PER12,529
14,PER13,595
14,PER14,634
14,PER15,683
14,PER16,724
14,PER17,748
14,PER18,798
14,PER19,822
14,PER20,811
14,PER21,815
14,PER22,767
14,PER23,763
14,PER24,718
14,PER25,701
14,PER26,668
14,PER27,644
14,PER28,626
14,PER29,603
14,PER30,599
14,PER31,578
14,PER32,502
14,PER33,473
14,PER34,385
14,PER35,328
14,PER36,271
14,PER37,216
14,PER38,156
14,PER39,114
14,PER40,75
14,PER41,55
14,PER42,41
14,PER43,30
14,PER44,17
14,PER45,9
14,PER46,4
14,PER47,4
14,PER48,2
15,PER01,1
15,PER02,1
15,PER03,6
15,PER04,11
15,PER05,12
15,PER06,17
15,PER07,25
15,PER08,28
15,PER09,65
15,PER10,98
15,PER11,113
15,PER12,114
15,PER13,109
15,PER14,113
15,PER15,113
15,PER16,115
15,PER17,124
15,PER18,143
15,PER19,160
15,PER20,156
15,PER21,146
15,PER22,121
15,PER23,114
15,PER24,115
15,PER25,109
15,PER26,98
15,PER27,78
15,PER28,69
15,PER29,69
15,PER30,63
15,PER31,55
15,PER32,45
15,PER33,30
15,PER34,26
15,PER35,21
15,PER36,23
15,PER37,17
15,PER38,15
15,PER39,8
15,PER40,10
15,PER41,7
15,PER42,6
15,PER43,5
15,PER44,5
15,PER45,NULL
15,PER46,NULL
15,PER47,NULL
15,PER48,NULL
16,PER01,1
16,PER02,2
16,PER03,4
16,PER04,11
16,PER05,15
16,PER06,27
16,PER07,43
16,PER08,68
16,PER09,94
16,PER10,120
16,PER11,132
16,PER12,152
16,PER13,161
16,PER14,164
16,PER15,161
16,PER16,168
16,PER17,177
16,PER18,183
16,PER19,200
16,PER20,205
16,PER21,204
16,PER22,202
16,PER23,193
16,PER24,188
16,PER25,173
16,PER26,162
16,PER27,151
16,PER28,134
16,PER29,131
16,PER30,121
16,PER31,112
16,PER32,106
16,PER33,92
16,PER34,85
16,PER35,70
16,PER36,53
16,PER37,39
16,PER38,29
16,PER39,17
16,PER40,4
16,PER41,5
16,PER42,3
16,PER43,2
16,PER44,2
16,PER45,1
16,PER46,1
16,PER47,1
16,PER48,1
17,PER01,NULL
17,PER02,NULL
17,PER03,NULL
17,PER04,1
17,PER05,6
17,PER06,11
17,PER07,17
17,PER08,37
17,PER09,79
17,PER10,108
17,PER11,141
17,PER12,138
17,PER13,140
17,PER14,148
17,PER15,155
17,PER16,146
17,PER17,150
17,PER18,149
17,PER19,158
17,PER20,154
17,PER21,160
17,PER22,162
17,PER23,154
17,PER24,147
17,PER25,137
17,PER26,124
17,PER27,104
17,PER28,90
17,PER29,88
17,PER30,111
17,PER31,117
17,PER32,122
17,PER33,117
17,PER34,109
17,PER35,91
17,PER36,71
17,PER37,62
17,PER38,46
17,PER39,29
17,PER40,19
17,PER41,10
17,PER42,2
17,PER43,4
17,PER44,2
17,PER45,4
17,PER46,1
17,PER47,NULL
17,PER48,NULL
18,PER01,1
18,PER02,1
18,PER03,3
18,PER04,7
18,PER05,10
18,PER06,23
18,PER07,47
18,PER08,111
18,PER09,235
18,PER10,383
18,PER11,447
18,PER12,450
18,PER13,449
18,PER14,454
18,PER15,462
18,PER16,455
18,PER17,454
18,PER18,456
18,PER19,462
18,PER20,453
18,PER21,452
18,PER22,453
18,PER23,468
18,PER24,481
18,PER25,434
18,PER26,381
18,PER27,325
18,PER28,274
18,PER29,239
18,PER30,205
18,PER31,163
18,PER32,127
18,PER33,119
18,PER34,111
18,PER35,95
18,PER36,68
18,PER37,51
18,PER38,37
18,PER39,25
18,PER40,20
18,PER41,17
18,PER42,11
18,PER43,9
18,PER44,3
18,PER45,1
18,PER46,1
18,PER47,NULL
18,PER48,NULL
19,PER01,1
19,PER02,1
19,PER03,2
19,PER04,3
19,PER05,4
19,PER06,6
19,PER07,10
19,PER08,17
19,PER09,34
19,PER10,58
19,PER11,60
19,PER12,69
19,PER13,75
19,PER14,77
19,PER15,83
19,PER16,81
19,PER17,89
19,PER18,108
19,PER19,130
19,PER20,134
19,PER21,117
19,PER22,91
19,PER23,84
19,PER24,86
19,PER25,77
19,PER26,74
19,PER27,83
19,PER28,78
19,PER29,69
19,PER30,77
19,PER31,81
19,PER32,88
19,PER33,82
19,PER34,69
19,PER35,57
19,PER36,44
19,PER37,30
19,PER38,26
19,PER39,19
19,PER40,13
19,PER41,7
19,PER42,4
19,PER43,3
19,PER44,1
19,PER45,1
19,PER46,1
19,PER47,1
19,PER48,1
20,PER01,NULL
20,PER02,NULL
20,PER03,4
20,PER04,4
20,PER05,8
20,PER06,17
20,PER07,27
20,PER08,48
20,PER09,57
20,PER10,80
20,PER11,90
20,PER12,103
20,PER13,115
20,PER14,117
20,PER15,129
20,PER16,131
20,PER17,130
20,PER18,136
20,PER19,131
20,PER20,129
20,PER21,130
20,PER22,133
20,PER23,138
20,PER24,136
20,PER25,133
20,PER26,141
20,PER27,135
20,PER28,130
20,PER29,141
20,PER30,146
20,PER31,167
20,PER32,172
20,PER33,168
20,PER34,163
20,PER35,138
20,PER36,109
20,PER37,85
20,PER38,68
20,PER39,49
20,PER40,34
20,PER41,29
20,PER42,23
20,PER43,13
20,PER44,5
20,PER45,5
20,PER46,2
20,PER47,2
20,PER48,NULL
21,PER01,1
21,PER02,1
21,PER03,NULL
21,PER04,1
21,PER05,4
21,PER06,5
21,PER07,2
21,PER08,10
21,PER09,21
21,PER10,31
21,PER11,36
21,PER12,31
21,PER13,34
21,PER14,34
21,PER15,37
21,PER16,35
21,PER17,41
21,PER18,49
21,PER19,48
21,PER20,49
21,PER21,45
21,PER22,43
21,PER23,45
21,PER24,46
21,PER25,43
21,PER26,45
21,PER27,38
21,PER28,31
21,PER29,30
21,PER30,25
21,PER31,24
21,PER32,27
21,PER33,29
21,PER34,32
21,PER35,22
21,PER36,19
21,PER37,10
21,PER38,4
21,PER39,2
21,PER40,NULL
21,PER41,NULL
21,PER42,NULL
21,PER43,NULL
21,PER44,NULL
21,PER45,1
21,PER46,1
21,PER47,1
21,PER48,1
22,PER01,NULL
22,PER02,1
22,PER03,2
22,PER04,5
22,PER05,5
22,PER06,6
22,PER07,7
22,PER08,18
22,PER09,31
22,PER10,49
22,PER11,62
22,PER12,64
22,PER13,65
22,PER14,68
22,PER15,67
22,PER16,72
22,PER17,82
22,PER18,91
22,PER19,91
22,PER20,92
22,PER21,90
22,PER22,87
22,PER23,72
22,PER24,62
22,PER25,63
22,PER26,66
22,PER27,63
22,PER28,60
22,PER29,63
22,PER30,49
22,PER31,42
22,PER32,40
22,PER33,37
22,PER34,34
22,PER35,28
22,PER36,27
22,PER37,18
22,PER38,16
22,PER39,12
22,PER40,9
22,PER41,6
22,PER42,6
22,PER43,5
22,PER44,5
22,PER45,4
22,PER46,1
22,PER47,1
22,PER48,1
23,PER01,NULL
23,PER02,NULL
23,PER03,NULL
23,PER04,NULL
23,PER05,NULL
23,PER06,NULL
23,PER07,NULL
23,PER08,1
23,PER09,3
23,PER10,5
23,PER11,8
23,PER12,8
23,PER13,8
23,PER14,10
23,PER15,12
23,PER16,16
23,PER17,19
23,PER18,23
23,PER19,25
23,PER20,29
23,PER21,25
23,PER22,20
23,PER23,19
23,PER24,19
23,PER25,18
23,PER26,19
23,PER27,17
23,PER28,10
23,PER29,11
23,PER30,14
23,PER31,14
23,PER32,11
23,PER33,8
23,PER34,7
23,PER35,6
23,PER36,6
23,PER37,2
23,PER38,1
23,PER39,1
23,PER40,NULL
23,PER41,NULL
23,PER42,NULL
23,PER43,NULL
23,PER44,NULL
23,PER45,NULL
23,PER46,NULL
23,PER47,NULL
23,PER48,NULL
24,PER01,NULL
24,PER02,NULL
24,PER03,NULL
24,PER04,NULL
24,PER05,NULL
24,PER06,NULL
24,PER07,NULL
24,PER08,NULL
24,PER09,NULL
24,PER10,1
24,PER11,3
24,PER12,3
24,PER13,2
24,PER14,2
24,PER15,3
24,PER16,3
24,PER17,2
24,PER18,4
24,PER19,6
24,PER20,5
24,PER21,3
24,PER22,4
24,PER23,5
24,PER24,7
24,PER25,4
24,PER26,4
24,PER27,2
24,PER28,5
24,PER29,1
24,PER30,1
24,PER31,2
24,PER32,5
24,PER33,5
24,PER34,4
24,PER35,3
24,PER36,2
24,PER37,1
24,PER38,1
24,PER39,NULL
24,PER40,NULL
24,PER41,NULL
24,PER42,NULL
24,PER43,NULL
24,PER44,NULL
24,PER45,NULL
24,PER46,NULL
24,PER47,NULL
24,PER48,NULL
25,PER01,NULL
25,PER02,2
25,PER03,1
25,PER04,2
25,PER05,8
25,PER06,17
25,PER07,40
25,PER08,66
25,PER09,95
25,PER10,127
25,PER11,164
25,PER12,194
25,PER13,210
25,PER14,233
25,PER15,264
25,PER16,268
25,PER17,286
25,PER18,310
25,PER19,325
25,PER20,328
25,PER21,322
25,PER22,298
25,PER23,283
25,PER24,265
25,PER25,266
25,PER26,247
25,PER27,239
25,PER28,208
25,PER29,215
25,PER30,224
25,PER31,200
25,PER32,185
25,PER33,177
25,PER34,165
25,PER35,143
25,PER36,119
25,PER37,74
25,PER38,50
25,PER39,38
25,PER40,26
25,PER41,16
25,PER42,7
25,PER43,5
25,PER44,4
25,PER45,2
25,PER46,1
25,PER47,NULL
25,PER48,NULL
26,PER01,1
26,PER02,2
26,PER03,4
26,PER04,12
26,PER05,17
26,PER06,27
26,PER07,61
26,PER08,108
26,PER09,175
26,PER10,253
26,PER11,294
26,PER12,318
26,PER13,347
26,PER14,376
26,PER15,373
26,PER16,377
26,PER17,390
26,PER18,402
26,PER19,400
26,PER20,412
26,PER21,425
26,PER22,419
26,PER23,401
26,PER24,405
26,PER25,395
26,PER26,377
26,PER27,345
26,PER28,307
26,PER29,304
26,PER30,298
26,PER31,289
26,PER32,272
26,PER33,267
26,PER34,254
26,PER35,223
26,PER36,212
26,PER37,169
26,PER38,121
26,PER39,86
26,PER40,53
26,PER41,35
26,PER42,20
26,PER43,14
26,PER44,5
26,PER45,8
26,PER46,3
26,PER47,1
26,PER48,NULL
27,PER01,1
27,PER02,1
27,PER03,3
27,PER04,4
27,PER05,6
27,PER06,5
27,PER07,15
27,PER08,40
27,PER09,48
27,PER10,75
27,PER11,84
27,PER12,100
27,PER13,103
27,PER14,106
27,PER15,110
27,PER16,114
27,PER17,114
27,PER18,131
27,PER19,152
27,PER20,153
27,PER21,144
27,PER22,132
27,PER23,119
27,PER24,123
27,PER25,117
27,PER26,104
27,PER27,109
27,PER28,90
27,PER29,80
27,PER30,64
27,PER31,57
27,PER32,50
27,PER33,54
27,PER34,54
27,PER35,35
27,PER36,38
27,PER37,23
27,PER38,18
27,PER39,12
27,PER40,11
27,PER41,5
27,PER42,4
27,PER43,2
27,PER44,2
27,PER45,1
27,PER46,1
27,PER47,1
27,PER48,1
28,PER01,NULL
28,PER02,1
28,PER03,4
28,PER04,8
28,PER05,10
28,PER06,16
28,PER07,32
28,PER08,97
28,PER09,246
28,PER10,426
28,PER11,479
28,PER12,473
28,PER13,452
28,PER14,441
28,PER15,446
28,PER16,445
28,PER17,455
28,PER18,475
28,PER19,473
28,PER20,465
28,PER21,455
28,PER22,466
28,PER23,502
28,PER24,514
28,PER25,445
28,PER26,407
28,PER27,343
28,PER28,281
28,PER29,224
28,PER30,192
28,PER31,163
28,PER32,133
28,PER33,146
28,PER34,115
28,PER35,93
28,PER36,84
28,PER37,62
28,PER38,50
28,PER39,32
28,PER40,18
28,PER41,12
28,PER42,12
28,PER43,10
28,PER44,8
28,PER45,8
28,PER46,5
28,PER47,5
28,PER48,2
29,PER01,NULL
29,PER02,NULL
29,PER03,NULL
29,PER04,NULL
29,PER05,1
29,PER06,1
29,PER07,2
29,PER08,2
29,PER09,2
29,PER10,6
29,PER11,7
29,PER12,9
29,PER13,11
29,PER14,10
29,PER15,10
29,PER16,12
29,PER17,17
29,PER18,21
29,PER19,24
29,PER20,24
29,PER21,16
29,PER22,14
29,PER23,15
29,PER24,8
29,PER25,9
29,PER26,8
29,PER27,9
29,PER28,8
29,PER29,7
29,PER30,7
29,PER31,7
29,PER32,8
29,PER33,4
29,PER34,3
29,PER35,5
29,PER36,3
29,PER37,NULL
29,PER38,NULL
29,PER39,NULL
29,PER40,NULL
29,PER41,NULL
29,PER42,NULL
29,PER43,NULL
29,PER44,NULL
29,PER45,NULL
29,PER46,1
29,PER47,NULL
29,PER48,NULL
30,PER01,2
30,PER02,3
30,PER03,6
30,PER04,8
30,PER05,11
30,PER06,19
30,PER07,31
30,PER08,55
30,PER09,95
30,PER10,157
30,PER11,178
30,PER12,191
30,PER13,200
30,PER14,218
30,PER15,217
30,PER16,219
30,PER17,229
30,PER18,235
30,PER19,240
30,PER20,251
30,PER21,235
30,PER22,232
30,PER23,234
30,PER24,228
30,PER25,221
30,PER26,207
30,PER27,198
30,PER28,170
30,PER29,154
30,PER30,150
30,PER31,162
30,PER32,152
30,PER33,135
30,PER34,133
30,PER35,108
30,PER36,83
30,PER37,64
30,PER38,50
30,PER39,35
30,PER40,37
30,PER41,26
30,PER42,12
30,PER43,6
30,PER44,3
30,PER45,4
30,PER46,3
30,PER47,3
30,PER48,1
31,PER01,NULL
31,PER02,NULL
31,PER03,NULL
31,PER04,1
31,PER05,5
31,PER06,6
31,PER07,12
31,PER08,24
31,PER09,38
31,PER10,58
31,PER11,66
31,PER12,73
31,PER13,76
31,PER14,81
31,PER15,75
31,PER16,79
31,PER17,93
31,PER18,93
31,PER19,99
31,PER20,101
31,PER21,95
31,PER22,89
31,PER23,89
31,PER24,76
31,PER25,72
31,PER26,63
31,PER27,52
31,PER28,44
31,PER29,39
31,PER30,32
31,PER31,24
31,PER32,18
31,PER33,16
31,PER34,13
31,PER35,17
31,PER36,20
31,PER37,16
31,PER38,17
31,PER39,15
31,PER40,9
31,PER41,6
31,PER42,2
31,PER43,2
31,PER44,NULL
31,PER45,NULL
31,PER46,NULL
31,PER47,NULL
31,PER48,NULL
32,PER01,NULL
32,PER02,NULL
32,PER03,3
32,PER04,5
32,PER05,13
32,PER06,22
32,PER07,39
32,PER08,66
32,PER09,103
32,PER10,130
32,PER11,154
32,PER12,165
32,PER13,176
32,PER14,178
32,PER15,187
32,PER16,199
32,PER17,199
32,PER18,202
32,PER19,206
32,PER20,206
32,PER21,210
32,PER22,203
32,PER23,197
32,PER24,196
32,PER25,189
32,PER26,190
32,PER27,189
32,PER28,170
32,PER29,145
32,PER30,131
32,PER31,118
32,PER32,114
32,PER33,102
32,PER34,94
32,PER35,89
32,PER36,72
32,PER37,50
32,PER38,40
32,PER39,30
32,PER40,25
32,PER41,13
32,PER42,11
32,PER43,9
32,PER44,5
32,PER45,4
32,PER46,2
32,PER47,NULL
32,PER48,NULL
33,PER01,NULL
33,PER02,2
33,PER03,2
33,PER04,4
33,PER05,9
33,PER06,9
33,PER07,12
33,PER08,25
33,PER09,40
33,PER10,59
33,PER11,75
33,PER12,77
33,PER13,86
33,PER14,91
33,PER15,95
33,PER16,89
33,PER17,97
33,PER18,102
33,PER19,97
33,PER20,93
33,PER21,84
33,PER22,94
33,PER23,89
33,PER24,96
33,PER25,88
33,PER26,87
33,PER27,83
33,PER28,85
33,PER29,90
33,PER30,85
33,PER31,98
33,PER32,91
33,PER33,95
33,PER34,86
33,PER35,70
33,PER36,59
33,PER37,40
33,PER38,31
33,PER39,22
33,PER40,11
33,PER41,5
33,PER42,5
33,PER43,3
33,PER44,5
33,PER45,5
33,PER46,NULL
33,PER47,NULL
33,PER48,NULL
34,PER01,NULL
34,PER02,2
34,PER03,3
34,PER04,3
34,PER05,12
34,PER06,23
34,PER07,29
34,PER08,45
34,PER09,69
34,PER10,78
34,PER11,87
34,PER12,86
34,PER13,89
34,PER14,99
34,PER15,103
34,PER16,104
34,PER17,114
34,PER18,123
34,PER19,133
34,PER20,146
34,PER21,140
34,PER22,131
34,PER23,119
34,PER24,108
34,PER25,102
34,PER26,92
34,PER27,90
34,PER28,87
34,PER29,74
34,PER30,81
34,PER31,81
34,PER32,63
34,PER33,49
34,PER34,48
34,PER35,51
34,PER36,34
34,PER37,30
34,PER38,28
34,PER39,24
34,PER40,20
34,PER41,15
34,PER42,9
34,PER43,4
34,PER44,3
34,PER45,NULL
34,PER46,4
34,PER47,5
34,PER48,1
35,PER01,NULL
35,PER02,1
35,PER03,2
35,PER04,3
35,PER05,11
35,PER06,17
35,PER07,22
35,PER08,37
35,PER09,56
35,PER10,78
35,PER11,97
35,PER12,112
35,PER13,112
35,PER14,116
35,PER15,123
35,PER16,123
35,PER17,125
35,PER18,124
35,PER19,133
35,PER20,137
35,PER21,135
35,PER22,125
35,PER23,120
35,PER24,115
35,PER25,112
35,PER26,103
35,PER27,97
35,PER28,91
35,PER29,89
35,PER30,100
35,PER31,103
35,PER32,95
35,PER33,90
35,PER34,76
35,PER35,64
35,PER36,51
35,PER37,45
35,PER38,33
35,PER39,27
35,PER40,20
35,PER41,16
35,PER42,18
35,PER43,12
35,PER44,9
35,PER45,8
35,PER46,6
35,PER47,2
35,PER48,1
36,PER01,NULL
36,PER02,NULL
36,PER03,NULL
36,PER04,NULL
36,PER05,NULL
36,PER06,3
36,PER07,7
36,PER08,7
36,PER09,35
36,PER10,54
36,PER11,58
36,PER12,61
36,PER13,67
36,PER14,73
36,PER15,75
36,PER16,86
36,PER17,85
36,PER18,106
36,PER19,118
36,PER20,115
36,PER21,106
36,PER22,89
36,PER23,90
36,PER24,88
36,PER25,75
36,PER26,71
36,PER27,64
36,PER28,56
36,PER29,55
36,PER30,56
36,PER31,59
36,PER32,60
36,PER33,53
