ZONE,PER,QUANTITY
1159,PER10,121
1159,PER11,153
1159,PER12,157
1159,PER13,169
1159,PER14,182
1159,PER15,180
1159,PER16,200
1159,PER17,220
1159,PER18,243
1159,PER19,264
1159,PER20,265
1159,PER21,270
1159,PER22,240
1159,PER23,236
1159,PER24,223
1159,PER25,209
1159,PER26,206
1159,PER27,195
1159,PER28,165
1159,PER29,154
1159,PER30,169
1159,PER31,151
1159,PER32,154
1159,PER33,148
1159,PER34,132
1159,PER35,129
1159,PER36,106
1159,PER37,73
1159,PER38,54
1159,PER39,40
1159,PER40,32
1159,PER41,23
1159,PER42,13
1159,PER43,9
1159,PER44,7
1159,PER45,2
1159,PER46,5
1159,PER47,1
1159,PER48,NULL
1160,PER01,3
1160,PER02,5
1160,PER03,3
1160,PER04,18
1160,PER05,33
1160,PER06,50
1160,PER07,98
1160,PER08,194
1160,PER09,442
1160,PER10,695
1160,PER11,816
1160,PER12,803
1160,PER13,809
1160,PER14,815
1160,PER15,855
1160,PER16,865
1160,PER17,897
1160,PER18,922
1160,PER19,937
1160,PER20,942
1160,PER21,931
1160,PER22,893
1160,PER23,880
1160,PER24,886
1160,PER25,826
1160,PER26,779
1160,PER27,702
1160,PER28,605
1160,PER29,539
1160,PER30,505
1160,PER31,454
1160,PER32,424
1160,PER33,401
1160,PER34,349
1160,PER35,294
1160,PER36,235
1160,PER37,186
1160,PER38,149
1160,PER39,129
1160,PER40,93
1160,PER41,57
1160,PER42,52
1160,PER43,38
1160,PER44,28
1160,PER45,23
1160,PER46,20
1160,PER47,17
1160,PER48,8
1161,PER01,NULL
1161,PER02,NULL
1161,PER03,NULL
1161,PER04,NULL
1161,PER05,9
1161,PER06,14
1161,PER07,17
1161,PER08,27
1161,PER09,47
1161,PER10,68
1161,PER11,84
1161,PER12,89
1161,PER13,94
1161,PER14,105
1161,PER15,110
1161,PER16,117
1161,PER17,124
1161,PER18,149
1161,PER19,160
1161,PER20,172
1161,PER21,161
1161,PER22,144
1161,PER23,137
1161,PER24,135
1161,PER25,123
1161,PER26,121
1161,PER27,121
1161,PER28,92
1161,PER29,88
1161,PER30,88
1161,PER31,97
1161,PER32,91
1161,PER33,88
1161,PER34,81
1161,PER35,71
1161,PER36,60
1161,PER37,34
1161,PER38,28
1161,PER39,20
1161,PER40,18
1161,PER41,10
1161,PER42,6
1161,PER43,6
1161,PER44,5
1161,PER45,5
1161,PER46,2
1161,PER47,1
1161,PER48,NULL
1162,PER01,14
1162,PER02,19
1162,PER03,31
1162,PER04,54
1162,PER05,99
1162,PER06,166
1162,PER07,311
1162,PER08,493
1162,PER09,770
1162,PER10,1029
1162,PER11,1277
1162,PER12,1451
1162,PER13,1630
1162,PER14,1770
1162,PER15,1906
1162,PER16,2035
1162,PER17,2119
1162,PER18,2302
1162,PER19,2348
1162,PER20,2323
1162,PER21,2314
1162,PER22,2243
1162,PER23,2186
1162,PER24,2174
1162,PER25,2102
1162,PER26,2064
1162,PER27,2088
1162,PER28,1934
1162,PER29,1813
1162,PER30,1758
1162,PER31,1532
1162,PER32,1480
1162,PER33,1360
1162,PER34,1184
1162,PER35,1049
1162,PER36,830
1162,PER37,644
1162,PER38,432
1162,PER39,321
1162,PER40,225
1162,PER41,142
1162,PER42,103
1162,PER43,65
1162,PER44,53
1162,PER45,63
1162,PER46,46
1162,PER47,34
1162,PER48,19
1163,PER01,5
1163,PER02,9
1163,PER03,15
1163,PER04,35
1163,PER05,76
1163,PER06,142
1163,PER07,239
1163,PER08,387
1163,PER09,583
1163,PER10,789
1163,PER11,956
1163,PER12,1052
1163,PER13,1106
1163,PER14,1165
1163,PER15,1204
1163,PER16,1237
1163,PER17,1278
1163,PER18,1295
1163,PER19,1306
1163,PER20,1317
1163,PER21,1321
1163,PER22,1323
1163,PER23,1341
1163,PER24,1289
1163,PER25,1235
1163,PER26,1194
1163,PER27,1132
1163,PER28,1034
1163,PER29,964
1163,PER30,870
1163,PER31,790
1163,PER32,728
1163,PER33,652
1163,PER34,554
1163,PER35,471
1163,PER36,385
1163,PER37,291
1163,PER38,204
1163,PER39,146
1163,PER40,104
1163,PER41,65
1163,PER42,51
1163,PER43,42
1163,PER44,31
1163,PER45,27
1163,PER46,16
1163,PER47,6
1163,PER48,6
1164,PER01,NULL
1164,PER02,3
1164,PER03,8
1164,PER04,9
1164,PER05,12
1164,PER06,21
1164,PER07,35
1164,PER08,48
1164,PER09,68
1164,PER10,85
1164,PER11,101
1164,PER12,103
1164,PER13,102
1164,PER14,106
1164,PER15,116
1164,PER16,126
1164,PER17,147
1164,PER18,174
1164,PER19,199
1164,PER20,207
1164,PER21,188
1164,PER22,150
1164,PER23,138
1164,PER24,133
1164,PER25,134
1164,PER26,123
1164,PER27,117
1164,PER28,112
1164,PER29,111
1164,PER30,110
1164,PER31,91
1164,PER32,108
1164,PER33,101
1164,PER34,84
1164,PER35,79
1164,PER36,57
1164,PER37,37
1164,PER38,28
1164,PER39,15
1164,PER40,12
1164,PER41,12
1164,PER42,7
1164,PER43,3
1164,PER44,4
1164,PER45,3
1164,PER46,1
1164,PER47,1
1164,PER48,NULL
1165,PER01,3
1165,PER02,5
1165,PER03,8
1165,PER04,15
1165,PER05,40
1165,PER06,75
1165,PER07,123
1165,PER08,214
1165,PER09,343
1165,PER10,435
1165,PER11,525
1165,PER12,563
1165,PER13,610
1165,PER14,626
1165,PER15,649
1165,PER16,663
1165,PER17,699
1165,PER18,723
1165,PER19,726
1165,PER20,724
1165,PER21,719
1165,PER22,717
1165,PER23,695
1165,PER24,668
1165,PER25,663
1165,PER26,640
1165,PER27,614
1165,PER28,565
1165,PER29,514
1165,PER30,471
1165,PER31,376
1165,PER32,299
1165,PER33,250
1165,PER34,216
1165,PER35,183
1165,PER36,146
1165,PER37,113
1165,PER38,84
1165,PER39,59
1165,PER40,49
1165,PER41,38
1165,PER42,33
1165,PER43,25
1165,PER44,23
1165,PER45,13
1165,PER46,5
1165,PER47,5
1165,PER48,3
1166,PER01,NULL
1166,PER02,2
1166,PER03,4
1166,PER04,4
1166,PER05,11
1166,PER06,21
1166,PER07,32
1166,PER08,41
1166,PER09,56
1166,PER10,77
1166,PER11,92
1166,PER12,102
1166,PER13,108
1166,PER14,106
1166,PER15,116
1166,PER16,117
1166,PER17,116
1166,PER18,149
1166,PER19,182
1166,PER20,185
1166,PER21,170
1166,PER22,148
1166,PER23,137
1166,PER24,120
1166,PER25,117
1166,PER26,111
1166,PER27,99
1166,PER28,104
1166,PER29,96
1166,PER30,79
1166,PER31,61
1166,PER32,63
1166,PER33,54
1166,PER34,57
1166,PER35,56
1166,PER36,43
1166,PER37,32
1166,PER38,22
1166,PER39,15
1166,PER40,4
1166,PER41,4
1166,PER42,4
1166,PER43,4
1166,PER44,4
1166,PER45,3
1166,PER46,2
1166,PER47,1
1166,PER48,NULL
1167,PER01,1
1167,PER02,2
1167,PER03,3
1167,PER04,7
1167,PER05,11
1167,PER06,12
1167,PER07,21
1167,PER08,47
1167,PER09,98
1167,PER10,140
1167,PER11,183
1167,PER12,169
1167,PER13,174
1167,PER14,186
1167,PER15,188
1167,PER16,188
1167,PER17,195
1167,PER18,209
1167,PER19,243
1167,PER20,250
1167,PER21,234
1167,PER22,221
1167,PER23,213
1167,PER24,203
1167,PER25,185
1167,PER26,172
1167,PER27,169
1167,PER28,134
1167,PER29,132
1167,PER30,126
1167,PER31,138
1167,PER32,148
1167,PER33,143
1167,PER34,129
1167,PER35,122
1167,PER36,105
1167,PER37,88
1167,PER38,64
1167,PER39,49
1167,PER40,38
1167,PER41,20
1167,PER42,22
1167,PER43,18
1167,PER44,12
1167,PER45,9
1167,PER46,4
1167,PER47,3
1167,PER48,3
1168,PER01,1
1168,PER02,1
1168,PER03,3
1168,PER04,3
1168,PER05,8
1168,PER06,10
1168,PER07,20
1168,PER08,40
1168,PER09,95
1168,PER10,144
1168,PER11,179
1168,PER12,185
1168,PER13,190
1168,PER14,181
1168,PER15,188
1168,PER16,191
1168,PER17,197
1168,PER18,193
1168,PER19,181
1168,PER20,173
1168,PER21,175
1168,PER22,179
1168,PER23,185
1168,PER24,183
1168,PER25,174
1168,PER26,169
1168,PER27,161
1168,PER28,139
1168,PER29,122
1168,PER30,116
1168,PER31,118
1168,PER32,110
1168,PER33,119
1168,PER34,100
1168,PER35,90
1168,PER36,64
1168,PER37,51
1168,PER38,36
1168,PER39,18
1168,PER40,14
1168,PER41,10
1168,PER42,5
1168,PER43,5
1168,PER44,2
1168,PER45,1
1168,PER46,1
1168,PER47,1
1168,PER48,1
1169,PER01,1
1169,PER02,2
1169,PER03,2
1169,PER04,4
1169,PER05,4
1169,PER06,3
1169,PER07,7
1169,PER08,11
1169,PER09,26
1169,PER10,35
1169,PER11,43
1169,PER12,48
1169,PER13,42
1169,PER14,54
1169,PER15,55
1169,PER16,55
1169,PER17,56
1169,PER18,63
1169,PER19,83
1169,PER20,84
1169,PER21,77
1169,PER22,68
1169,PER23,65
1169,PER24,64
1169,PER25,51
1169,PER26,56
1169,PER27,54
1169,PER28,49
1169,PER29,45
1169,PER30,53
1169,PER31,57
1169,PER32,59
1169,PER33,50
1169,PER34,40
1169,PER35,34
1169,PER36,32
1169,PER37,27
1169,PER38,23
1169,PER39,11
1169,PER40,8
1169,PER41,6
1169,PER42,2
1169,PER43,5
1169,PER44,4
1169,PER45,NULL
1169,PER46,1
1169,PER47,1
1169,PER48,NULL
1170,PER01,2
1170,PER02,5
1170,PER03,9
1170,PER04,14
1170,PER05,27
1170,PER06,42
1170,PER07,115
1170,PER08,273
1170,PER09,633
1170,PER10,1029
1170,PER11,1162
1170,PER12,1112
1170,PER13,1120
1170,PER14,1111
1170,PER15,1127
1170,PER16,1137
1170,PER17,1133
1170,PER18,1156
1170,PER19,1173
1170,PER20,1163
1170,PER21,1164
1170,PER22,1182
1170,PER23,1188
1170,PER24,1223
1170,PER25,1116
1170,PER26,1028
1170,PER27,891
1170,PER28,749
1170,PER29,636
1170,PER30,537
1170,PER31,464
1170,PER32,392
1170,PER33,338
1170,PER34,283
1170,PER35,227
1170,PER36,174
1170,PER37,136
1170,PER38,113
1170,PER39,84
1170,PER40,56
1170,PER41,41
1170,PER42,21
1170,PER43,13
1170,PER44,20
1170,PER45,13
1170,PER46,9
1170,PER47,9
1170,PER48,4
1171,PER01,5
1171,PER02,15
1171,PER03,31
1171,PER04,54
1171,PER05,105
1171,PER06,229
1171,PER07,413
1171,PER08,725
1171,PER09,1195
1171,PER10,1627
1171,PER11,1953
1171,PER12,2107
1171,PER13,2233
1171,PER14,2301
1171,PER15,2351
1171,PER16,2397
1171,PER17,2419
1171,PER18,2474
1171,PER19,2468
1171,PER20,2483
1171,PER21,2459
1171,PER22,2484
1171,PER23,2463
1171,PER24,2461
1171,PER25,2407
1171,PER26,2347
1171,PER27,2229
1171,PER28,2032
1171,PER29,1888
1171,PER30,1656
1171,PER31,1401
1171,PER32,1141
1171,PER33,892
1171,PER34,710
1171,PER35,609
1171,PER36,489
1171,PER37,384
1171,PER38,299
1171,PER39,249
1171,PER40,189
1171,PER41,137
1171,PER42,89
1171,PER43,58
1171,PER44,48
1171,PER45,37
1171,PER46,22
1171,PER47,16
1171,PER48,5
1172,PER01,3
1172,PER02,11
1172,PER03,19
1172,PER04,54
1172,PER05,100
1172,PER06,154
1172,PER07,307
1172,PER08,474
1172,PER09,731
1172,PER10,934
1172,PER11,1129
1172,PER12,1220
1172,PER13,1310
1172,PER14,1382
1172,PER15,1426
1172,PER16,1443
1172,PER17,1487
1172,PER18,1558
1172,PER19,1561
1172,PER20,1594
1172,PER21,1577
1172,PER22,1571
1172,PER23,1529
1172,PER24,1524
1172,PER25,1477
1172,PER26,1435
1172,PER27,1349
1172,PER28,1265
1172,PER29,1229
1172,PER30,1168
1172,PER31,1111
1172,PER32,1070
1172,PER33,1031
1172,PER34,946
1172,PER35,816
1172,PER36,663
1172,PER37,518
1172,PER38,393
1172,PER39,292
1172,PER40,198
1172,PER41,142
1172,PER42,109
1172,PER43,70
1172,PER44,44
1172,PER45,26
1172,PER46,16
1172,PER47,14
1172,PER48,10
1173,PER01,1
1173,PER02,2
1173,PER03,4
1173,PER04,6
1173,PER05,12
1173,PER06,20
1173,PER07,36
1173,PER08,55
1173,PER09,79
1173,PER10,108
1173,PER11,134
1173,PER12,146
1173,PER13,162
1173,PER14,182
1173,PER15,204
1173,PER16,210
1173,PER17,251
1173,PER18,292
1173,PER19,322
1173,PER20,317
1173,PER21,279
1173,PER22,245
1173,PER23,241
1173,PER24,226
1173,PER25,208
1173,PER26,209
1173,PER27,194
1173,PER28,183
1173,PER29,162
1173,PER30,149
1173,PER31,148
1173,PER32,113
1173,PER33,106
1173,PER34,84
1173,PER35,70
1173,PER36,61
1173,PER37,45
1173,PER38,31
1173,PER39,25
1173,PER40,19
1173,PER41,11
1173,PER42,7
1173,PER43,3
1173,PER44,3
1173,PER45,5
1173,PER46,5
1173,PER47,2
1173,PER48,2
1174,PER01,8
1174,PER02,14
1174,PER03,26
1174,PER04,54
1174,PER05,81
1174,PER06,123
1174,PER07,229
1174,PER08,527
1174,PER09,1250
1174,PER10,1919
1174,PER11,2196
1174,PER12,2191
1174,PER13,2188
1174,PER14,2193
1174,PER15,2219
1174,PER16,2268
1174,PER17,2292
1174,PER18,2315
1174,PER19,2358
1174,PER20,2389
1174,PER21,2366
1174,PER22,2336
1174,PER23,2365
1174,PER24,2419
1174,PER25,2203
1174,PER26,2091
1174,PER27,1866
1174,PER28,1592
1174,PER29,1408
1174,PER30,1296
1174,PER31,1180
1174,PER32,1075
1174,PER33,998
1174,PER34,901
1174,PER35,780
1174,PER36,629
1174,PER37,487
1174,PER38,395
1174,PER39,265
1174,PER40,180
1174,PER41,128
1174,PER42,96
1174,PER43,75
1174,PER44,53
1174,PER45,40
1174,PER46,23
1174,PER47,26
1174,PER48,14
1175,PER01,NULL
1175,PER02,3
1175,PER03,8
1175,PER04,23
1175,PER05,44
1175,PER06,83
1175,PER07,156
1175,PER08,260
1175,PER09,416
1175,PER10,608
1175,PER11,736
1175,PER12,804
1175,PER13,842
1175,PER14,887
1175,PER15,947
1175,PER16,977
1175,PER17,1003
1175,PER18,1082
1175,PER19,1096
1175,PER20,1126
1175,PER21,1129
1175,PER22,1109
1175,PER23,1062
1175,PER24,1004
1175,PER25,952
1175,PER26,932
1175,PER27,892
1175,PER28,834
1175,PER29,810
1175,PER30,784
1175,PER31,752
1175,PER32,702
1175,PER33,630
1175,PER34,583
1175,PER35,495
1175,PER36,382
1175,PER37,294
1175,PER38,236
1175,PER39,179
1175,PER40,123
1175,PER41,84
1175,PER42,53
1175,PER43,35
1175,PER44,28
1175,PER45,24
1175,PER46,15
1175,PER47,13
1175,PER48,6
1176,PER01,NULL
1176,PER02,2
1176,PER03,5
1176,PER04,10
1176,PER05,11
1176,PER06,29
1176,PER07,51
1176,PER08,72
1176,PER09,116
1176,PER10,144
1176,PER11,174
1176,PER12,185
1176,PER13,194
1176,PER14,204
1176,PER15,222
1176,PER16,230
1176,PER17,241
1176,PER18,291
1176,PER19,325
1176,PER20,329
1176,PER21,309
1176,PER22,292
1176,PER23,257
1176,PER24,247
1176,PER25,231
1176,PER26,214
1176,PER27,213
1176,PER28,213
1176,PER29,227
1176,PER30,250
1176,PER31,238
1176,PER32,222
1176,PER33,234
1176,PER34,207
1176,PER35,178
1176,PER36,139
1176,PER37,114
1176,PER38,87
1176,PER39,68
1176,PER40,44
1176,PER41,29
1176,PER42,23
1176,PER43,19
1176,PER44,16
1176,PER45,8
1176,PER46,5
1176,PER47,5
1176,PER48,2
1177,PER01,5
1177,PER02,14
1177,PER03,22
1177,PER04,23
1177,PER05,37
1177,PER06,73
1177,PER07,148
1177,PER08,369
1177,PER09,834
1177,PER10,1322
1177,PER11,1534
1177,PER12,1534
1177,PER13,1549
1177,PER14,1573
1177,PER15,1609
1177,PER16,1623
1177,PER17,1659
1177,PER18,1713
1177,PER19,1752
1177,PER20,1737
1177,PER21,1737
1177,PER22,1701
1177,PER23,1729
1177,PER24,1772
1177,PER25,1568
1177,PER26,1450
1177,PER27,1252
1177,PER28,1059
1177,PER29,936
1177,PER30,879
1177,PER31,878
1177,PER32,800
1177,PER33,749
1177,PER34,656
1177,PER35,559
1177,PER36,420
1177,PER37,298
1177,PER38,220
1177,PER39,164
1177,PER40,103
1177,PER41,80
1177,PER42,57
1177,PER43,43
1177,PER44,36
1177,PER45,29
1177,PER46,22
1177,PER47,13
1177,PER48,5
1178,PER01,7
1178,PER02,13
1178,PER03,28
1178,PER04,44
1178,PER05,81
1178,PER06,133
1178,PER07,241
1178,PER08,456
1178,PER09,906
1178,PER10,1337
1178,PER11,1548
1178,PER12,1587
1178,PER13,1682
1178,PER14,1781
1178,PER15,1844
1178,PER16,1889
1178,PER17,1935
1178,PER18,1993
1178,PER19,2013
1178,PER20,2015
1178,PER21,2008
1178,PER22,1925
1178,PER23,1946
1178,PER24,2022
1178,PER25,1915
1178,PER26,1877
1178,PER27,1747
1178,PER28,1486
1178,PER29,1376
1178,PER30,1325
1178,PER31,1281
1178,PER32,1233
1178,PER33,1185
1178,PER34,1053
1178,PER35,898
1178,PER36,771
1178,PER37,619
1178,PER38,423
1178,PER39,303
1178,PER40,193
1178,PER41,135
1178,PER42,103
1178,PER43,85
1178,PER44,57
1178,PER45,56
1178,PER46,59
1178,PER47,33
1178,PER48,20
1179,PER01,4
1179,PER02,9
1179,PER03,8
1179,PER04,12
1179,PER05,11
1179,PER06,20
1179,PER07,34
1179,PER08,62
1179,PER09,173
1179,PER10,277
1179,PER11,338
1179,PER12,336
1179,PER13,361
1179,PER14,359
1179,PER15,365
1179,PER16,377
1179,PER17,374
1179,PER18,405
1179,PER19,419
1179,PER20,425
1179,PER21,419
1179,PER22,417
1179,PER23,404
1179,PER24,409
1179,PER25,384
1179,PER26,357
1179,PER27,323
1179,PER28,289
1179,PER29,264
1179,PER30,276
1179,PER31,270
1179,PER32,273
1179,PER33,252
1179,PER34,220
1179,PER35,177
1179,PER36,154
1179,PER37,129
1179,PER38,104
1179,PER39,77
1179,PER40,47
1179,PER41,36
1179,PER42,22
1179,PER43,14
1179,PER44,12
1179,PER45,7
1179,PER46,6
1179,PER47,3
1179,PER48,NULL
1180,PER01,NULL
1180,PER02,NULL
1180,PER03,4
1180,PER04,14
1180,PER05,25
1180,PER06,35
1180,PER07,46
1180,PER08,67
1180,PER09,115
1180,PER10,148
1180,PER11,180
1180,PER12,206
1180,PER13,237
1180,PER14,236
1180,PER15,271
1180,PER16,291
1180,PER17,305
1180,PER18,332
1180,PER19,346
1180,PER20,345
1180,PER21,346
1180,PER22,321
1180,PER23,318
1180,PER24,307
1180,PER25,301
1180,PER26,289
1180,PER27,264
1180,PER28,261
1180,PER29,245
1180,PER30,260
1180,PER31,243
1180,PER32,241
1180,PER33,214
1180,PER34,209
1180,PER35,167
1180,PER36,139
1180,PER37,119
1180,PER38,74
1180,PER39,58
1180,PER40,32
1180,PER41,25
1180,PER42,21
1180,PER43,16
1180,PER44,14
1180,PER45,10
1180,PER46,8
1180,PER47,10
1180,PER48,5
1181,PER01,1
1181,PER02,3
1181,PER03,6
1181,PER04,7
1181,PER05,17
1181,PER06,43
1181,PER07,50
1181,PER08,65
1181,PER09,148
1181,PER10,231
1181,PER11,248
1181,PER12,272
1181,PER13,314
1181,PER14,346
1181,PER15,392
1181,PER16,358
1181,PER17,367
1181,PER18,386
1181,PER19,412
1181,PER20,409
1181,PER21,374
1181,PER22,366
1181,PER23,351
1181,PER24,350
1181,PER25,320
1181,PER26,304
1181,PER27,290
1181,PER28,286
1181,PER29,292
1181,PER30,292
1181,PER31,287
1181,PER32,288
1181,PER33,288
1181,PER34,244
1181,PER35,211
1181,PER36,181
1181,PER37,120
1181,PER38,90
1181,PER39,60
1181,PER40,42
1181,PER41,31
1181,PER42,21
1181,PER43,13
1181,PER44,7
1181,PER45,6
1181,PER46,5
1181,PER47,4
1181,PER48,2
1182,PER01,2
1182,PER02,2
1182,PER03,5
1182,PER04,15
1182,PER05,19
1182,PER06,23
1182,PER07,34
1182,PER08,76
1182,PER09,151
1182,PER10,228
1182,PER11,279
1182,PER12,302
1182,PER13,324
1182,PER14,346
1182,PER15,372
1182,PER16,381
1182,PER17,375
1182,PER18,381
1182,PER19,373
1182,PER20,352
1182,PER21,360
1182,PER22,355
1182,PER23,344
1182,PER24,340
1182,PER25,324
1182,PER26,317
1182,PER27,278
1182,PER28,261
1182,PER29,251
1182,PER30,237
1182,PER31,249
1182,PER32,253
1182,PER33,231
1182,PER34,193
1182,PER35,176
1182,PER36,124
1182,PER37,94
1182,PER38,57
1182,PER39,51
1182,PER40,43
1182,PER41,40
1182,PER42,25
1182,PER43,19
1182,PER44,10
1182,PER45,5
1182,PER46,6
1182,PER47,6
1182,PER48,4
1183,PER01,9
1183,PER02,13
1183,PER03,20
1183,PER04,25
1183,PER05,29
1183,PER06,37
1183,PER07,96
1183,PER08,240
1183,PER09,541
1183,PER10,823
1183,PER11,953
1183,PER12,940
1183,PER13,933
1183,PER14,951
1183,PER15,956
1183,PER16,952
1183,PER17,967
1183,PER18,981
1183,PER19,992
1183,PER20,1020
1183,PER21,1024
1183,PER22,998
1183,PER23,1001
1183,PER24,1044
1183,PER25,933
1183,PER26,882
1183,PER27,776
1183,PER28,639
1183,PER29,603
1183,PER30,591
1183,PER31,589
1183,PER32,573
1183,PER33,540
1183,PER34,489
1183,PER35,386
1183,PER36,299
1183,PER37,243
1183,PER38,212
1183,PER39,133
1183,PER40,76
1183,PER41,62
1183,PER42,50
1183,PER43,31
1183,PER44,26
1183,PER45,27
1183,PER46,18
1183,PER47,12
1183,PER48,7
1184,PER01,2
1184,PER02,3
1184,PER03,7
1184,PER04,16
1184,PER05,22
1184,PER06,23
1184,PER07,42
1184,PER08,80
1184,PER09,155
1184,PER10,222
1184,PER11,277
1184,PER12,285
1184,PER13,298
1184,PER14,313
1184,PER15,317
1184,PER16,319
1184,PER17,315
1184,PER18,329
1184,PER19,332
1184,PER20,333
1184,PER21,338
1184,PER22,315
1184,PER23,313
1184,PER24,314
1184,PER25,301
1184,PER26,273
1184,PER27,261
1184,PER28,233
1184,PER29,225
1184,PER30,221
1184,PER31,202
1184,PER32,179
1184,PER33,173
1184,PER34,150
1184,PER35,117
1184,PER36,91
1184,PER37,72
1184,PER38,46
1184,PER39,42
1184,PER40,19
1184,PER41,14
1184,PER42,7
1184,PER43,3
1184,PER44,4
1184,PER45,1
1184,PER46,1
1184,PER47,NULL
1184,PER48,NULL
1185,PER01,2
1185,PER02,13
1185,PER03,20
1185,PER04,25
1185,PER05,51
1185,PER06,82
1185,PER07,146
1185,PER08,253
1185,PER09,373
1185,PER10,551
1185,PER11,711
1185,PER12,799
1185,PER13,892
1185,PER14,975
1185,PER15,1080
1185,PER16,1171
1185,PER17,1192
1185,PER18,1241
1185,PER19,1305
1185,PER20,1324
1185,PER21,1273
1185,PER22,1266
1185,PER23,1236
1185,PER24,1231
1185,PER25,1198
1185,PER26,1155
1185,PER27,1084
1185,PER28,978
1185,PER29,968
1185,PER30,945
1185,PER31,855
1185,PER32,777
1185,PER33,758
1185,PER34,621
1185,PER35,474
1185,PER36,367
1185,PER37,306
1185,PER38,229
1185,PER39,155
1185,PER40,109
1185,PER41,64
1185,PER42,49
1185,PER43,37
1185,PER44,33
1185,PER45,22
1185,PER46,18
1185,PER47,12
1185,PER48,4
1186,PER01,2
1186,PER02,2
1186,PER03,3
1186,PER04,7
1186,PER05,9
1186,PER06,28
1186,PER07,54
1186,PER08,92
1186,PER09,137
1186,PER10,171
1186,PER11,225
1186,PER12,256
1186,PER13,282
1186,PER14,309
1186,PER15,346
1186,PER16,350
1186,PER17,367
1186,PER18,412
1186,PER19,427
1186,PER20,434
1186,PER21,425
1186,PER22,422
1186,PER23,396
1186,PER24,393
1186,PER25,391
1186,PER26,399
1186,PER27,365
1186,PER28,316
1186,PER29,277
1186,PER30,253
1186,PER31,212
1186,PER32,198
1186,PER33,187
1186,PER34,156
1186,PER35,127
1186,PER36,111
1186,PER37,81
1186,PER38,48
1186,PER39,47
1186,PER40,33
1186,PER41,23
1186,PER42,14
1186,PER43,13
1186,PER44,12
1186,PER45,11
1186,PER46,7
1186,PER47,3
1186,PER48,2
1187,PER01,4
1187,PER02,13
1187,PER03,22
1187,PER04,46
1187,PER05,66
1187,PER06,86
1187,PER07,156
1187,PER08,328
1187,PER09,620
1187,PER10,942
1187,PER11,1159
1187,PER12,1213
1187,PER13,1241
1187,PER14,1262
1187,PER15,1314
1187,PER16,1373
1187,PER17,1374
1187,PER18,1406
1187,PER19,1432
1187,PER20,1440
1187,PER21,1421
1187,PER22,1420
1187,PER23,1411
1187,PER24,1391
1187,PER25,1294
1187,PER26,1211
1187,PER27,1080
1187,PER28,936
1187,PER29,861
1187,PER30,789
1187,PER31,699
1187,PER32,601
1187,PER33,557
1187,PER34,482
1187,PER35,416
1187,PER36,342
1187,PER37,280
1187,PER38,215
1187,PER39,163
1187,PER40,117
1187,PER41,60
1187,PER42,48
1187,PER43,43
1187,PER44,33
1187,PER45,21
1187,PER46,18
1187,PER47,16
1187,PER48,9
1188,PER01,2
1188,PER02,7
1188,PER03,23
1188,PER04,35
1188,PER05,56
1188,PER06,97
1188,PER07,170
1188,PER08,271
1188,PER09,379
1188,PER10,484
1188,PER11,565
1188,PER12,607
1188,PER13,645
1188,PER14,682
1188,PER15,710
1188,PER16,727
1188,PER17,754
1188,PER18,775
1188,PER19,770
1188,PER20,785
1188,PER21,781
1188,PER22,780
1188,PER23,773
1188,PER24,761
1188,PER25,759
1188,PER26,716
1188,PER27,682
1188,PER28,645
1188,PER29,587
1188,PER30,508
1188,PER31,395
1188,PER32,306
1188,PER33,260
1188,PER34,225
1188,PER35,175
1188,PER36,152
1188,PER37,119
1188,PER38,89
1188,PER39,62
1188,PER40,48
1188,PER41,35
1188,PER42,24
1188,PER43,14
1188,PER44,11
1188,PER45,7
1188,PER46,6
1188,PER47,6
1188,PER48,3
1189,PER01,NULL
1189,PER02,NULL
1189,PER03,NULL
1189,PER04,NULL
1189,PER05,3
1189,PER06,6
1189,PER07,10
1189,PER08,20
1189,PER09,37
1189,PER10,44
1189,PER11,49
1189,PER12,53
1189,PER13,58
1189,PER14,57
1189,PER15,60
1189,PER16,61
1189,PER17,63
1189,PER18,80
1189,PER19,72
1189,PER20,82
1189,PER21,72
1189,PER22,71
1189,PER23,68
1189,PER24,65
1189,PER25,61
1189,PER26,57
1189,PER27,57
1189,PER28,50
1189,PER29,45
1189,PER30,35
1189,PER31,25
1189,PER32,19
1189,PER33,14
1189,PER34,9
1189,PER35,6
1189,PER36,4
1189,PER37,3
1189,PER38,5
1189,PER39,1
1189,PER40,1
1189,PER41,2
1189,PER42,2
1189,PER43,1
1189,PER44,1
1189,PER45,1
1189,PER46,NULL
1189,PER47,NULL
1189,PER48,NULL
1190,PER01,2
1190,PER02,5
1190,PER03,11
1190,PER04,23
1190,PER05,49
1190,PER06,93
1190,PER07,165
1190,PER08,270
1190,PER09,393
1190,PER10,509
1190,PER11,601
1190,PER12,659
1190,PER13,704
1190,PER14,736
1190,PER15,793
1190,PER16,817
1190,PER17,857
1190,PER18,921
1190,PER19,910
1190,PER20,917
1190,PER21,893
1190,PER22,887
1190,PER23,879
1190,PER24,864
1190,PER25,847
1190,PER26,803
1190,PER27,745
1190,PER28,686
1190,PER29,614
1190,PER30,570
1190,PER31,490
1190,PER32,399
1190,PER33,317
1190,PER34,240
1190,PER35,189
1190,PER36,160
1190,PER37,114
1190,PER38,91
1190,PER39,74
1190,PER40,51
1190,PER41,37
1190,PER42,27
1190,PER43,25
1190,PER44,23
1190,PER45,11
