FROM,TO,Work trips SOV,Work trips HOV,Work trips Transit,Non-work SOV,Non-work HOV,Non-work Transit,All SOV,All HOV,All Transit,Work trips All,Non-work All,All Trips
Roswell,NFulton,17591,3320,136,20213,45345,313,37804,48665,449,21047,65871,86918
Roswell,Roswell,27095,4932,195,51732,104697,348,78827,109629,543,32222,156777,188999
Roswell,SandySprings,7210,1251,202,6000,13456,211,13210,14707,413,8663,19667,28330
Roswell,Buckhead,2294,373,278,447,1356,78,2741,1729,356,2945,1881,4826
Roswell,NWAtlanta,348,65,28,53,79,7,401,144,35,441,139,580
Roswell,NEAtlanta,1201,188,272,204,577,155,1405,765,427,1661,936,2597
Roswell,SWAtlanta,223,30,26,43,102,9,266,132,35,279,154,433
Roswell,CBDAtlanta,731,148,661,112,335,110,843,483,771,1540,557,2097
Roswell,SEAtlanta,196,56,26,38,121,11,234,177,37,278,170,448
Roswell,SFulton,75,19,1,15,37,0,90,56,1,95,52,147
Roswell,Tri-Cities,227,55,21,24,43,3,251,98,24,303,70,373
Roswell,Shannon,49,17,2,17,21,0,66,38,2,68,38,106
Roswell,WCherokee,164,23,0,44,149,0,208,172,0,187,193,380
Roswell,NCherokee,83,14,0,37,83,0,120,97,0,97,120,217
Roswell,ECentCherokee,1846,331,3,881,2638,2,2727,2969,5,2180,3521,5701
Roswell,Woodstock,2331,400,2,1304,3503,2,3635,3903,4,2733,4809,7542
Roswell,Airport,69,18,36,6,3,0,75,21,36,123,9,132
Roswell,NEClayton,129,33,3,22,89,1,151,122,4,165,112,277
Roswell,Riverdale,60,11,4,5,37,0,65,48,4,75,42,117
Roswell,SClayton,45,22,0,14,36,0,59,58,0,67,50,117
Roswell,NWCobb,1358,274,0,461,1054,27,1819,1328,27,1632,1542,3174
Roswell,NECobb,6009,1121,23,6288,16848,15,12297,17969,38,7153,23151,30304
Roswell,SWCobb,207,41,0,46,93,0,253,134,0,248,139,387
Roswell,Marietta,838,132,2,399,735,32,1237,867,34,972,1166,2138
Roswell,Cumberland,1764,274,16,513,1201,8,2277,1475,24,2054,1722,3776
Roswell,SCobb,299,49,4,81,169,1,380,218,5,352,251,603
Roswell,Chamblee,3787,684,109,2241,5879,98,6028,6563,207,4580,8218,12798
Roswell,NWDeKalb,893,159,38,214,616,25,1107,775,63,1090,855,1945
Roswell,NEDeKalb,1025,199,9,414,1106,14,1439,1305,23,1233,1534,2767
Roswell,Atlanta-DeKalb,76,14,8,14,23,5,90,37,13,98,42,140
Roswell,Decatur,99,16,11,27,52,5,126,68,16,126,84,210
Roswell,SWDeKalb,177,36,18,36,115,1,213,151,19,231,152,383
Roswell,SEDeKalb,194,34,5,49,99,1,243,133,6,233,149,382
Roswell,SDeKalb,152,30,4,39,79,0,191,109,4,186,118,304
Roswell,WDouglas,37,9,1,16,36,0,53,45,1,47,52,99
Roswell,EDouglas,91,16,2,27,59,0,118,75,2,109,86,195
Roswell,WFayette,19,2,0,5,1,0,24,3,0,21,6,27
Roswell,EFayette,22,7,1,3,16,0,25,23,1,30,19,49
Roswell,NGwinnett,996,169,0,272,687,1,1268,856,1,1165,960,2125
Roswell,CentGwinnett,2358,421,4,1101,2929,1,3459,3350,5,2783,4031,6814
Roswell,EGwinnett,240,38,1,55,143,1,295,181,2,279,199,478
Roswell,Norcross,4871,915,21,3796,9210,8,8667,10125,29,5807,13014,18821
Roswell,Lilburn,430,83,0,184,561,0,614,644,0,513,745,1258
Roswell,Snellville,314,56,2,75,183,0,389,239,2,372,258,630
Roswell,NHenry,62,10,0,9,40,0,71,50,0,72,49,121
Roswell,EHenry,23,4,0,6,2,0,29,6,0,27,8,35
Roswell,SHenry,36,8,0,14,8,0,50,16,0,44,22,66
Roswell,SRockdale,30,5,0,6,13,0,36,18,0,35,19,54
Roswell,NRockdale,51,8,0,20,19,0,71,27,0,59,39,98
Roswell,NBarrow,63,12,0,18,20,0,81,32,0,75,38,113
Roswell,SBarrow,45,13,0,16,35,0,61,48,0,58,51,109
Roswell,NWBartow,32,3,0,11,20,0,43,23,0,35,31,66
Roswell,NEBartow,42,4,0,15,15,0,57,19,0,46,30,76
Roswell,SWBartow,39,9,0,21,38,0,60,47,0,48,59,107
Roswell,Cartersville,165,28,0,41,116,0,206,144,0,193,157,350
Roswell,NECarroll,11,1,0,5,3,0,16,4,0,12,8,20
Roswell,WCarroll,0,0,0,0,0,0,0,0,0,0,0,0
Roswell,CentralCarroll,2,2,0,2,0,0,4,2,0,4,2,6
Roswell,SECarroll,1,0,0,1,0,0,2,0,0,1,1,2
Roswell,WCoweta,3,0,0,1,0,0,4,0,0,3,1,4
Roswell,NCoweta,5,3,0,5,17,0,10,20,0,8,22,30
Roswell,SCoweta,0,0,0,1,0,0,1,0,0,0,1,1
Roswell,SECoweta,2,0,0,0,0,0,2,0,0,2,0,2
Roswell,NForsyth,502,85,0,120,320,0,622,405,0,587,440,1027
Roswell,Cumming,1856,291,0,549,1567,2,2405,1858,2,2147,2118,4265
Roswell,SForsyth,1925,385,3,1042,2840,3,2967,3225,6,2313,3885,6198
Roswell,NHall,56,5,0,23,12,0,79,17,0,61,35,96
Roswell,Gainesville,133,26,0,39,68,0,172,94,0,159,107,266
Roswell,SHall,178,19,0,35,37,0,213,56,0,197,72,269
Roswell,WNewton,36,6,0,9,47,0,45,53,0,42,56,98
Roswell,ENewton,1,0,0,0,9,0,1,9,0,1,9,10
Roswell,NPaulding,74,20,0,21,16,0,95,36,0,94,37,131
Roswell,WPaulding,15,5,0,5,43,0,20,48,0,20,48,68
Roswell,EPaulding,186,29,0,49,69,0,235,98,0,215,118,333
Roswell,NSpalding,4,2,0,2,5,0,6,7,0,6,7,13
Roswell,SSpalding,4,0,0,0,0,0,4,0,0,4,0,4
Roswell,WWalton,58,12,0,10,34,0,68,46,0,70,44,114
Roswell,EWalton,41,4,0,7,25,0,48,29,0,45,32,77
SandySprings,NFulton,7243,1246,295,2617,6122,201,9860,7368,496,8784,8940,17724
SandySprings,Roswell,7586,1313,196,6023,13435,245,13609,14748,441,9095,19703,28798
SandySprings,SandySprings,44375,7254,1259,72974,83822,1428,117349,91076,2687,52888,158224,211112
SandySprings,Buckhead,10360,1570,1036,7404,11318,500,17764,12888,1536,12966,19222,32188
SandySprings,NWAtlanta,1671,314,293,438,743,63,2109,1057,356,2278,1244,3522
SandySprings,NEAtlanta,4667,712,1233,1322,1988,394,5989,2700,1627,6612,3704,10316
SandySprings,SWAtlanta,1371,242,414,197,454,96,1568,696,510,2027,747,2774
SandySprings,CBDAtlanta,2564,469,1990,497,928,368,3061,1397,2358,5023,1793,6816
SandySprings,SEAtlanta,954,249,360,178,227,77,1132,476,437,1563,482,2045
SandySprings,SFulton,424,88,30,57,120,4,481,208,34,542,181,723
SandySprings,Tri-Cities,826,188,263,49,155,22,875,343,285,1277,226,1503
SandySprings,Shannon,459,114,94,47,110,15,506,224,109,667,172,839
SandySprings,WCherokee,112,24,0,26,96,0,138,120,0,136,122,258
SandySprings,NCherokee,39,10,0,10,58,0,49,68,0,49,68,117
SandySprings,ECentCherokee,1073,194,2,253,724,6,1326,918,8,1269,983,2252
SandySprings,Woodstock,1500,240,19,383,796,10,1883,1036,29,1759,1189,2948
SandySprings,Airport,264,73,146,12,47,4,276,120,150,483,63,546
SandySprings,NEClayton,517,150,73,57,128,12,574,278,85,740,197,937
SandySprings,Riverdale,395,118,97,42,91,7,437,209,104,610,140,750
SandySprings,SClayton,287,100,24,40,155,7,327,255,31,411,202,613
SandySprings,NWCobb,2107,353,21,406,858,21,2513,1211,42,2481,1285,3766
SandySprings,NECobb,7685,1286,63,5352,11784,43,13037,13070,106,9034,17179,26213
SandySprings,SWCobb,799,131,7,153,361,6,952,492,13,937,520,1457
SandySprings,Marietta,1606,316,11,708,1257,31,2314,1573,42,1933,1996,3929
SandySprings,Cumberland,7650,1253,143,5625,8188,89,13275,9441,232,9046,13902,22948
SandySprings,SCobb,1894,344,58,538,1179,25,2432,1523,83,2296,1742,4038
SandySprings,Chamblee,18580,3215,666,24284,33312,517,42864,36527,1183,22461,58113,80574
SandySprings,NWDeKalb,3067,462,255,1048,1618,88,4115,2080,343,3784,2754,6538
SandySprings,NEDeKalb,3801,678,184,1398,2419,57,5199,3097,241,4663,3874,8537
SandySprings,Atlanta-DeKalb,504,83,142,88,189,17,592,272,159,729,294,1023
SandySprings,Decatur,464,64,108,84,136,28,548,200,136,636,248,884
SandySprings,SWDeKalb,1050,227,226,145,254,40,1195,481,266,1503,439,1942
SandySprings,SEDeKalb,1226,238,175,151,348,45,1377,586,220,1639,544,2183
SandySprings,SDeKalb,927,159,92,96,193,14,1023,352,106,1178,303,1481
SandySprings,WDouglas,294,57,12,59,80,1,353,137,13,363,140,503
SandySprings,EDouglas,485,98,28,81,155,12,566,253,40,611,248,859
SandySprings,WFayette,100,16,5,27,40,1,127,56,6,121,68,189
SandySprings,EFayette,133,28,14,28,36,4,161,64,18,175,68,243
SandySprings,NGwinnett,1459,261,21,253,447,16,1712,708,37,1741,716,2457
SandySprings,CentGwinnett,3099,535,72,666,1232,46,3765,1767,118,3706,1944,5650
SandySprings,EGwinnett,546,86,2,87,143,1,633,229,3,634,231,865
SandySprings,Norcross,5233,963,114,3509,6789,111,8742,7752,225,6310,10409,16719
SandySprings,Lilburn,1004,171,22,303,571,13,1307,742,35,1197,887,2084
SandySprings,Snellville,742,111,15,145,222,20,887,333,35,868,387,1255
SandySprings,NHenry,286,64,21,39,55,5,325,119,26,371,99,470
SandySprings,EHenry,159,28,4,26,55,2,185,83,6,191,83,274
SandySprings,SHenry,166,57,9,34,48,1,200,105,10,232,83,315
SandySprings,SRockdale,191,37,6,22,51,3,213,88,9,234,76,310
SandySprings,NRockdale,233,38,10,40,66,4,273,104,14,281,110,391
SandySprings,NBarrow,122,16,1,15,47,0,137,63,1,139,62,201
SandySprings,SBarrow,106,20,0,29,60,0,135,80,0,126,89,215
SandySprings,NWBartow,36,7,0,9,19,0,45,26,0,43,28,71
SandySprings,NEBartow,55,9,0,14,66,0,69,75,0,64,80,144
SandySprings,SWBartow,72,13,0,30,44,0,102,57,0,85,74,159
SandySprings,Cartersville,200,40,1,58,81,0,258,121,1,241,139,380
SandySprings,NECarroll,62,12,0,17,29,0,79,41,0,74,46,120
SandySprings,WCarroll,5,0,0,0,0,0,5,0,0,5,0,5
SandySprings,CentralCarroll,25,9,0,4,15,0,29,24,0,34,19,53
SandySprings,SECarroll,2,2,0,3,0,0,5,2,0,4,3,7
SandySprings,WCoweta,14,1,0,7,6,0,21,7,0,15,13,28
SandySprings,NCoweta,116,19,9,29,31,4,145,50,13,144,64,208
SandySprings,SCoweta,6,0,0,3,4,0,9,4,0,6,7,13
SandySprings,SECoweta,11,1,0,3,7,0,14,8,0,12,10,22
SandySprings,NForsyth,374,70,2,94,243,1,468,313,3,446,338,784
SandySprings,Cumming,1332,223,17,323,630,24,1655,853,41,1572,977,2549
SandySprings,SForsyth,1121,200,17,298,667,25,1419,867,42,1338,990,2328
SandySprings,NHall,38,3,0,13,27,0,51,30,0,41,40,81
SandySprings,Gainesville,122,22,0,33,58,0,155,80,0,144,91,235
SandySprings,SHall,263,31,1,50,98,1,313,129,2,295,149,444
SandySprings,WNewton,229,36,10,35,44,1,264,80,11,275,80,355
SandySprings,ENewton,20,1,0,6,3,0,26,4,0,21,9,30
SandySprings,NPaulding,217,43,1,36,59,1,253,102,2,261,96,357
SandySprings,WPaulding,75,11,0,11,58,0,86,69,0,86,69,155
SandySprings,EPaulding,572,92,6,103,132,1,675,224,7,670,236,906
SandySprings,NSpalding,25,2,1,7,9,0,32,11,1,28,16,44
SandySprings,SSpalding,12,3,0,0,10,9,12,13,9,15,19,34
SandySprings,WWalton,146,24,1,30,75,0,176,99,1,171,105,276
SandySprings,EWalton,65,7,0,17,37,0,82,44,0,72,54,126
Buckhead,NFulton,2456,394,324,361,999,95,2817,1393,419,3174,1455,4629
Buckhead,Roswell,2138,348,273,418,1251,81,2556,1599,354,2759,1750,4509
Buckhead,SandySprings,10417,1609,984,7451,11576,527,17868,13185,1511,13010,19554,32564
Buckhead,Buckhead,38457,5152,1963,65165,57678,2063,103622,62830,4026,45572,124906,170478
Buckhead,NWAtlanta,4281,804,441,5407,6579,391,9688,7383,832,5526,12377,17903
Buckhead,NEAtlanta,12292,1773,1408,14655,13339,1081,26947,15112,2489,15473,29075,44548
Buckhead,SWAtlanta,2476,479,835,996,1600,419,3472,2079,1254,3790,3015,6805
Buckhead,CBDAtlanta,5496,957,2356,2902,3736,963,8398,4693,3319,8809,7601,16410
Buckhead,SEAtlanta,1995,483,610,714,1550,406,2709,2033,1016,3088,2670,5758
Buckhead,SFulton,652,112,72,182,363,7,834,475,79,836,552,1388
Buckhead,Tri-Cities,1643,411,524,252,461,116,1895,872,640,2578,829,3407
Buckhead,Shannon,928,212,223,118,343,24,1046,555,247,1363,485,1848
Buckhead,WCherokee,74,8,0,21,41,0,95,49,0,82,62,144
Buckhead,NCherokee,24,9,0,11,35,0,35,44,0,33,46,79
Buckhead,ECentCherokee,482,72,8,108,333,0,590,405,8,562,441,1003
Buckhead,Woodstock,809,146,19,124,382,1,933,528,20,974,507,1481
Buckhead,Airport,580,126,375,50,44,19,630,170,394,1081,113,1194
Buckhead,NEClayton,1046,252,90,159,501,17,1205,753,107,1388,677,2065
Buckhead,Riverdale,723,219,124,101,246,21,824,465,145,1066,368,1434
Buckhead,SClayton,574,174,61,79,288,7,653,462,68,809,374,1183
Buckhead,NWCobb,1828,343,42,333,812,25,2161,1155,67,2213,1170,3383
Buckhead,NECobb,2728,447,83,1005,2436,14,3733,2883,97,3258,3455,6713
Buckhead,SWCobb,766,125,31,197,503,7,963,628,38,922,707,1629
Buckhead,Marietta,1477,291,48,577,1084,52,2054,1375,100,1816,1713,3529
Buckhead,Cumberland,8366,1286,266,7382,9012,200,15748,10298,466,9918,16594,26512
Buckhead,SCobb,2538,448,149,1118,2640,41,3656,3088,190,3135,3799,6934
Buckhead,Chamblee,11559,1838,1083,10663,18303,917,22222,20141,2000,14480,29883,44363
Buckhead,NWDeKalb,6060,944,281,5962,8376,257,12022,9320,538,7285,14595,21880
Buckhead,NEDeKalb,4095,743,359,1580,3311,184,5675,4054,543,5197,5075,10272
Buckhead,Atlanta-DeKalb,1011,179,170,581,884,95,1592,1063,265,1360,1560,2920
Buckhead,Decatur,834,138,161,374,576,82,1208,714,243,1133,1032,2165
Buckhead,SWDeKalb,1805,327,433,492,1171,132,2297,1498,565,2565,1795,4360
Buckhead,SEDeKalb,1774,299,327,243,713,102,2017,1012,429,2400,1058,3458
Buckhead,SDeKalb,1471,347,149,282,729,27,1753,1076,176,1967,1038,3005
Buckhead,WDouglas,492,77,16,71,218,2,563,295,18,585,291,876
Buckhead,EDouglas,776,128,49,182,535,14,958,663,63,953,731,1684
Buckhead,WFayette,166,34,12,39,109,3,205,143,15,212,151,363
Buckhead,EFayette,273,60,24,39,86,2,312,146,26,357,127,484
Buckhead,NGwinnett,976,169,20,156,462,6,1132,631,26,1165,624,1789
Buckhead,CentGwinnett,2291,377,84,328,781,34,2619,1158,118,2752,1143,3895
Buckhead,EGwinnett,456,75,6,76,217,3,532,292,9,537,296,833
Buckhead,Norcross,3224,597,214,856,2010,94,4080,2607,308,4035,2960,6995
Buckhead,Lilburn,929,170,49,180,622,13,1109,792,62,1148,815,1963
Buckhead,Snellville,718,130,23,148,483,10,866,613,33,871,641,1512
Buckhead,NHenry,538,120,37,85,230,4,623,350,41,695,319,1014
Buckhead,EHenry,172,55,10,39,125,1,211,180,11,237,165,402
Buckhead,SHenry,371,99,19,76,191,4,447,290,23,489,271,760
Buckhead,SRockdale,249,44,17,33,48,3,282,92,20,310,84,394
Buckhead,NRockdale,253,51,10,43,106,1,296,157,11,314,150,464
Buckhead,NBarrow,90,13,0,9,104,1,99,117,1,103,114,217
Buckhead,SBarrow,77,10,0,32,93,0,109,103,0,87,125,212
Buckhead,NWBartow,20,8,0,12,46,0,32,54,0,28,58,86
Buckhead,NEBartow,30,10,0,12,31,0,42,41,0,40,43,83
Buckhead,SWBartow,57,10,1,35,85,0,92,95,1,68,120,188
Buckhead,Cartersville,208,32,4,53,149,0,261,181,4,244,202,446
Buckhead,NECarroll,87,11,1,23,57,1,110,68,2,99,81,180
Buckhead,WCarroll,9,2,0,1,10,0,10,12,0,11,11,22
Buckhead,CentralCarroll,60,10,0,21,47,0,81,57,0,70,68,138
Buckhead,SECarroll,12,0,0,3,13,0,15,13,0,12,16,28
Buckhead,WCoweta,29,2,2,11,17,0,40,19,2,33,28,61
Buckhead,NCoweta,259,59,21,61,122,5,320,181,26,339,188,527
Buckhead,SCoweta,13,1,0,5,4,0,18,5,0,14,9,23
Buckhead,SECoweta,30,7,0,4,22,0,34,29,0,37,26,63
Buckhead,NForsyth,127,25,1,42,183,0,169,208,1,153,225,378
Buckhead,Cumming,463,76,12,87,305,7,550,381,19,551,399,950
Buckhead,SForsyth,382,54,18,75,243,6,457,297,24,454,324,778
Buckhead,NHall,16,6,0,4,32,0,20,38,0,22,36,58
Buckhead,Gainesville,39,7,1,21,69,0,60,76,1,47,90,137
Buckhead,SHall,167,27,2,50,153,0,217,180,2,196,203,399
Buckhead,WNewton,296,64,14,53,111,0,349,175,14,374,164,538
Buckhead,ENewton,18,3,0,6,23,0,24,26,0,21,29,50
Buckhead,NPaulding,182,27,1,35,60,0,217,87,1,210,95,305
Buckhead,WPaulding,41,9,0,21,81,0,62,90,0,50,102,152
Buckhead,EPaulding,584,95,11,91,287,2,675,382,13,690,380,1070
Buckhead,NSpalding,58,8,1,22,29,0,80,37,1,67,51,118
Buckhead,SSpalding,31,8,1,13,22,0,44,30,1,40,35,75
Buckhead,WWalton,126,21,2,26,113,0,152,134,2,149,139,288
Buckhead,EWalton,46,7,0,26,45,0,72,52,0,53,71,124
NWAtlanta,NFulton,421,83,53,58,121,5,479,204,58,557,184,741
NWAtlanta,Roswell,324,68,31,47,88,9,371,156,40,423,144,567
NWAtlanta,SandySprings,1640,319,311,449,630,57,2089,949,368,2270,1136,3406
NWAtlanta,Buckhead,4387,842,428,5377,6665,333,9764,7507,761,5657,12375,18032
NWAtlanta,NWAtlanta,8103,1830,373,14584,23222,678,22687,25052,1051,10306,38484,48790
NWAtlanta,NEAtlanta,5648,1146,680,8483,10964,959,14131,12110,1639,7474,20406,27880
NWAtlanta,SWAtlanta,3367,794,246,4994,10244,650,8361,11038,896,4407,15888,20295
NWAtlanta,CBDAtlanta,4395,864,1462,5186,7398,1690,9581,8262,3152,6721,14274,20995
NWAtlanta,SEAtlanta,1370,343,143,1308,2493,159,2678,2836,302,1856,3960,5816
NWAtlanta,SFulton,721,140,17,401,767,11,1122,907,28,878,1179,2057
NWAtlanta,Tri-Cities,1281,273,182,568,1036,117,1849,1309,299,1736,1721,3457
NWAtlanta,Shannon,733,126,43,149,338,34,882,464,77,902,521,1423
NWAtlanta,WCherokee,23,6,0,7,38,0,30,44,0,29,45,74
NWAtlanta,NCherokee,8,3,0,5,8,0,13,11,0,11,13,24
NWAtlanta,ECentCherokee,144,28,0,26,72,0,170,100,0,172,98,270
NWAtlanta,Woodstock,262,45,4,46,104,0,308,149,4,311,150,461
NWAtlanta,Airport,575,118,288,86,92,23,661,210,311,981,201,1182
NWAtlanta,NEClayton,698,145,20,138,394,9,836,539,29,863,541,1404
NWAtlanta,Riverdale,463,114,16,83,184,14,546,298,30,593,281,874
NWAtlanta,SClayton,346,77,15,51,84,4,397,161,19,438,139,577
NWAtlanta,NWCobb,705,140,6,114,263,9,819,403,15,851,386,1237
NWAtlanta,NECobb,763,163,6,233,532,1,996,695,7,932,766,1698
NWAtlanta,SWCobb,700,126,8,195,497,5,895,623,13,834,697,1531
NWAtlanta,Marietta,705,137,23,307,557,21,1012,694,44,865,885,1750
NWAtlanta,Cumberland,4067,840,155,3630,5766,84,7697,6606,239,5062,9480,14542
NWAtlanta,SCobb,2808,558,42,2185,5115,56,4993,5673,98,3408,7356,10764
NWAtlanta,Chamblee,1648,344,302,530,1076,104,2178,1420,406,2294,1710,4004
NWAtlanta,NWDeKalb,1440,256,175,817,1134,120,2257,1390,295,1871,2071,3942
NWAtlanta,NEDeKalb,1036,217,128,217,402,52,1253,619,180,1381,671,2052
NWAtlanta,Atlanta-DeKalb,389,74,59,273,634,43,662,708,102,522,950,1472
NWAtlanta,Decatur,287,62,75,131,129,90,418,191,165,424,350,774
NWAtlanta,SWDeKalb,782,185,122,267,598,72,1049,783,194,1089,937,2026
NWAtlanta,SEDeKalb,550,106,59,99,194,40,649,300,99,715,333,1048
NWAtlanta,SDeKalb,734,147,36,195,471,26,929,618,62,917,692,1609
NWAtlanta,WDouglas,553,101,2,105,287,1,658,388,3,656,393,1049
NWAtlanta,EDouglas,1056,197,11,418,894,5,1474,1091,16,1264,1317,2581
NWAtlanta,WFayette,204,26,0,23,73,1,227,99,1,230,97,327
NWAtlanta,EFayette,198,35,3,33,83,0,231,118,3,236,116,352
NWAtlanta,NGwinnett,218,48,2,56,76,2,274,124,4,268,134,402
NWAtlanta,CentGwinnett,558,111,10,71,156,7,629,267,17,679,234,913
NWAtlanta,EGwinnett,126,22,1,14,84,1,140,106,2,149,99,248
NWAtlanta,Norcross,659,149,43,89,259,10,748,408,53,851,358,1209
NWAtlanta,Lilburn,208,45,7,37,149,10,245,194,17,260,196,456
NWAtlanta,Snellville,218,46,4,35,59,5,253,105,9,268,99,367
NWAtlanta,NHenry,287,55,4,33,159,3,320,214,7,346,195,541
NWAtlanta,EHenry,124,22,3,17,81,1,141,103,4,149,99,248
NWAtlanta,SHenry,217,58,2,34,121,1,251,179,3,277,156,433
NWAtlanta,SRockdale,148,25,2,18,41,1,166,66,3,175,60,235
NWAtlanta,NRockdale,151,28,3,12,27,1,163,55,4,182,40,222
