STATION,MODE,LAT,LONG,TIMEOFDAY,BOARDINGS,ALIGHTINGS
Auburn/Piedmont Streetcar,RAIL,33.7555401,-84.38222988,AM,8,7
Peachtree Center Streetca,RAIL,33.75788041,-84.38759022,AM,2,4
Carnegie/Spring Streetcar,RAIL,33.75925987,-84.38944947,AM,34.02,94.05
Woodruff Park Streetcar,RAIL,33.75630023,-84.38845983,AM,2,2
Luckie/Cone Streetcar,RAIL,33.75788993,-84.39008967,AM,1,1
Centennial Olympic Park S,RAIL,33.75923989,-84.3920903,AM,2,6
Sweet Auburn Market Stree,RAIL,33.75440038,-84.3802706,AM,1,4
King Memorial,RAIL,33.75000421,-84.37543042,AM,706,442
Airport,RAIL,33.64068199,-84.44620592,AM,503,3605
North Avenue,RAIL,33.77256732,-84.38699937,AM,1350,4136
Doraville,RAIL,33.90298663,-84.28025261,AM,4123,661
Five Points (Gold/Red),RAIL,33.75386763,-84.39159681,AM,15222,14044
Five Points (Blue/Green),RAIL,33.75387048,-84.3915608,AM,6986,17339
Hurt Park Streetcar,RAIL,33.75447459,-84.3852735,AM,6,3
Park Place Streetcar,RAIL,33.75506728,-84.38820242,AM,5,12
Dobbs Plaza Streetcar,RAIL,33.75552012,-84.37887016,AM,2,1
King Historical District,RAIL,33.75548968,-84.37435941,MD,2,0
Edgewood/Hilliard Streetc,RAIL,33.75438041,-84.37658011,MD,2,10
Sandy Springs,RAIL,33.93218729,-84.35208977,MD,629,671
North Springs,RAIL,33.94511896,-84.35726606,MD,1049,974
Georgia State,RAIL,33.75008031,-84.38582967,MD,1487,1412
Inman Park/Reynoldstown,RAIL,33.75769205,-84.35251524,MD,631,608
Edgewood/Candler Park,RAIL,33.76193601,-84.33963921,MD,346,337
East Lake,RAIL,33.76519723,-84.31276946,MD,327,297
Decatur,RAIL,33.77468883,-84.29574279,MD,832,823
Avondale,RAIL,33.77514262,-84.28227057,MD,797,710
Kensington,RAIL,33.77265675,-84.25189439,MD,1276,1197
Indian Creek,RAIL,33.76982934,-84.22965543,MD,1177,1072
Dome/GWCC/Philips Arena/C,RAIL,33.75610139,-84.39712121,MD,558,604
Vine City,RAIL,33.75655043,-84.40401403,MD,340,396
Ashby,RAIL,33.75644578,-84.41724351,MD,475,484
West Lake,RAIL,33.75329302,-84.44534298,MD,284,262
Hamilton E Holmes,RAIL,33.75447364,-84.47012807,MD,1265,1207
Bankhead,RAIL,33.77218678,-84.42893117,MD,387,377
Peachtree Center,RAIL,33.75967751,-84.38756755,MD,2307,2402
Civic Center,RAIL,33.76648821,-84.38749686,MD,917,979
Midtown,RAIL,33.78111994,-84.38633917,MD,2192,2308
Arts Center,RAIL,33.78918261,-84.38732614,MD,2226,2292
Lindbergh Center,RAIL,33.8224931,-84.36959926,MD,2801,2705
Lenox,RAIL,33.84538918,-84.35809299,MD,783,723
Brookhaven/Oglethorpe Uni,RAIL,33.85995051,-84.33936845,MD,462,487
Chamblee,RAIL,33.88746349,-84.30635678,MD,640,613
Buckhead,RAIL,33.84806247,-84.36785871,MD,823,995
Medical Center,RAIL,33.91076675,-84.35150426,MD,578,589
Dunwoody,RAIL,33.92129246,-84.34435935,MD,920,925
Garnett,RAIL,33.74883024,-84.39563408,MD,664,619
West End,RAIL,33.73581105,-84.41366372,MD,1549,1491
Oakland City,RAIL,33.71704952,-84.42512465,MD,956,889
Lakewood/Fort McPherson,RAIL,33.70031817,-84.42886315,MD,471,496
East Point,RAIL,33.67685698,-84.44074954,MD,1380,1277
College Park,RAIL,33.65153306,-84.44877472,MD,1729,1721
Auburn/Piedmont Streetcar,RAIL,33.7555401,-84.38222988,MD,7,4
Peachtree Center Streetca,RAIL,33.75788041,-84.38759022,MD,19,9
Carnegie/Spring Streetcar,RAIL,33.75925987,-84.38944947,MD,16,7
Woodruff Park Streetcar,RAIL,33.75630023,-84.38845983,MD,3,2
Luckie/Cone Streetcar,RAIL,33.75788993,-84.39008967,MD,3,9
Centennial Olympic Park S,RAIL,33.75923989,-84.3920903,MD,17,21
Sweet Auburn Market Stree,RAIL,33.75440038,-84.3802706,MD,7,8
King Memorial,RAIL,33.75000421,-84.37543042,MD,395,398
Airport,RAIL,33.64068199,-84.44620592,MD,996,942
North Avenue,RAIL,33.77256732,-84.38699937,MD,1661,1706
Doraville,RAIL,33.90298663,-84.28025261,MD,1038,1008
Five Points (Gold/Red),RAIL,33.75386763,-84.39159681,MD,7802,7761
Five Points (Blue/Green),RAIL,33.75387048,-84.3915608,MD,5990,6383
Hurt Park Streetcar,RAIL,33.75447459,-84.3852735,MD,11,11
Park Place Streetcar,RAIL,33.75506728,-84.38820242,MD,16,14
Dobbs Plaza Streetcar,RAIL,33.75552012,-84.37887016,MD,1,5
King Historical District,RAIL,33.75548968,-84.37435941,PM,0,3
Edgewood/Hilliard Streetc,RAIL,33.75438041,-84.37658011,PM,2,9
Sandy Springs,RAIL,33.93218729,-84.35208977,PM,1500,1306
North Springs,RAIL,33.94511896,-84.35726606,PM,1523,5008
Georgia State,RAIL,33.75008031,-84.38582967,PM,4610,862
Inman Park/Reynoldstown,RAIL,33.75769205,-84.35251524,PM,682,1191
Edgewood/Candler Park,RAIL,33.76193601,-84.33963921,PM,411,765
East Lake,RAIL,33.76519723,-84.31276946,PM,260,1018
Decatur,RAIL,33.77468883,-84.29574279,PM,2011,1151
Avondale,RAIL,33.77514262,-84.28227057,PM,1152,1902
Kensington,RAIL,33.77265675,-84.25189439,PM,1350,4439
Indian Creek,RAIL,33.76982934,-84.22965543,PM,637,5021
Dome/GWCC/Philips Arena/C,RAIL,33.75610139,-84.39712121,PM,1454,357
Vine City,RAIL,33.75655043,-84.40401403,PM,667,489
Ashby,RAIL,33.75644578,-84.41724351,PM,739,882
West Lake,RAIL,33.75329302,-84.44534298,PM,299,580
Hamilton E Holmes,RAIL,33.75447364,-84.47012807,PM,1181,4360
Bankhead,RAIL,33.77218678,-84.42893117,PM,484,794
Peachtree Center,RAIL,33.75967751,-84.38756755,PM,6243,1553
Civic Center,RAIL,33.76648821,-84.38749686,PM,2329,1284
Midtown,RAIL,33.78111994,-84.38633917,PM,5154,2661
Arts Center,RAIL,33.78918261,-84.38732614,PM,5676,2421
Lindbergh Center,RAIL,33.8224931,-84.36959926,PM,4444,7053
Lenox,RAIL,33.84538918,-84.35809299,PM,2226,832
Brookhaven/Oglethorpe Uni,RAIL,33.85995051,-84.33936845,PM,574,1287
Chamblee,RAIL,33.88746349,-84.30635678,PM,1138,1333
Buckhead,RAIL,33.84806247,-84.36785871,PM,2904,1158
Medical Center,RAIL,33.91076675,-84.35150426,PM,2032,604
Dunwoody,RAIL,33.92129246,-84.34435935,PM,2328,2093
Garnett,RAIL,33.74883024,-84.39563408,PM,1850,563
West End,RAIL,33.73581105,-84.41366372,PM,1627,4323
Oakland City,RAIL,33.71704952,-84.42512465,PM,771,2327
Lakewood/Fort McPherson,RAIL,33.70031817,-84.42886315,PM,436,1442
East Point,RAIL,33.67685698,-84.44074954,PM,1403,3843
College Park,RAIL,33.65153306,-84.44877472,PM,1320,7542
Auburn/Piedmont Streetcar,RAIL,33.7555401,-84.38222988,PM,4,3
Peachtree Center Streetca,RAIL,33.75788041,-84.38759022,PM,7,4
Carnegie/Spring Streetcar,RAIL,33.75925987,-84.38944947,PM,4,1.99
Woodruff Park Streetcar,RAIL,33.75630023,-84.38845983,PM,0,1
Luckie/Cone Streetcar,RAIL,33.75788993,-84.39008967,PM,1,2
Centennial Olympic Park S,RAIL,33.75923989,-84.3920903,PM,8,7
Sweet Auburn Market Stree,RAIL,33.75440038,-84.3802706,PM,5,2
King Memorial,RAIL,33.75000421,-84.37543042,PM,446,891
Airport,RAIL,33.64068199,-84.44620592,PM,3967,718
North Avenue,RAIL,33.77256732,-84.38699937,PM,4777,1687
Doraville,RAIL,33.90298663,-84.28025261,PM,767,4791
Five Points (Gold/Red),RAIL,33.75386763,-84.39159681,PM,16221,15381
Five Points (Blue/Green),RAIL,33.75387048,-84.3915608,PM,17050,8731
Hurt Park Streetcar,RAIL,33.75447459,-84.3852735,PM,8,3
Park Place Streetcar,RAIL,33.75506728,-84.38820242,PM,9,2
Dobbs Plaza Streetcar,RAIL,33.75552012,-84.37887016,PM,1,5
King Historical District,RAIL,33.75548968,-84.37435941,EV,0,0
Edgewood/Hilliard Streetc,RAIL,33.75438041,-84.37658011,EV,0,6
Sandy Springs,RAIL,33.93218729,-84.35208977,EV,267,92
North Springs,RAIL,33.94511896,-84.35726606,EV,307,618
Georgia State,RAIL,33.75008031,-84.38582967,EV,570,138
Inman Park/Reynoldstown,RAIL,33.75769205,-84.35251524,EV,165,373
Edgewood/Candler Park,RAIL,33.76193601,-84.33963921,EV,69,177
East Lake,RAIL,33.76519723,-84.31276946,EV,57,300
Decatur,RAIL,33.77468883,-84.29574279,EV,331,388
Avondale,RAIL,33.77514262,-84.28227057,EV,233,509
Kensington,RAIL,33.77265675,-84.25189439,EV,340,871
Indian Creek,RAIL,33.76982934,-84.22965543,EV,145,797
Dome/GWCC/Philips Arena/C,RAIL,33.75610139,-84.39712121,EV,259,46
Vine City,RAIL,33.75655043,-84.40401403,EV,141,145.99
Ashby,RAIL,33.75644578,-84.41724351,EV,339,432
West Lake,RAIL,33.75329302,-84.44534298,EV,58,211
Hamilton E Holmes,RAIL,33.75447364,-84.47012807,EV,277,921
Bankhead,RAIL,33.77218678,-84.42893117,EV,77,189
Peachtree Center,RAIL,33.75967751,-84.38756755,EV,1474,440
Civic Center,RAIL,33.76648821,-84.38749686,EV,554.01,267
Midtown,RAIL,33.78111994,-84.38633917,EV,918,717.01
Arts Center,RAIL,33.78918261,-84.38732614,EV,1333,703
Lindbergh Center,RAIL,33.8224931,-84.36959926,EV,2812,3393
Lenox,RAIL,33.84538918,-84.35809299,EV,509,296
Brookhaven/Oglethorpe Uni,RAIL,33.85995051,-84.33936845,EV,130,345
Chamblee,RAIL,33.88746349,-84.30635678,EV,233,417
Buckhead,RAIL,33.84806247,-84.36785871,EV,491,206
Medical Center,RAIL,33.91076675,-84.35150426,EV,399,79
Dunwoody,RAIL,33.92129246,-84.34435935,EV,402,215
Garnett,RAIL,33.74883024,-84.39563408,EV,301,125
West End,RAIL,33.73581105,-84.41366372,EV,379,756
Oakland City,RAIL,33.71704952,-84.42512465,EV,172,729.01
Lakewood/Fort McPherson,RAIL,33.70031817,-84.42886315,EV,101,354
East Point,RAIL,33.67685698,-84.44074954,EV,259,559
College Park,RAIL,33.65153306,-84.44877472,EV,326,1287
Auburn/Piedmont Streetcar,RAIL,33.7555401,-84.38222988,EV,0,0
Peachtree Center Streetca,RAIL,33.75788041,-84.38759022,EV,4,2
Carnegie/Spring Streetcar,RAIL,33.75925987,-84.38944947,EV,7,1
Woodruff Park Streetcar,RAIL,33.75630023,-84.38845983,EV,0,0
Luckie/Cone Streetcar,RAIL,33.75788993,-84.39008967,EV,0,1
Centennial Olympic Park S,RAIL,33.75923989,-84.3920903,EV,1,1
Sweet Auburn Market Stree,RAIL,33.75440038,-84.3802706,EV,0,1
King Memorial,RAIL,33.75000421,-84.37543042,EV,94,205
Airport,RAIL,33.64068199,-84.44620592,EV,722,94
North Avenue,RAIL,33.77256732,-84.38699937,EV,991,499
Doraville,RAIL,33.90298663,-84.28025261,EV,143,374
Five Points (Gold/Red),RAIL,33.75386763,-84.39159681,EV,3072,3730
Five Points (Blue/Green),RAIL,33.75387048,-84.3915608,EV,3848,1300
Hurt Park Streetcar,RAIL,33.75447459,-84.3852735,EV,1,0
Park Place Streetcar,RAIL,33.75506728,-84.38820242,EV,4,0
Dobbs Plaza Streetcar,RAIL,33.75552012,-84.37887016,EV,0,0
King Historical District,RAIL,33.75548968,-84.37435941,Airport,0,0
Edgewood/Hilliard Streetc,RAIL,33.75438041,-84.37658011,Airport,0,0
Sandy Springs,RAIL,33.93218729,-84.35208977,Airport,101.53,240.01
North Springs,RAIL,33.94511896,-84.35726606,Airport,309.36,117.54
Georgia State,RAIL,33.75008031,-84.38582967,Airport,3.08,95.32
Inman Park/Reynoldstown,RAIL,33.75769205,-84.35251524,Airport,17.98,16.76
Edgewood/Candler Park,RAIL,33.76193601,-84.33963921,Airport,16.16,8.32
East Lake,RAIL,33.76519723,-84.31276946,Airport,13.96,6.26
Decatur,RAIL,33.77468883,-84.29574279,Airport,18.47,28.49
Avondale,RAIL,33.77514262,-84.28227057,Airport,16.08,23.98
Kensington,RAIL,33.77265675,-84.25189439,Airport,53.39,16.45
Indian Creek,RAIL,33.76982934,-84.22965543,Airport,30.34,5.73
Dome/GWCC/Philips Arena/C,RAIL,33.75610139,-84.39712121,Airport,0.12,76.02
Vine City,RAIL,33.75655043,-84.40401403,Airport,10.8,7.62
Ashby,RAIL,33.75644578,-84.41724351,Airport,14.26,13.12
West Lake,RAIL,33.75329302,-84.44534298,Airport,6.74,10.88
Hamilton E Holmes,RAIL,33.75447364,-84.47012807,Airport,18.34,26.67
Bankhead,RAIL,33.77218678,-84.42893117,Airport,9.36,39.33
Peachtree Center,RAIL,33.75967751,-84.38756755,Airport,17.2,442.96
Civic Center,RAIL,33.76648821,-84.38749686,Airport,45.72,199.32
Midtown,RAIL,33.78111994,-84.38633917,Airport,193.62,454.12
Arts Center,RAIL,33.78918261,-84.38732614,Airport,79.82,574
Lindbergh Center,RAIL,33.8224931,-84.36959926,Airport,240.9,241.54
Lenox,RAIL,33.84538918,-84.35809299,Airport,70.73,375.81
Brookhaven/Oglethorpe Uni,RAIL,33.85995051,-84.33936845,Airport,60.64,28.84
Chamblee,RAIL,33.88746349,-84.30635678,Airport,26.15,30.75
Buckhead,RAIL,33.84806247,-84.36785871,Airport,36.05,510.42
Medical Center,RAIL,33.91076675,-84.35150426,Airport,18.59,497.23
Dunwoody,RAIL,33.92129246,-84.34435935,Airport,39.64,190.25
Garnett,RAIL,33.74883024,-84.39563408,Airport,20.74,64.26
West End,RAIL,33.73581105,-84.41366372,Airport,150.62,7.06
Oakland City,RAIL,33.71704952,-84.42512465,Airport,13.36,2.46
Lakewood/Fort McPherson,RAIL,33.70031817,-84.42886315,Airport,8.8,0.6
East Point,RAIL,33.67685698,-84.44074954,Airport,0.1,0.08
College Park,RAIL,33.65153306,-84.44877472,Airport,82.28,0
Auburn/Piedmont Streetcar,RAIL,33.7555401,-84.38222988,Airport,0,0
Peachtree Center Streetca,RAIL,33.75788041,-84.38759022,Airport,0,0
Carnegie/Spring Streetcar,RAIL,33.75925987,-84.38944947,Airport,0,0
Woodruff Park Streetcar,RAIL,33.75630023,-84.38845983,Airport,0,0
Luckie/Cone Streetcar,RAIL,33.75788993,-84.39008967,Airport,0,0
Centennial Olympic Park S,RAIL,33.75923989,-84.3920903,Airport,0,0
Sweet Auburn Market Stree,RAIL,33.75440038,-84.3802706,Airport,0,0
King Memorial,RAIL,33.75000421,-84.37543042,Airport,16.88,9.76
Airport,RAIL,33.64068199,-84.44620592,Airport,5121.73,2162.13
North Avenue,RAIL,33.77256732,-84.38699937,Airport,67,306.34
Doraville,RAIL,33.90298663,-84.28025261,Airport,310.98,16.06
Five Points (Gold/Red),RAIL,33.75386763,-84.39159681,Airport,268.4,822.14
Five Points (Blue/Green),RAIL,33.75387048,-84.3915608,Airport,384.71,245.94
Hurt Park Streetcar,RAIL,33.75447459,-84.3852735,Airport,0,0
Park Place Streetcar,RAIL,33.75506728,-84.38820242,Airport,0,0
Dobbs Plaza Streetcar,RAIL,33.75552012,-84.37887016,Airport,0,0
