STATION,MODE,LAT,LONG,TIMEOFDAY,BOARDINGS,ALIGHTINGS
Garnett,RAIL,33.74883024,-84.39563408,EA,82,235
West End,RAIL,33.73581105,-84.41366372,EA,931,33
Oakland City,RAIL,33.71704952,-84.42512465,EA,367,40
Lakewood/Fort McPherson,RAIL,33.70031817,-84.42886315,EA,222,27
East Point,RAIL,33.67685698,-84.44074954,EA,475,118
College Park,RAIL,33.65153306,-84.44877472,EA,1016,107
Auburn/Piedmont Streetcar,RAIL,33.7555401,-84.38222988,EA,0,0
Peachtree Center Streetca,RAIL,33.75788041,-84.38759022,EA,0,0
Carnegie/Spring Streetcar,RAIL,33.75925987,-84.38944947,EA,0,0
Woodruff Park Streetcar,RAIL,33.75630023,-84.38845983,EA,0,0
Luckie/Cone Streetcar,RAIL,33.75788993,-84.39008967,EA,0,0
Centennial Olympic Park S,RAIL,33.75923989,-84.3920903,EA,0,0
Sweet Auburn Market Stree,RAIL,33.75440038,-84.3802706,EA,0,0
King Memorial,RAIL,33.75000421,-84.37543042,EA,91,35
Airport,RAIL,33.64068199,-84.44620592,EA,75,1014
North Avenue,RAIL,33.77256732,-84.38699937,EA,222,518
Doraville,RAIL,33.90298663,-84.28025261,EA,189,35
Five Points (Gold/Red),RAIL,33.75386763,-84.39159681,EA,973,1569
Five Points (Blue/Green),RAIL,33.75387048,-84.3915608,EA,223,1054
Hurt Park Streetcar,RAIL,33.75447459,-84.3852735,EA,0,0
Park Place Streetcar,RAIL,33.75506728,-84.38820242,EA,0,0
Dobbs Plaza Streetcar,RAIL,33.75552012,-84.37887016,EA,0,0
East Point Comuter Rail,RAIL,33.67765041,-84.43923973,EA,2,0
Hapeville Commuter Rail,RAIL,33.65902778,-84.40952643,EA,1,2
Mountain View Commuter Ra,RAIL,33.64200531,-84.39023372,EA,1,8
Forest Park Commuter Rail,RAIL,33.62008626,-84.3632386,EA,4,0
Clayton State Commuter Ra,RAIL,33.59478041,-84.33478169,EA,5,2
Southlake Commuter Rail,RAIL,33.5748687,-84.34137575,EA,1,4
Jonesboro Commuter Rail,RAIL,33.52257787,-84.35420243,EA,4,2
King Historical District,RAIL,33.75548968,-84.37435941,AM,3,1
Edgewood/Hilliard Streetc,RAIL,33.75438041,-84.37658011,AM,3,0
Sandy Springs,RAIL,33.93218729,-84.35208977,AM,774,1403
North Springs,RAIL,33.94511896,-84.35726606,AM,5112,1440
Georgia State,RAIL,33.75008031,-84.38582967,AM,899,5008
Inman Park/Reynoldstown,RAIL,33.75769205,-84.35251524,AM,1224,496
Edgewood/Candler Park,RAIL,33.76193601,-84.33963921,AM,1037,381
East Lake,RAIL,33.76519723,-84.31276946,AM,1137,222
Decatur,RAIL,33.77468883,-84.29574279,AM,1074,2232
Avondale,RAIL,33.77514262,-84.28227057,AM,1942,1103
Kensington,RAIL,33.77265675,-84.25189439,AM,4932,1120
Indian Creek,RAIL,33.76982934,-84.22965543,AM,6080,375
Dome/GWCC/Philips Arena/C,RAIL,33.75610139,-84.39712121,AM,365,1829
Vine City,RAIL,33.75655043,-84.40401403,AM,531,543
Ashby,RAIL,33.75644578,-84.41724351,AM,1010,805
West Lake,RAIL,33.75329302,-84.44534298,AM,743,249
Hamilton E Holmes,RAIL,33.75447364,-84.47012807,AM,4957,1007
Bankhead,RAIL,33.77218678,-84.42893117,AM,1001,422
Peachtree Center,RAIL,33.75967751,-84.38756755,AM,1464,6759
Civic Center,RAIL,33.76648821,-84.38749686,AM,2632,2347
Midtown,RAIL,33.78111994,-84.38633917,AM,2506,5812
Arts Center,RAIL,33.78918261,-84.38732614,AM,2597,6661
Lindbergh Center,RAIL,33.8224931,-84.36959926,AM,6505,4209
Lenox,RAIL,33.84538918,-84.35809299,AM,780,1936
Brookhaven/Oglethorpe Uni,RAIL,33.85995051,-84.33936845,AM,1377,472
Chamblee,RAIL,33.88746349,-84.30635678,AM,1478,1091
Buckhead,RAIL,33.84806247,-84.36785871,AM,823,3379
Medical Center,RAIL,33.91076675,-84.35150426,AM,431,2166
Dunwoody,RAIL,33.92129246,-84.34435935,AM,1688,3077
Garnett,RAIL,33.74883024,-84.39563408,AM,452,1870
West End,RAIL,33.73581105,-84.41366372,AM,2886,1349
Oakland City,RAIL,33.71704952,-84.42512465,AM,2762,516
Lakewood/Fort McPherson,RAIL,33.70031817,-84.42886315,AM,1759,360
East Point,RAIL,33.67685698,-84.44074954,AM,3221,1388
College Park,RAIL,33.65153306,-84.44877472,AM,8806,1123
Auburn/Piedmont Streetcar,RAIL,33.7555401,-84.38222988,AM,5,16
Peachtree Center Streetca,RAIL,33.75788041,-84.38759022,AM,1,17
Carnegie/Spring Streetcar,RAIL,33.75925987,-84.38944947,AM,6,0
Woodruff Park Streetcar,RAIL,33.75630023,-84.38845983,AM,3,3
Luckie/Cone Streetcar,RAIL,33.75788993,-84.39008967,AM,1,3
Centennial Olympic Park S,RAIL,33.75923989,-84.3920903,AM,15,6
Sweet Auburn Market Stree,RAIL,33.75440038,-84.3802706,AM,1,4
King Memorial,RAIL,33.75000421,-84.37543042,AM,817,515
Airport,RAIL,33.64068199,-84.44620592,AM,586,3998
North Avenue,RAIL,33.77256732,-84.38699937,AM,1729,4239
Doraville,RAIL,33.90298663,-84.28025261,AM,4784,801
Five Points (Gold/Red),RAIL,33.75386763,-84.39159681,AM,17353,16109
Five Points (Blue/Green),RAIL,33.75387048,-84.3915608,AM,8382,19824
Hurt Park Streetcar,RAIL,33.75447459,-84.3852735,AM,4,15
Park Place Streetcar,RAIL,33.75506728,-84.38820242,AM,7,11
Dobbs Plaza Streetcar,RAIL,33.75552012,-84.37887016,AM,4,1
East Point Comuter Rail,RAIL,33.67765041,-84.43923973,AM,20,15
Hapeville Commuter Rail,RAIL,33.65902778,-84.40952643,AM,13,88
Mountain View Commuter Ra,RAIL,33.64200531,-84.39023372,AM,36,49
Forest Park Commuter Rail,RAIL,33.62008626,-84.3632386,AM,126,43
Clayton State Commuter Ra,RAIL,33.59478041,-84.33478169,AM,99,397
Southlake Commuter Rail,RAIL,33.5748687,-84.34137575,AM,217,106
Jonesboro Commuter Rail,RAIL,33.52257787,-84.35420243,AM,261,74
King Historical District,RAIL,33.75548968,-84.37435941,MD,2,1
Edgewood/Hilliard Streetc,RAIL,33.75438041,-84.37658011,MD,3,12
Sandy Springs,RAIL,33.93218729,-84.35208977,MD,641,699
North Springs,RAIL,33.94511896,-84.35726606,MD,1080,988
Georgia State,RAIL,33.75008031,-84.38582967,MD,1628,1612
Inman Park/Reynoldstown,RAIL,33.75769205,-84.35251524,MD,791,708
Edgewood/Candler Park,RAIL,33.76193601,-84.33963921,MD,457,474
East Lake,RAIL,33.76519723,-84.31276946,MD,414,338
Decatur,RAIL,33.77468883,-84.29574279,MD,952,965
Avondale,RAIL,33.77514262,-84.28227057,MD,878,808
Kensington,RAIL,33.77265675,-84.25189439,MD,1500,1343
Indian Creek,RAIL,33.76982934,-84.22965543,MD,1411,1252
Dome/GWCC/Philips Arena/C,RAIL,33.75610139,-84.39712121,MD,845,848
Vine City,RAIL,33.75655043,-84.40401403,MD,412,485
Ashby,RAIL,33.75644578,-84.41724351,MD,642,629
West Lake,RAIL,33.75329302,-84.44534298,MD,367,362
Hamilton E Holmes,RAIL,33.75447364,-84.47012807,MD,1455,1354
Bankhead,RAIL,33.77218678,-84.42893117,MD,549,512
Peachtree Center,RAIL,33.75967751,-84.38756755,MD,2742,2835
Civic Center,RAIL,33.76648821,-84.38749686,MD,1162,1212
Midtown,RAIL,33.78111994,-84.38633917,MD,2543,2610
Arts Center,RAIL,33.78918261,-84.38732614,MD,2803,3061
Lindbergh Center,RAIL,33.8224931,-84.36959926,MD,3135,3042
Lenox,RAIL,33.84538918,-84.35809299,MD,957,898
Brookhaven/Oglethorpe Uni,RAIL,33.85995051,-84.33936845,MD,519,498
Chamblee,RAIL,33.88746349,-84.30635678,MD,664,639
Buckhead,RAIL,33.84806247,-84.36785871,MD,996,1223
Medical Center,RAIL,33.91076675,-84.35150426,MD,606,673
Dunwoody,RAIL,33.92129246,-84.34435935,MD,1091,1116
Garnett,RAIL,33.74883024,-84.39563408,MD,775,734
West End,RAIL,33.73581105,-84.41366372,MD,1767,1735
Oakland City,RAIL,33.71704952,-84.42512465,MD,1144,1095
Lakewood/Fort McPherson,RAIL,33.70031817,-84.42886315,MD,699,632
East Point,RAIL,33.67685698,-84.44074954,MD,1595,1557
College Park,RAIL,33.65153306,-84.44877472,MD,2091,1875
Auburn/Piedmont Streetcar,RAIL,33.7555401,-84.38222988,MD,11,14
Peachtree Center Streetca,RAIL,33.75788041,-84.38759022,MD,15,17
Carnegie/Spring Streetcar,RAIL,33.75925987,-84.38944947,MD,19,6
Woodruff Park Streetcar,RAIL,33.75630023,-84.38845983,MD,3,7
Luckie/Cone Streetcar,RAIL,33.75788993,-84.39008967,MD,3,7
Centennial Olympic Park S,RAIL,33.75923989,-84.3920903,MD,16,22
Sweet Auburn Market Stree,RAIL,33.75440038,-84.3802706,MD,5,5
King Memorial,RAIL,33.75000421,-84.37543042,MD,514,548
Airport,RAIL,33.64068199,-84.44620592,MD,1129,1069
North Avenue,RAIL,33.77256732,-84.38699937,MD,1921,2078
Doraville,RAIL,33.90298663,-84.28025261,MD,1188,1158
Five Points (Gold/Red),RAIL,33.75386763,-84.39159681,MD,9246,9067
Five Points (Blue/Green),RAIL,33.75387048,-84.3915608,MD,7174,7751
Hurt Park Streetcar,RAIL,33.75447459,-84.3852735,MD,24,14
Park Place Streetcar,RAIL,33.75506728,-84.38820242,MD,6,3
Dobbs Plaza Streetcar,RAIL,33.75552012,-84.37887016,MD,3,2
East Point Comuter Rail,RAIL,33.67765041,-84.43923973,MD,9,5
Hapeville Commuter Rail,RAIL,33.65902778,-84.40952643,MD,17,20
Mountain View Commuter Ra,RAIL,33.64200531,-84.39023372,MD,23,19
Forest Park Commuter Rail,RAIL,33.62008626,-84.3632386,MD,35,40
Clayton State Commuter Ra,RAIL,33.59478041,-84.33478169,MD,126,159
Southlake Commuter Rail,RAIL,33.5748687,-84.34137575,MD,63,79
Jonesboro Commuter Rail,RAIL,33.52257787,-84.35420243,MD,129,80
King Historical District,RAIL,33.75548968,-84.37435941,PM,0,2
Edgewood/Hilliard Streetc,RAIL,33.75438041,-84.37658011,PM,1,14
Sandy Springs,RAIL,33.93218729,-84.35208977,PM,1565,1345
North Springs,RAIL,33.94511896,-84.35726606,PM,1617,5099
Georgia State,RAIL,33.75008031,-84.38582967,PM,5267,1112
Inman Park/Reynoldstown,RAIL,33.75769205,-84.35251524,PM,828,1418
Edgewood/Candler Park,RAIL,33.76193601,-84.33963921,PM,488,1021
East Lake,RAIL,33.76519723,-84.31276946,PM,297,1091
Decatur,RAIL,33.77468883,-84.29574279,PM,2534,1355
Avondale,RAIL,33.77514262,-84.28227057,PM,1437,2207
Kensington,RAIL,33.77265675,-84.25189439,PM,1518,5023
Indian Creek,RAIL,33.76982934,-84.22965543,PM,676,5269
Dome/GWCC/Philips Arena/C,RAIL,33.75610139,-84.39712121,PM,1980,731
Vine City,RAIL,33.75655043,-84.40401403,PM,848,649
Ashby,RAIL,33.75644578,-84.41724351,PM,803,1066
West Lake,RAIL,33.75329302,-84.44534298,PM,400,791
Hamilton E Holmes,RAIL,33.75447364,-84.47012807,PM,1373,5320
Bankhead,RAIL,33.77218678,-84.42893117,PM,627,1036
Peachtree Center,RAIL,33.75967751,-84.38756755,PM,7259,2008
Civic Center,RAIL,33.76648821,-84.38749686,PM,2578,2351
Midtown,RAIL,33.78111994,-84.38633917,PM,6208,3375
Arts Center,RAIL,33.78918261,-84.38732614,PM,7485,3289
Lindbergh Center,RAIL,33.8224931,-84.36959926,PM,5126,7456
Lenox,RAIL,33.84538918,-84.35809299,PM,2574,946
Brookhaven/Oglethorpe Uni,RAIL,33.85995051,-84.33936845,PM,638,1480
Chamblee,RAIL,33.88746349,-84.30635678,PM,1170,1523
Buckhead,RAIL,33.84806247,-84.36785871,PM,3423,1535
Medical Center,RAIL,33.91076675,-84.35150426,PM,2312,640
Dunwoody,RAIL,33.92129246,-84.34435935,PM,3196,2129
Garnett,RAIL,33.74883024,-84.39563408,PM,2004,696
West End,RAIL,33.73581105,-84.41366372,PM,1813,4169
Oakland City,RAIL,33.71704952,-84.42512465,PM,933,2793
Lakewood/Fort McPherson,RAIL,33.70031817,-84.42886315,PM,556,1913
East Point,RAIL,33.67685698,-84.44074954,PM,1707,4524
College Park,RAIL,33.65153306,-84.44877472,PM,1470,8692
Auburn/Piedmont Streetcar,RAIL,33.7555401,-84.38222988,PM,6,5
Peachtree Center Streetca,RAIL,33.75788041,-84.38759022,PM,7,5
Carnegie/Spring Streetcar,RAIL,33.75925987,-84.38944947,PM,7,3
Woodruff Park Streetcar,RAIL,33.75630023,-84.38845983,PM,4,2
Luckie/Cone Streetcar,RAIL,33.75788993,-84.39008967,PM,5,4
Centennial Olympic Park S,RAIL,33.75923989,-84.3920903,PM,9,9
Sweet Auburn Market Stree,RAIL,33.75440038,-84.3802706,PM,12,0
King Memorial,RAIL,33.75000421,-84.37543042,PM,626,1140
Airport,RAIL,33.64068199,-84.44620592,PM,4518,806
North Avenue,RAIL,33.77256732,-84.38699937,PM,5118,2202
Doraville,RAIL,33.90298663,-84.28025261,PM,956,5706
Five Points (Gold/Red),RAIL,33.75386763,-84.39159681,PM,19074,18623
Five Points (Blue/Green),RAIL,33.75387048,-84.3915608,PM,20222,10695
Hurt Park Streetcar,RAIL,33.75447459,-84.3852735,PM,11,5
Park Place Streetcar,RAIL,33.75506728,-84.38820242,PM,15,3
Dobbs Plaza Streetcar,RAIL,33.75552012,-84.37887016,PM,1,1
East Point Comuter Rail,RAIL,33.67765041,-84.43923973,PM,11,26
Hapeville Commuter Rail,RAIL,33.65902778,-84.40952643,PM,90,13
Mountain View Commuter Ra,RAIL,33.64200531,-84.39023372,PM,56,43
Forest Park Commuter Rail,RAIL,33.62008626,-84.3632386,PM,33,134
Clayton State Commuter Ra,RAIL,33.59478041,-84.33478169,PM,424,114
Southlake Commuter Rail,RAIL,33.5748687,-84.34137575,PM,143,189
Jonesboro Commuter Rail,RAIL,33.52257787,-84.35420243,PM,69,307
King Historical District,RAIL,33.75548968,-84.37435941,EV,0,0
Edgewood/Hilliard Streetc,RAIL,33.75438041,-84.37658011,EV,2,11
Sandy Springs,RAIL,33.93218729,-84.35208977,EV,287,124
North Springs,RAIL,33.94511896,-84.35726606,EV,341,679
Georgia State,RAIL,33.75008031,-84.38582967,EV,740,202
Inman Park/Reynoldstown,RAIL,33.75769205,-84.35251524,EV,211,496
Edgewood/Candler Park,RAIL,33.76193601,-84.33963921,EV,123,243
East Lake,RAIL,33.76519723,-84.31276946,EV,82,363
Decatur,RAIL,33.77468883,-84.29574279,EV,402,410
Avondale,RAIL,33.77514262,-84.28227057,EV,260,564
Kensington,RAIL,33.77265675,-84.25189439,EV,397,1090
Indian Creek,RAIL,33.76982934,-84.22965543,EV,162,935
Dome/GWCC/Philips Arena/C,RAIL,33.75610139,-84.39712121,EV,473,130
Vine City,RAIL,33.75655043,-84.40401403,EV,189,207.99
Ashby,RAIL,33.75644578,-84.41724351,EV,431,562.99
West Lake,RAIL,33.75329302,-84.44534298,EV,79,261
Hamilton E Holmes,RAIL,33.75447364,-84.47012807,EV,310,999
Bankhead,RAIL,33.77218678,-84.42893117,EV,70,232
Peachtree Center,RAIL,33.75967751,-84.38756755,EV,1765,537
Civic Center,RAIL,33.76648821,-84.38749686,EV,656,381.01
Midtown,RAIL,33.78111994,-84.38633917,EV,1094,913
Arts Center,RAIL,33.78918261,-84.38732614,EV,1856,956
Lindbergh Center,RAIL,33.8224931,-84.36959926,EV,3307,4018
Lenox,RAIL,33.84538918,-84.35809299,EV,583,323
Brookhaven/Oglethorpe Uni,RAIL,33.85995051,-84.33936845,EV,187,426
Chamblee,RAIL,33.88746349,-84.30635678,EV,276,427
Buckhead,RAIL,33.84806247,-84.36785871,EV,526,278
Medical Center,RAIL,33.91076675,-84.35150426,EV,463,101
Dunwoody,RAIL,33.92129246,-84.34435935,EV,575,234
Garnett,RAIL,33.74883024,-84.39563408,EV,371,188
West End,RAIL,33.73581105,-84.41366372,EV,453,903
Oakland City,RAIL,33.71704952,-84.42512465,EV,222.01,851
Lakewood/Fort McPherson,RAIL,33.70031817,-84.42886315,EV,116,520
East Point,RAIL,33.67685698,-84.44074954,EV,309,642
College Park,RAIL,33.65153306,-84.44877472,EV,384,1508
Auburn/Piedmont Streetcar,RAIL,33.7555401,-84.38222988,EV,1,4
Peachtree Center Streetca,RAIL,33.75788041,-84.38759022,EV,9,1
Carnegie/Spring Streetcar,RAIL,33.75925987,-84.38944947,EV,5,3
Woodruff Park Streetcar,RAIL,33.75630023,-84.38845983,EV,0,0
Luckie/Cone Streetcar,RAIL,33.75788993,-84.39008967,EV,0,3
Centennial Olympic Park S,RAIL,33.75923989,-84.3920903,EV,7,3
Sweet Auburn Market Stree,RAIL,33.75440038,-84.3802706,EV,4,0
King Memorial,RAIL,33.75000421,-84.37543042,EV,133,275
Airport,RAIL,33.64068199,-84.44620592,EV,848,123
North Avenue,RAIL,33.77256732,-84.38699937,EV,1148.01,681.01
Doraville,RAIL,33.90298663,-84.28025261,EV,182,456
Five Points (Gold/Red),RAIL,33.75386763,-84.39159681,EV,3846,4526
Five Points (Blue/Green),RAIL,33.75387048,-84.3915608,EV,4577,1668
Hurt Park Streetcar,RAIL,33.75447459,-84.3852735,EV,5,1
Park Place Streetcar,RAIL,33.75506728,-84.38820242,EV,13,0
Dobbs Plaza Streetcar,RAIL,33.75552012,-84.37887016,EV,1,0
East Point Comuter Rail,RAIL,33.67765041,-84.43923973,EV,1,2
Hapeville Commuter Rail,RAIL,33.65902778,-84.40952643,EV,2,1
Mountain View Commuter Ra,RAIL,33.64200531,-84.39023372,EV,1,2
Forest Park Commuter Rail,RAIL,33.62008626,-84.3632386,EV,2,7
Clayton State Commuter Ra,RAIL,33.59478041,-84.33478169,EV,10,4
Southlake Commuter Rail,RAIL,33.5748687,-84.34137575,EV,4,3
Jonesboro Commuter Rail,RAIL,33.52257787,-84.35420243,EV,0,1
King Historical District,RAIL,33.75548968,-84.37435941,Airport,0,0
Edgewood/Hilliard Streetc,RAIL,33.75438041,-84.37658011,Airport,0,0
Sandy Springs,RAIL,33.93218729,-84.35208977,Airport,125.78,290
North Springs,RAIL,33.94511896,-84.35726606,Airport,391.56,132.57
Georgia State,RAIL,33.75008031,-84.38582967,Airport,6.58,114.62
Inman Park/Reynoldstown,RAIL,33.75769205,-84.35251524,Airport,20.9,20.5
Edgewood/Candler Park,RAIL,33.76193601,-84.33963921,Airport,21.84,10.96
East Lake,RAIL,33.76519723,-84.31276946,Airport,18.4,8.06
Decatur,RAIL,33.77468883,-84.29574279,Airport,26.09,35.68
Avondale,RAIL,33.77514262,-84.28227057,Airport,21.05,30.34
Kensington,RAIL,33.77265675,-84.25189439,Airport,71.94,21.58
Indian Creek,RAIL,33.76982934,-84.22965543,Airport,41.16,7.97
Dome/GWCC/Philips Arena/C,RAIL,33.75610139,-84.39712121,Airport,1.58,109.46
Vine City,RAIL,33.75655043,-84.40401403,Airport,13.08,12.08
Ashby,RAIL,33.75644578,-84.41724351,Airport,16.74,18.22
West Lake,RAIL,33.75329302,-84.44534298,Airport,8.71,19.25
Hamilton E Holmes,RAIL,33.75447364,-84.47012807,Airport,22.63,29.35
Bankhead,RAIL,33.77218678,-84.42893117,Airport,12.44,49.71
Peachtree Center,RAIL,33.75967751,-84.38756755,Airport,24.46,463.28
Civic Center,RAIL,33.76648821,-84.38749686,Airport,56.5,224.14
Midtown,RAIL,33.78111994,-84.38633917,Airport,256.4,626.46
Arts Center,RAIL,33.78918261,-84.38732614,Airport,147.58,776.56
Lindbergh Center,RAIL,33.8224931,-84.36959926,Airport,293.2,314.22
Lenox,RAIL,33.84538918,-84.35809299,Airport,94.77,427.98
Brookhaven/Oglethorpe Uni,RAIL,33.85995051,-84.33936845,Airport,70.45,35.61
Chamblee,RAIL,33.88746349,-84.30635678,Airport,35.54,34.37
Buckhead,RAIL,33.84806247,-84.36785871,Airport,63.63,613.07
Medical Center,RAIL,33.91076675,-84.35150426,Airport,28.11,590.61
Dunwoody,RAIL,33.92129246,-84.34435935,Airport,48.33,235.79
Garnett,RAIL,33.74883024,-84.39563408,Airport,25.9,79.94
West End,RAIL,33.73581105,-84.41366372,Airport,173.34,9.86
Oakland City,RAIL,33.71704952,-84.42512465,Airport,24.72,3.66
Lakewood/Fort McPherson,RAIL,33.70031817,-84.42886315,Airport,14.14,0.88
East Point,RAIL,33.67685698,-84.44074954,Airport,0.56,0.08
College Park,RAIL,33.65153306,-84.44877472,Airport,100.92,0
Auburn/Piedmont Streetcar,RAIL,33.7555401,-84.38222988,Airport,0,0
Peachtree Center Streetca,RAIL,33.75788041,-84.38759022,Airport,0,0
Carnegie/Spring Streetcar,RAIL,33.75925987,-84.38944947,Airport,0,0
Woodruff Park Streetcar,RAIL,33.75630023,-84.38845983,Airport,0,0
Luckie/Cone Streetcar,RAIL,33.75788993,-84.39008967,Airport,0,0
