STATION,MODE,LAT,LONG,TIMEOFDAY,BOARDINGS,ALIGHTINGS
Five Points (Blue/Green),RAIL,33.75387048,-84.3915608,DAILY,36964.41,37239.5
Hurt Park Streetcar,RAIL,33.75447459,-84.3852735,DAILY,35,23
Park Place Streetcar,RAIL,33.75506728,-84.38820242,DAILY,35,24
Dobbs Plaza Streetcar,RAIL,33.75552012,-84.37887016,DAILY,6,7
King Historical District,RAIL,33.75548968,-84.37435941,EA,0,0
Edgewood/Hilliard Streetc,RAIL,33.75438041,-84.37658011,EA,0,0
Sandy Springs,RAIL,33.93218729,-84.35208977,EA,54,129
North Springs,RAIL,33.94511896,-84.35726606,EA,180,144
Georgia State,RAIL,33.75008031,-84.38582967,EA,21,208
Inman Park/Reynoldstown,RAIL,33.75769205,-84.35251524,EA,129,20
Edgewood/Candler Park,RAIL,33.76193601,-84.33963921,EA,109,29
East Lake,RAIL,33.76519723,-84.31276946,EA,54,9
Decatur,RAIL,33.77468883,-84.29574279,EA,36,76
Avondale,RAIL,33.77514262,-84.28227057,EA,101,59
Kensington,RAIL,33.77265675,-84.25189439,EA,255,43
Indian Creek,RAIL,33.76982934,-84.22965543,EA,192,17
Dome/GWCC/Philips Arena/C,RAIL,33.75610139,-84.39712121,EA,8,86
Vine City,RAIL,33.75655043,-84.40401403,EA,46,27
Ashby,RAIL,33.75644578,-84.41724351,EA,131,34
West Lake,RAIL,33.75329302,-84.44534298,EA,64,7
Hamilton E Holmes,RAIL,33.75447364,-84.47012807,EA,216,50
Bankhead,RAIL,33.77218678,-84.42893117,EA,43,12
Peachtree Center,RAIL,33.75967751,-84.38756755,EA,49,676
Civic Center,RAIL,33.76648821,-84.38749686,EA,90,241
Midtown,RAIL,33.78111994,-84.38633917,EA,203,395
Arts Center,RAIL,33.78918261,-84.38732614,EA,142,519
Lindbergh Center,RAIL,33.8224931,-84.36959926,EA,1683,278
Lenox,RAIL,33.84538918,-84.35809299,EA,32,199
Brookhaven/Oglethorpe Uni,RAIL,33.85995051,-84.33936845,EA,70,34
Chamblee,RAIL,33.88746349,-84.30635678,EA,81,85
Buckhead,RAIL,33.84806247,-84.36785871,EA,36,280
Medical Center,RAIL,33.91076675,-84.35150426,EA,17,266
Dunwoody,RAIL,33.92129246,-84.34435935,EA,131,227
Garnett,RAIL,33.74883024,-84.39563408,EA,99,197
West End,RAIL,33.73581105,-84.41366372,EA,895,47
Oakland City,RAIL,33.71704952,-84.42512465,EA,327,35
Lakewood/Fort McPherson,RAIL,33.70031817,-84.42886315,EA,209,18
East Point,RAIL,33.67685698,-84.44074954,EA,445,108
College Park,RAIL,33.65153306,-84.44877472,EA,880,79
Auburn/Piedmont Streetcar,RAIL,33.7555401,-84.38222988,EA,0,0
Peachtree Center Streetca,RAIL,33.75788041,-84.38759022,EA,0,0
Carnegie/Spring Streetcar,RAIL,33.75925987,-84.38944947,EA,0,0
Woodruff Park Streetcar,RAIL,33.75630023,-84.38845983,EA,0,0
Luckie/Cone Streetcar,RAIL,33.75788993,-84.39008967,EA,0,0
Centennial Olympic Park S,RAIL,33.75923989,-84.3920903,EA,0,0
Sweet Auburn Market Stree,RAIL,33.75440038,-84.3802706,EA,0,0
King Memorial,RAIL,33.75000421,-84.37543042,EA,62,28
Airport,RAIL,33.64068199,-84.44620592,EA,56,895
North Avenue,RAIL,33.77256732,-84.38699937,EA,186,528
Doraville,RAIL,33.90298663,-84.28025261,EA,135,22
Five Points (Gold/Red),RAIL,33.75386763,-84.39159681,EA,840,1438
Five Points (Blue/Green),RAIL,33.75387048,-84.3915608,EA,192,954
Hurt Park Streetcar,RAIL,33.75447459,-84.3852735,EA,0,0
Park Place Streetcar,RAIL,33.75506728,-84.38820242,EA,0,0
Dobbs Plaza Streetcar,RAIL,33.75552012,-84.37887016,EA,0,0
King Historical District,RAIL,33.75548968,-84.37435941,AM,4,2
Edgewood/Hilliard Streetc,RAIL,33.75438041,-84.37658011,AM,7,1
Sandy Springs,RAIL,33.93218729,-84.35208977,AM,661,1429
North Springs,RAIL,33.94511896,-84.35726606,AM,5153,1403
Georgia State,RAIL,33.75008031,-84.38582967,AM,913,4865
Inman Park/Reynoldstown,RAIL,33.75769205,-84.35251524,AM,1202,512
Edgewood/Candler Park,RAIL,33.76193601,-84.33963921,AM,816,310
East Lake,RAIL,33.76519723,-84.31276946,AM,1020,193
Decatur,RAIL,33.77468883,-84.29574279,AM,906,1839
Avondale,RAIL,33.77514262,-84.28227057,AM,1844,1010
Kensington,RAIL,33.77265675,-84.25189439,AM,4464,1037
Indian Creek,RAIL,33.76982934,-84.22965543,AM,5735,325
Dome/GWCC/Philips Arena/C,RAIL,33.75610139,-84.39712121,AM,228,1610
Vine City,RAIL,33.75655043,-84.40401403,AM,414,518
Ashby,RAIL,33.75644578,-84.41724351,AM,873,736
West Lake,RAIL,33.75329302,-84.44534298,AM,663,190
Hamilton E Holmes,RAIL,33.75447364,-84.47012807,AM,4837,994
Bankhead,RAIL,33.77218678,-84.42893117,AM,865,372
Peachtree Center,RAIL,33.75967751,-84.38756755,AM,1265,6281
Civic Center,RAIL,33.76648821,-84.38749686,AM,2413,2254
Midtown,RAIL,33.78111994,-84.38633917,AM,2229,4980
Arts Center,RAIL,33.78918261,-84.38732614,AM,2300,5960
Lindbergh Center,RAIL,33.8224931,-84.36959926,AM,6031,3960
Lenox,RAIL,33.84538918,-84.35809299,AM,717,1815
Brookhaven/Oglethorpe Uni,RAIL,33.85995051,-84.33936845,AM,1358,411
Chamblee,RAIL,33.88746349,-84.30635678,AM,1476,1016
Buckhead,RAIL,33.84806247,-84.36785871,AM,633,3207
Medical Center,RAIL,33.91076675,-84.35150426,AM,455,2164
Dunwoody,RAIL,33.92129246,-84.34435935,AM,1500,2455
Garnett,RAIL,33.74883024,-84.39563408,AM,350,1771
West End,RAIL,33.73581105,-84.41366372,AM,2766,1222
Oakland City,RAIL,33.71704952,-84.42512465,AM,2481,488
Lakewood/Fort McPherson,RAIL,33.70031817,-84.42886315,AM,1607,300
East Point,RAIL,33.67685698,-84.44074954,AM,3241,1217
College Park,RAIL,33.65153306,-84.44877472,AM,8221,1007
Auburn/Piedmont Streetcar,RAIL,33.7555401,-84.38222988,AM,7,6
Peachtree Center Streetca,RAIL,33.75788041,-84.38759022,AM,5,9
Carnegie/Spring Streetcar,RAIL,33.75925987,-84.38944947,AM,2,5
Woodruff Park Streetcar,RAIL,33.75630023,-84.38845983,AM,0,7
Luckie/Cone Streetcar,RAIL,33.75788993,-84.39008967,AM,3,3
Centennial Olympic Park S,RAIL,33.75923989,-84.3920903,AM,0,8
Sweet Auburn Market Stree,RAIL,33.75440038,-84.3802706,AM,2,2
King Memorial,RAIL,33.75000421,-84.37543042,AM,669,433
Airport,RAIL,33.64068199,-84.44620592,AM,553,3705
North Avenue,RAIL,33.77256732,-84.38699937,AM,1568,4145
Doraville,RAIL,33.90298663,-84.28025261,AM,4573,700
Five Points (Gold/Red),RAIL,33.75386763,-84.39159681,AM,15574,15235
Five Points (Blue/Green),RAIL,33.75387048,-84.3915608,AM,7604,18109
Hurt Park Streetcar,RAIL,33.75447459,-84.3852735,AM,3,7
Park Place Streetcar,RAIL,33.75506728,-84.38820242,AM,6,10
Dobbs Plaza Streetcar,RAIL,33.75552012,-84.37887016,AM,1,2
King Historical District,RAIL,33.75548968,-84.37435941,MD,1,1
Edgewood/Hilliard Streetc,RAIL,33.75438041,-84.37658011,MD,2,10
Sandy Springs,RAIL,33.93218729,-84.35208977,MD,619,630
North Springs,RAIL,33.94511896,-84.35726606,MD,1080,1022
Georgia State,RAIL,33.75008031,-84.38582967,MD,1538,1520
Inman Park/Reynoldstown,RAIL,33.75769205,-84.35251524,MD,659,675
Edgewood/Candler Park,RAIL,33.76193601,-84.33963921,MD,389,357
East Lake,RAIL,33.76519723,-84.31276946,MD,320,278
Decatur,RAIL,33.77468883,-84.29574279,MD,828,836
Avondale,RAIL,33.77514262,-84.28227057,MD,833,765
Kensington,RAIL,33.77265675,-84.25189439,MD,1353,1218
Indian Creek,RAIL,33.76982934,-84.22965543,MD,1217,1131
Dome/GWCC/Philips Arena/C,RAIL,33.75610139,-84.39712121,MD,673,694
Vine City,RAIL,33.75655043,-84.40401403,MD,385,360
Ashby,RAIL,33.75644578,-84.41724351,MD,578,543
West Lake,RAIL,33.75329302,-84.44534298,MD,352,285
Hamilton E Holmes,RAIL,33.75447364,-84.47012807,MD,1365,1265
Bankhead,RAIL,33.77218678,-84.42893117,MD,419,394
Peachtree Center,RAIL,33.75967751,-84.38756755,MD,2378,2462
Civic Center,RAIL,33.76648821,-84.38749686,MD,1006,1060
Midtown,RAIL,33.78111994,-84.38633917,MD,2284,2303
Arts Center,RAIL,33.78918261,-84.38732614,MD,2487,2704
Lindbergh Center,RAIL,33.8224931,-84.36959926,MD,2881,2675
Lenox,RAIL,33.84538918,-84.35809299,MD,861,829
Brookhaven/Oglethorpe Uni,RAIL,33.85995051,-84.33936845,MD,509,496
Chamblee,RAIL,33.88746349,-84.30635678,MD,599,618
Buckhead,RAIL,33.84806247,-84.36785871,MD,915,978
Medical Center,RAIL,33.91076675,-84.35150426,MD,541,632
Dunwoody,RAIL,33.92129246,-84.34435935,MD,942,938
Garnett,RAIL,33.74883024,-84.39563408,MD,698,705
West End,RAIL,33.73581105,-84.41366372,MD,1684,1550
Oakland City,RAIL,33.71704952,-84.42512465,MD,1013,940
Lakewood/Fort McPherson,RAIL,33.70031817,-84.42886315,MD,553,492
East Point,RAIL,33.67685698,-84.44074954,MD,1463,1495
College Park,RAIL,33.65153306,-84.44877472,MD,1775,1724
Auburn/Piedmont Streetcar,RAIL,33.7555401,-84.38222988,MD,15,7
Peachtree Center Streetca,RAIL,33.75788041,-84.38759022,MD,17,15
Carnegie/Spring Streetcar,RAIL,33.75925987,-84.38944947,MD,15,18
Woodruff Park Streetcar,RAIL,33.75630023,-84.38845983,MD,6,1
Luckie/Cone Streetcar,RAIL,33.75788993,-84.39008967,MD,5,5
Centennial Olympic Park S,RAIL,33.75923989,-84.3920903,MD,12,23
Sweet Auburn Market Stree,RAIL,33.75440038,-84.3802706,MD,9,6
King Memorial,RAIL,33.75000421,-84.37543042,MD,356,364
Airport,RAIL,33.64068199,-84.44620592,MD,951,946
North Avenue,RAIL,33.77256732,-84.38699937,MD,1769,1850
Doraville,RAIL,33.90298663,-84.28025261,MD,1036,1113
Five Points (Gold/Red),RAIL,33.75386763,-84.39159681,MD,8396,8278
Five Points (Blue/Green),RAIL,33.75387048,-84.3915608,MD,6343,6923
Hurt Park Streetcar,RAIL,33.75447459,-84.3852735,MD,13,13
Park Place Streetcar,RAIL,33.75506728,-84.38820242,MD,13,11
Dobbs Plaza Streetcar,RAIL,33.75552012,-84.37887016,MD,2,1
King Historical District,RAIL,33.75548968,-84.37435941,PM,1,3
Edgewood/Hilliard Streetc,RAIL,33.75438041,-84.37658011,PM,2,12
Sandy Springs,RAIL,33.93218729,-84.35208977,PM,1548,1240
North Springs,RAIL,33.94511896,-84.35726606,PM,1636,5117
Georgia State,RAIL,33.75008031,-84.38582967,PM,4910,977
Inman Park/Reynoldstown,RAIL,33.75769205,-84.35251524,PM,756,1313
Edgewood/Candler Park,RAIL,33.76193601,-84.33963921,PM,434,892
East Lake,RAIL,33.76519723,-84.31276946,PM,281,1037
Decatur,RAIL,33.77468883,-84.29574279,PM,2070,1090
Avondale,RAIL,33.77514262,-84.28227057,PM,1240,1940
Kensington,RAIL,33.77265675,-84.25189439,PM,1342,4797
Indian Creek,RAIL,33.76982934,-84.22965543,PM,627,4958
Dome/GWCC/Philips Arena/C,RAIL,33.75610139,-84.39712121,PM,1723,521
Vine City,RAIL,33.75655043,-84.40401403,PM,724,501
Ashby,RAIL,33.75644578,-84.41724351,PM,705,947
West Lake,RAIL,33.75329302,-84.44534298,PM,315,686
Hamilton E Holmes,RAIL,33.75447364,-84.47012807,PM,1310,4620
Bankhead,RAIL,33.77218678,-84.42893117,PM,565,917
Peachtree Center,RAIL,33.75967751,-84.38756755,PM,6793,1839
Civic Center,RAIL,33.76648821,-84.38749686,PM,2516,2106
Midtown,RAIL,33.78111994,-84.38633917,PM,5194,2946
Arts Center,RAIL,33.78918261,-84.38732614,PM,6692,2967
Lindbergh Center,RAIL,33.8224931,-84.36959926,PM,4668,6882
Lenox,RAIL,33.84538918,-84.35809299,PM,2405,870
Brookhaven/Oglethorpe Uni,RAIL,33.85995051,-84.33936845,PM,581,1385
Chamblee,RAIL,33.88746349,-84.30635678,PM,1239,1558
Buckhead,RAIL,33.84806247,-84.36785871,PM,3049,1217
Medical Center,RAIL,33.91076675,-84.35150426,PM,2347,637
Dunwoody,RAIL,33.92129246,-84.34435935,PM,2603,2205
Garnett,RAIL,33.74883024,-84.39563408,PM,1866,544
West End,RAIL,33.73581105,-84.41366372,PM,1648,4499
Oakland City,RAIL,33.71704952,-84.42512465,PM,846,2510
Lakewood/Fort McPherson,RAIL,33.70031817,-84.42886315,PM,471,1665
East Point,RAIL,33.67685698,-84.44074954,PM,1481,4119
College Park,RAIL,33.65153306,-84.44877472,PM,1432,8169
Auburn/Piedmont Streetcar,RAIL,33.7555401,-84.38222988,PM,8,5
Peachtree Center Streetca,RAIL,33.75788041,-84.38759022,PM,9,7
Carnegie/Spring Streetcar,RAIL,33.75925987,-84.38944947,PM,4,3
Woodruff Park Streetcar,RAIL,33.75630023,-84.38845983,PM,3,1
Luckie/Cone Streetcar,RAIL,33.75788993,-84.39008967,PM,3,2
Centennial Olympic Park S,RAIL,33.75923989,-84.3920903,PM,8,9
Sweet Auburn Market Stree,RAIL,33.75440038,-84.3802706,PM,8,3
King Memorial,RAIL,33.75000421,-84.37543042,PM,527,955
Airport,RAIL,33.64068199,-84.44620592,PM,4246,780
North Avenue,RAIL,33.77256732,-84.38699937,PM,4901,1967
Doraville,RAIL,33.90298663,-84.28025261,PM,822,5059
Five Points (Gold/Red),RAIL,33.75386763,-84.39159681,PM,17528,16231
Five Points (Blue/Green),RAIL,33.75387048,-84.3915608,PM,18174,9552
Hurt Park Streetcar,RAIL,33.75447459,-84.3852735,PM,12,3
Park Place Streetcar,RAIL,33.75506728,-84.38820242,PM,11,3
Dobbs Plaza Streetcar,RAIL,33.75552012,-84.37887016,PM,3,3
King Historical District,RAIL,33.75548968,-84.37435941,EV,0,0
Edgewood/Hilliard Streetc,RAIL,33.75438041,-84.37658011,EV,0,6
Sandy Springs,RAIL,33.93218729,-84.35208977,EV,267,100
North Springs,RAIL,33.94511896,-84.35726606,EV,348,674
Georgia State,RAIL,33.75008031,-84.38582967,EV,616,167
Inman Park/Reynoldstown,RAIL,33.75769205,-84.35251524,EV,189,431
Edgewood/Candler Park,RAIL,33.76193601,-84.33963921,EV,82,155
East Lake,RAIL,33.76519723,-84.31276946,EV,74,327
Decatur,RAIL,33.77468883,-84.29574279,EV,317,353
Avondale,RAIL,33.77514262,-84.28227057,EV,237,531
Kensington,RAIL,33.77265675,-84.25189439,EV,346,920
Indian Creek,RAIL,33.76982934,-84.22965543,EV,135,886
Dome/GWCC/Philips Arena/C,RAIL,33.75610139,-84.39712121,EV,317,89.01
Vine City,RAIL,33.75655043,-84.40401403,EV,175.01,173
Ashby,RAIL,33.75644578,-84.41724351,EV,411,521
West Lake,RAIL,33.75329302,-84.44534298,EV,83,269
Hamilton E Holmes,RAIL,33.75447364,-84.47012807,EV,314,1017
Bankhead,RAIL,33.77218678,-84.42893117,EV,73,205
Peachtree Center,RAIL,33.75967751,-84.38756755,EV,1580,456
Civic Center,RAIL,33.76648821,-84.38749686,EV,607,327.01
Midtown,RAIL,33.78111994,-84.38633917,EV,958,831
Arts Center,RAIL,33.78918261,-84.38732614,EV,1673,802
Lindbergh Center,RAIL,33.8224931,-84.36959926,EV,3094,3739
Lenox,RAIL,33.84538918,-84.35809299,EV,550,317
Brookhaven/Oglethorpe Uni,RAIL,33.85995051,-84.33936845,EV,148,382
Chamblee,RAIL,33.88746349,-84.30635678,EV,222,397
Buckhead,RAIL,33.84806247,-84.36785871,EV,568,252
Medical Center,RAIL,33.91076675,-84.35150426,EV,439,98
Dunwoody,RAIL,33.92129246,-84.34435935,EV,492,228
Garnett,RAIL,33.74883024,-84.39563408,EV,354,147.01
West End,RAIL,33.73581105,-84.41366372,EV,410,940
Oakland City,RAIL,33.71704952,-84.42512465,EV,191,813
Lakewood/Fort McPherson,RAIL,33.70031817,-84.42886315,EV,102,421
East Point,RAIL,33.67685698,-84.44074954,EV,276,663
College Park,RAIL,33.65153306,-84.44877472,EV,317,1279
Auburn/Piedmont Streetcar,RAIL,33.7555401,-84.38222988,EV,1,0
Peachtree Center Streetca,RAIL,33.75788041,-84.38759022,EV,5,1
Carnegie/Spring Streetcar,RAIL,33.75925987,-84.38944947,EV,2,2
Woodruff Park Streetcar,RAIL,33.75630023,-84.38845983,EV,0,0
Luckie/Cone Streetcar,RAIL,33.75788993,-84.39008967,EV,1,0
Centennial Olympic Park S,RAIL,33.75923989,-84.3920903,EV,0,2
Sweet Auburn Market Stree,RAIL,33.75440038,-84.3802706,EV,2,0
King Memorial,RAIL,33.75000421,-84.37543042,EV,111.01,243
Airport,RAIL,33.64068199,-84.44620592,EV,719,97
North Avenue,RAIL,33.77256732,-84.38699937,EV,1082.01,589
Doraville,RAIL,33.90298663,-84.28025261,EV,163,406
Five Points (Gold/Red),RAIL,33.75386763,-84.39159681,EV,3481,4083
Five Points (Blue/Green),RAIL,33.75387048,-84.3915608,EV,4243,1436.01
Hurt Park Streetcar,RAIL,33.75447459,-84.3852735,EV,7,0
Park Place Streetcar,RAIL,33.75506728,-84.38820242,EV,5,0
Dobbs Plaza Streetcar,RAIL,33.75552012,-84.37887016,EV,0,1
King Historical District,RAIL,33.75548968,-84.37435941,Airport,0,0
Edgewood/Hilliard Streetc,RAIL,33.75438041,-84.37658011,Airport,0,0
Sandy Springs,RAIL,33.93218729,-84.35208977,Airport,95.95,258.57
North Springs,RAIL,33.94511896,-84.35726606,Airport,335.38,121.03
Georgia State,RAIL,33.75008031,-84.38582967,Airport,3.68,102.52
Inman Park/Reynoldstown,RAIL,33.75769205,-84.35251524,Airport,18.98,16.22
Edgewood/Candler Park,RAIL,33.76193601,-84.33963921,Airport,19.58,8.7
East Lake,RAIL,33.76519723,-84.31276946,Airport,14.82,6.56
Decatur,RAIL,33.77468883,-84.29574279,Airport,18.91,29.93
Avondale,RAIL,33.77514262,-84.28227057,Airport,16.98,25.39
Kensington,RAIL,33.77265675,-84.25189439,Airport,57.94,17.29
Indian Creek,RAIL,33.76982934,-84.22965543,Airport,33.7,6.12
Dome/GWCC/Philips Arena/C,RAIL,33.75610139,-84.39712121,Airport,0.54,81.16
Vine City,RAIL,33.75655043,-84.40401403,Airport,11.22,8.84
Ashby,RAIL,33.75644578,-84.41724351,Airport,14.92,14.38
West Lake,RAIL,33.75329302,-84.44534298,Airport,6.94,12.41
Hamilton E Holmes,RAIL,33.75447364,-84.47012807,Airport,18.64,25.79
Bankhead,RAIL,33.77218678,-84.42893117,Airport,10.1,41.86
Peachtree Center,RAIL,33.75967751,-84.38756755,Airport,20.14,460.58
Civic Center,RAIL,33.76648821,-84.38749686,Airport,38.38,208.26
Midtown,RAIL,33.78111994,-84.38633917,Airport,219.16,539.34
Arts Center,RAIL,33.78918261,-84.38732614,Airport,110.44,671.88
Lindbergh Center,RAIL,33.8224931,-84.36959926,Airport,249.24,258.18
Lenox,RAIL,33.84538918,-84.35809299,Airport,75.39,391.04
Brookhaven/Oglethorpe Uni,RAIL,33.85995051,-84.33936845,Airport,61.88,30.53
Chamblee,RAIL,33.88746349,-84.30635678,Airport,28.81,32.74
Buckhead,RAIL,33.84806247,-84.36785871,Airport,42.3,545.37
Medical Center,RAIL,33.91076675,-84.35150426,Airport,17.21,524.74
Dunwoody,RAIL,33.92129246,-84.34435935,Airport,41.81,212.53
Garnett,RAIL,33.74883024,-84.39563408,Airport,22.9,68.74
West End,RAIL,33.73581105,-84.41366372,Airport,150.44,7.9
Oakland City,RAIL,33.71704952,-84.42512465,Airport,15.92,2.64
Lakewood/Fort McPherson,RAIL,33.70031817,-84.42886315,Airport,7.44,0.68
East Point,RAIL,33.67685698,-84.44074954,Airport,0.12,0.08
College Park,RAIL,33.65153306,-84.44877472,Airport,86.18,0
Auburn/Piedmont Streetcar,RAIL,33.7555401,-84.38222988,Airport,0,0
Peachtree Center Streetca,RAIL,33.75788041,-84.38759022,Airport,0,0
Carnegie/Spring Streetcar,RAIL,33.75925987,-84.38944947,Airport,0,0
Woodruff Park Streetcar,RAIL,33.75630023,-84.38845983,Airport,0,0
Luckie/Cone Streetcar,RAIL,33.75788993,-84.39008967,Airport,0,0
Centennial Olympic Park S,RAIL,33.75923989,-84.3920903,Airport,0,0
Sweet Auburn Market Stree,RAIL,33.75440038,-84.3802706,Airport,0,0
King Memorial,RAIL,33.75000421,-84.37543042,Airport,18.58,11.28
Airport,RAIL,33.64068199,-84.44620592,Airport,5540.69,2311.73
North Avenue,RAIL,33.77256732,-84.38699937,Airport,70.68,325.24
Doraville,RAIL,33.90298663,-84.28025261,Airport,333.8,17.34
Five Points (Gold/Red),RAIL,33.75386763,-84.39159681,Airport,288.28,863.34
Five Points (Blue/Green),RAIL,33.75387048,-84.3915608,Airport,408.41,265.49
Hurt Park Streetcar,RAIL,33.75447459,-84.3852735,Airport,0,0
Park Place Streetcar,RAIL,33.75506728,-84.38820242,Airport,0,0
Dobbs Plaza Streetcar,RAIL,33.75552012,-84.37887016,Airport,0,0
