ZONE,PER,QUANTITY
20,PER27,134
20,PER28,118
20,PER29,132
20,PER30,149
20,PER31,168
20,PER32,183
20,PER33,201
20,PER34,187
20,PER35,159
20,PER36,121
20,PER37,85
20,PER38,66
20,PER39,47
20,PER40,22
20,PER41,11
20,PER42,7
20,PER43,3
20,PER44,3
20,PER45,4
20,PER46,5
20,PER47,3
20,PER48,1
21,PER01,1
21,PER02,1
21,PER03,1
21,PER04,NULL
21,PER05,4
21,PER06,6
21,PER07,4
21,PER08,13
21,PER09,29
21,PER10,35
21,PER11,40
21,PER12,48
21,PER13,53
21,PER14,49
21,PER15,48
21,PER16,50
21,PER17,53
21,PER18,61
21,PER19,72
21,PER20,75
21,PER21,66
21,PER22,55
21,PER23,56
21,PER24,57
21,PER25,54
21,PER26,43
21,PER27,38
21,PER28,37
21,PER29,29
21,PER30,28
21,PER31,28
21,PER32,27
21,PER33,26
21,PER34,29
21,PER35,21
21,PER36,21
21,PER37,15
21,PER38,11
21,PER39,6
21,PER40,4
21,PER41,4
21,PER42,1
21,PER43,1
21,PER44,NULL
21,PER45,NULL
21,PER46,2
21,PER47,2
21,PER48,NULL
22,PER01,1
22,PER02,1
22,PER03,1
22,PER04,2
22,PER05,4
22,PER06,6
22,PER07,7
22,PER08,16
22,PER09,28
22,PER10,40
22,PER11,47
22,PER12,55
22,PER13,67
22,PER14,65
22,PER15,64
22,PER16,67
22,PER17,80
22,PER18,85
22,PER19,91
22,PER20,90
22,PER21,78
22,PER22,68
22,PER23,61
22,PER24,65
22,PER25,69
22,PER26,65
22,PER27,55
22,PER28,57
22,PER29,64
22,PER30,71
22,PER31,67
22,PER32,63
22,PER33,57
22,PER34,46
22,PER35,41
22,PER36,35
22,PER37,30
22,PER38,15
22,PER39,11
22,PER40,8
22,PER41,5
22,PER42,3
22,PER43,3
22,PER44,2
22,PER45,1
22,PER46,NULL
22,PER47,NULL
22,PER48,NULL
23,PER01,NULL
23,PER02,NULL
23,PER03,NULL
23,PER04,NULL
23,PER05,NULL
23,PER06,1
23,PER07,2
23,PER08,3
23,PER09,5
23,PER10,8
23,PER11,14
23,PER12,13
23,PER13,16
23,PER14,17
23,PER15,18
23,PER16,17
23,PER17,23
23,PER18,24
23,PER19,31
23,PER20,36
23,PER21,28
23,PER22,23
23,PER23,16
23,PER24,14
23,PER25,17
23,PER26,12
23,PER27,12
23,PER28,9
23,PER29,10
23,PER30,9
23,PER31,9
23,PER32,8
23,PER33,9
23,PER34,6
23,PER35,5
23,PER36,3
23,PER37,4
23,PER38,5
23,PER39,5
23,PER40,3
23,PER41,4
23,PER42,2
23,PER43,NULL
23,PER44,NULL
23,PER45,NULL
23,PER46,1
23,PER47,NULL
23,PER48,NULL
24,PER01,NULL
24,PER02,NULL
24,PER03,NULL
24,PER04,NULL
24,PER05,NULL
24,PER06,NULL
24,PER07,1
24,PER08,2
24,PER09,3
24,PER10,3
24,PER11,3
24,PER12,2
24,PER13,4
24,PER14,5
24,PER15,4
24,PER16,3
24,PER17,4
24,PER18,2
24,PER19,3
24,PER20,5
24,PER21,4
24,PER22,5
24,PER23,6
24,PER24,6
24,PER25,6
24,PER26,5
24,PER27,4
24,PER28,6
24,PER29,7
24,PER30,3
24,PER31,3
24,PER32,4
24,PER33,5
24,PER34,7
24,PER35,3
24,PER36,3
24,PER37,NULL
24,PER38,NULL
24,PER39,NULL
24,PER40,NULL
24,PER41,4
24,PER42,4
24,PER43,4
24,PER44,4
24,PER45,4
24,PER46,NULL
24,PER47,NULL
24,PER48,NULL
25,PER01,2
25,PER02,3
25,PER03,4
25,PER04,5
25,PER05,9
25,PER06,23
25,PER07,42
25,PER08,76
25,PER09,112
25,PER10,140
25,PER11,168
25,PER12,186
25,PER13,210
25,PER14,231
25,PER15,271
25,PER16,295
25,PER17,291
25,PER18,309
25,PER19,318
25,PER20,317
25,PER21,317
25,PER22,308
25,PER23,301
25,PER24,290
25,PER25,276
25,PER26,270
25,PER27,267
25,PER28,242
25,PER29,223
25,PER30,212
25,PER31,195
25,PER32,195
25,PER33,194
25,PER34,164
25,PER35,150
25,PER36,103
25,PER37,84
25,PER38,67
25,PER39,49
25,PER40,30
25,PER41,18
25,PER42,12
25,PER43,12
25,PER44,5
25,PER45,3
25,PER46,NULL
25,PER47,1
25,PER48,1
26,PER01,3
26,PER02,5
26,PER03,7
26,PER04,11
26,PER05,18
26,PER06,37
26,PER07,56
26,PER08,121
26,PER09,192
26,PER10,266
26,PER11,328
26,PER12,365
26,PER13,372
26,PER14,374
26,PER15,409
26,PER16,412
26,PER17,408
26,PER18,419
26,PER19,423
26,PER20,440
26,PER21,415
26,PER22,415
26,PER23,420
26,PER24,428
26,PER25,417
26,PER26,380
26,PER27,352
26,PER28,339
26,PER29,309
26,PER30,307
26,PER31,307
26,PER32,305
26,PER33,298
26,PER34,268
26,PER35,238
26,PER36,186
26,PER37,154
26,PER38,104
26,PER39,81
26,PER40,49
26,PER41,36
26,PER42,27
26,PER43,16
26,PER44,10
26,PER45,8
26,PER46,6
26,PER47,4
26,PER48,1
27,PER01,NULL
27,PER02,NULL
27,PER03,1
27,PER04,3
27,PER05,4
27,PER06,9
27,PER07,24
27,PER08,45
27,PER09,72
27,PER10,89
27,PER11,103
27,PER12,113
27,PER13,110
27,PER14,113
27,PER15,119
27,PER16,120
27,PER17,132
27,PER18,150
27,PER19,162
27,PER20,161
27,PER21,146
27,PER22,128
27,PER23,129
27,PER24,132
27,PER25,127
27,PER26,116
27,PER27,110
27,PER28,106
27,PER29,105
27,PER30,97
27,PER31,84
27,PER32,76
27,PER33,71
27,PER34,74
27,PER35,68
27,PER36,65
27,PER37,51
27,PER38,31
27,PER39,23
27,PER40,13
27,PER41,7
27,PER42,5
27,PER43,2
27,PER44,1
27,PER45,1
27,PER46,2
27,PER47,2
27,PER48,1
28,PER01,1
28,PER02,4
28,PER03,5
28,PER04,6
28,PER05,12
28,PER06,16
28,PER07,30
28,PER08,89
28,PER09,248
28,PER10,441
28,PER11,494
28,PER12,463
28,PER13,452
28,PER14,453
28,PER15,455
28,PER16,453
28,PER17,458
28,PER18,454
28,PER19,457
28,PER20,457
28,PER21,445
28,PER22,465
28,PER23,487
28,PER24,505
28,PER25,448
28,PER26,395
28,PER27,350
28,PER28,285
28,PER29,239
28,PER30,196
28,PER31,179
28,PER32,162
28,PER33,131
28,PER34,119
28,PER35,106
28,PER36,78
28,PER37,58
28,PER38,55
28,PER39,38
28,PER40,23
28,PER41,20
28,PER42,13
28,PER43,12
28,PER44,9
28,PER45,9
28,PER46,8
28,PER47,6
28,PER48,2
29,PER01,NULL
29,PER02,NULL
29,PER03,NULL
29,PER04,NULL
29,PER05,5
29,PER06,5
29,PER07,1
29,PER08,3
29,PER09,3
29,PER10,6
29,PER11,6
29,PER12,8
29,PER13,12
29,PER14,11
29,PER15,11
29,PER16,12
29,PER17,16
29,PER18,20
29,PER19,21
29,PER20,17
29,PER21,18
29,PER22,16
29,PER23,15
29,PER24,12
29,PER25,12
29,PER26,10
29,PER27,9
29,PER28,9
29,PER29,8
29,PER30,7
29,PER31,5
29,PER32,8
29,PER33,4
29,PER34,4
29,PER35,NULL
29,PER36,NULL
29,PER37,NULL
29,PER38,NULL
29,PER39,NULL
29,PER40,NULL
29,PER41,NULL
29,PER42,NULL
29,PER43,NULL
29,PER44,NULL
29,PER45,NULL
29,PER46,NULL
29,PER47,NULL
29,PER48,NULL
30,PER01,NULL
30,PER02,NULL
30,PER03,2
30,PER04,6
30,PER05,9
30,PER06,18
30,PER07,29
30,PER08,56
30,PER09,95
30,PER10,143
30,PER11,194
30,PER12,203
30,PER13,203
30,PER14,219
30,PER15,221
30,PER16,218
30,PER17,232
30,PER18,247
30,PER19,250
30,PER20,260
30,PER21,252
30,PER22,249
30,PER23,233
30,PER24,234
30,PER25,229
30,PER26,225
30,PER27,209
30,PER28,168
30,PER29,158
30,PER30,143
30,PER31,141
30,PER32,131
30,PER33,118
30,PER34,106
30,PER35,102
30,PER36,75
30,PER37,63
30,PER38,47
30,PER39,47
30,PER40,32
30,PER41,22
30,PER42,16
30,PER43,10
30,PER44,10
30,PER45,6
30,PER46,3
30,PER47,3
30,PER48,1
31,PER01,1
31,PER02,1
31,PER03,1
31,PER04,2
31,PER05,5
31,PER06,13
31,PER07,16
31,PER08,23
31,PER09,31
31,PER10,45
31,PER11,55
31,PER12,62
31,PER13,64
31,PER14,59
31,PER15,65
31,PER16,67
31,PER17,72
31,PER18,84
31,PER19,98
31,PER20,99
31,PER21,90
31,PER22,87
31,PER23,85
31,PER24,78
31,PER25,66
31,PER26,66
31,PER27,57
31,PER28,53
31,PER29,54
31,PER30,50
31,PER31,53
31,PER32,50
31,PER33,42
31,PER34,45
31,PER35,31
31,PER36,27
31,PER37,17
31,PER38,10
31,PER39,7
31,PER40,4
31,PER41,1
31,PER42,NULL
31,PER43,NULL
31,PER44,1
31,PER45,NULL
31,PER46,NULL
31,PER47,NULL
31,PER48,NULL
32,PER01,1
32,PER02,3
32,PER03,4
32,PER04,12
32,PER05,16
32,PER06,19
32,PER07,31
32,PER08,57
32,PER09,107
32,PER10,151
32,PER11,177
32,PER12,196
32,PER13,200
32,PER14,203
32,PER15,209
32,PER16,216
32,PER17,224
32,PER18,234
32,PER19,246
32,PER20,252
32,PER21,240
32,PER22,238
32,PER23,239
32,PER24,230
32,PER25,224
32,PER26,218
32,PER27,214
32,PER28,189
32,PER29,174
32,PER30,170
32,PER31,164
32,PER32,152
32,PER33,123
32,PER34,106
32,PER35,98
32,PER36,82
32,PER37,63
32,PER38,48
32,PER39,31
32,PER40,17
32,PER41,14
32,PER42,6
32,PER43,8
32,PER44,2
32,PER45,NULL
32,PER46,1
32,PER47,1
32,PER48,NULL
33,PER01,2
33,PER02,4
33,PER03,3
33,PER04,5
33,PER05,4
33,PER06,10
33,PER07,22
33,PER08,32
33,PER09,50
33,PER10,73
33,PER11,78
33,PER12,84
33,PER13,96
33,PER14,106
33,PER15,102
33,PER16,105
33,PER17,99
33,PER18,102
33,PER19,104
33,PER20,102
33,PER21,108
33,PER22,108
33,PER23,103
33,PER24,96
33,PER25,97
33,PER26,96
33,PER27,87
33,PER28,77
33,PER29,89
33,PER30,81
33,PER31,90
33,PER32,85
33,PER33,86
33,PER34,76
33,PER35,59
33,PER36,48
33,PER37,39
33,PER38,26
33,PER39,22
33,PER40,14
33,PER41,10
33,PER42,4
33,PER43,4
33,PER44,2
33,PER45,1
33,PER46,NULL
33,PER47,NULL
33,PER48,NULL
34,PER01,NULL
34,PER02,NULL
34,PER03,1
34,PER04,3
34,PER05,8
34,PER06,7
34,PER07,15
34,PER08,25
34,PER09,53
34,PER10,83
34,PER11,99
34,PER12,98
34,PER13,98
34,PER14,99
34,PER15,100
34,PER16,109
34,PER17,123
34,PER18,143
34,PER19,154
34,PER20,157
34,PER21,148
34,PER22,130
34,PER23,139
34,PER24,132
34,PER25,111
34,PER26,95
34,PER27,94
34,PER28,83
34,PER29,73
34,PER30,67
34,PER31,76
34,PER32,70
34,PER33,58
34,PER34,57
34,PER35,53
34,PER36,32
34,PER37,20
34,PER38,12
34,PER39,9
34,PER40,10
34,PER41,6
34,PER42,3
34,PER43,1
34,PER44,1
34,PER45,1
34,PER46,1
34,PER47,1
34,PER48,1
35,PER01,1
35,PER02,1
35,PER03,2
35,PER04,3
35,PER05,7
35,PER06,10
35,PER07,23
35,PER08,34
35,PER09,57
35,PER10,89
35,PER11,111
35,PER12,127
35,PER13,130
35,PER14,117
35,PER15,122
35,PER16,118
35,PER17,121
35,PER18,126
35,PER19,128
35,PER20,120
35,PER21,133
35,PER22,131
35,PER23,121
35,PER24,116
35,PER25,107
35,PER26,105
35,PER27,103
35,PER28,90
35,PER29,85
35,PER30,81
35,PER31,77
35,PER32,71
35,PER33,71
35,PER34,67
35,PER35,57
35,PER36,39
35,PER37,35
35,PER38,21
35,PER39,12
35,PER40,10
35,PER41,12
35,PER42,9
35,PER43,4
35,PER44,5
35,PER45,3
35,PER46,3
35,PER47,3
35,PER48,2
36,PER01,NULL
36,PER02,2
36,PER03,4
36,PER04,4
36,PER05,7
36,PER06,9
36,PER07,12
36,PER08,25
36,PER09,45
36,PER10,68
36,PER11,72
36,PER12,73
36,PER13,75
36,PER14,81
36,PER15,82
36,PER16,85
36,PER17,83
36,PER18,89
36,PER19,100
36,PER20,104
36,PER21,92
36,PER22,89
36,PER23,89
36,PER24,83
36,PER25,75
36,PER26,58
36,PER27,63
36,PER28,56
36,PER29,51
36,PER30,52
36,PER31,58
36,PER32,54
36,PER33,43
36,PER34,34
36,PER35,30
36,PER36,30
