ZONE,PER,QUANTITY
1578,PER17,265
1578,PER18,306
1578,PER19,351
1578,PER20,348
1578,PER21,312
1578,PER22,277
1578,PER23,250
1578,PER24,249
1578,PER25,234
1578,PER26,217
1578,PER27,200
1578,PER28,196
1578,PER29,185
1578,PER30,158
1578,PER31,138
1578,PER32,120
1578,PER33,104
1578,PER34,97
1578,PER35,78
1578,PER36,57
1578,PER37,48
1578,PER38,38
1578,PER39,26
1578,PER40,19
1578,PER41,18
1578,PER42,16
1578,PER43,14
1578,PER44,5
1578,PER45,3
1578,PER46,2
1578,PER47,1
1578,PER48,1
1579,PER01,4
1579,PER02,10
1579,PER03,21
1579,PER04,49
1579,PER05,88
1579,PER06,167
1579,PER07,314
1579,PER08,563
1579,PER09,837
1579,PER10,1070
1579,PER11,1283
1579,PER12,1417
1579,PER13,1516
1579,PER14,1563
1579,PER15,1638
1579,PER16,1699
1579,PER17,1726
1579,PER18,1850
1579,PER19,1872
1579,PER20,1862
1579,PER21,1871
1579,PER22,1789
1579,PER23,1749
1579,PER24,1714
1579,PER25,1651
1579,PER26,1612
1579,PER27,1490
1579,PER28,1367
1579,PER29,1214
1579,PER30,1055
1579,PER31,862
1579,PER32,698
1579,PER33,592
1579,PER34,493
1579,PER35,367
1579,PER36,290
1579,PER37,229
1579,PER38,170
1579,PER39,137
1579,PER40,132
1579,PER41,100
1579,PER42,79
1579,PER43,53
1579,PER44,41
1579,PER45,26
1579,PER46,19
1579,PER47,13
1579,PER48,7
1580,PER01,18
1580,PER02,35
1580,PER03,72
1580,PER04,134
1580,PER05,243
1580,PER06,470
1580,PER07,799
1580,PER08,1366
1580,PER09,2169
1580,PER10,2919
1580,PER11,3465
1580,PER12,3833
1580,PER13,4089
1580,PER14,4264
1580,PER15,4466
1580,PER16,4573
1580,PER17,4681
1580,PER18,4775
1580,PER19,4702
1580,PER20,4703
1580,PER21,4759
1580,PER22,4724
1580,PER23,4706
1580,PER24,4652
1580,PER25,4477
1580,PER26,4289
1580,PER27,4044
1580,PER28,3744
1580,PER29,3358
1580,PER30,2935
1580,PER31,2362
1580,PER32,2001
1580,PER33,1677
1580,PER34,1421
1580,PER35,1127
1580,PER36,861
1580,PER37,616
1580,PER38,485
1580,PER39,386
1580,PER40,304
1580,PER41,232
1580,PER42,172
1580,PER43,115
1580,PER44,86
1580,PER45,75
1580,PER46,60
1580,PER47,45
1580,PER48,24
1581,PER01,7
1581,PER02,16
1581,PER03,26
1581,PER04,50
1581,PER05,88
1581,PER06,151
1581,PER07,269
1581,PER08,431
1581,PER09,642
1581,PER10,823
1581,PER11,973
1581,PER12,1054
1581,PER13,1153
1581,PER14,1203
1581,PER15,1253
1581,PER16,1283
1581,PER17,1364
1581,PER18,1508
1581,PER19,1639
1581,PER20,1685
1581,PER21,1624
1581,PER22,1487
1581,PER23,1464
1581,PER24,1392
1581,PER25,1318
1581,PER26,1246
1581,PER27,1181
1581,PER28,1108
1581,PER29,987
1581,PER30,895
1581,PER31,758
1581,PER32,665
1581,PER33,568
1581,PER34,470
1581,PER35,387
1581,PER36,305
1581,PER37,232
1581,PER38,194
1581,PER39,149
1581,PER40,109
1581,PER41,79
1581,PER42,52
1581,PER43,39
1581,PER44,26
1581,PER45,17
1581,PER46,6
1581,PER47,4
1581,PER48,1
1582,PER01,19
1582,PER02,47
1582,PER03,89
1582,PER04,182
1582,PER05,413
1582,PER06,825
1582,PER07,1450
1582,PER08,2366
1582,PER09,3407
1582,PER10,4306
1582,PER11,5047
1582,PER12,5601
1582,PER13,5953
1582,PER14,6159
1582,PER15,6314
1582,PER16,6452
1582,PER17,6648
1582,PER18,6728
1582,PER19,6586
1582,PER20,6549
1582,PER21,6641
1582,PER22,6699
1582,PER23,6700
1582,PER24,6633
1582,PER25,6485
1582,PER26,6278
1582,PER27,5976
1582,PER28,5485
1582,PER29,4873
1582,PER30,4081
1582,PER31,3213
1582,PER32,2516
1582,PER33,1948
1582,PER34,1448
1582,PER35,1149
1582,PER36,867
1582,PER37,668
1582,PER38,523
1582,PER39,401
1582,PER40,293
1582,PER41,226
1582,PER42,158
1582,PER43,98
1582,PER44,76
1582,PER45,61
1582,PER46,35
1582,PER47,30
1582,PER48,20
1583,PER01,231
1583,PER02,422
1583,PER03,620
1583,PER04,945
1583,PER05,1529
1583,PER06,2705
1583,PER07,5129
1583,PER08,10015
1583,PER09,18809
1583,PER10,27340
1583,PER11,31779
1583,PER12,33188
1583,PER13,33828
1583,PER14,34297
1583,PER15,34858
1583,PER16,35260
1583,PER17,35559
1583,PER18,35714
1583,PER19,35340
1583,PER20,35242
1583,PER21,35591
1583,PER22,35801
1583,PER23,36241
1583,PER24,36172
1583,PER25,33621
1583,PER26,31471
1583,PER27,27942
1583,PER28,23942
1583,PER29,20611
1583,PER30,17701
1583,PER31,14657
1583,PER32,11758
1583,PER33,9806
1583,PER34,8050
1583,PER35,6439
1583,PER36,5062
1583,PER37,3980
1583,PER38,3112
1583,PER39,2350
1583,PER40,1791
1583,PER41,1363
1583,PER42,1041
1583,PER43,793
1583,PER44,597
1583,PER45,455
1583,PER46,374
1583,PER47,297
1583,PER48,163
1584,PER01,NULL
1584,PER02,2
1584,PER03,3
1584,PER04,7
1584,PER05,8
1584,PER06,12
1584,PER07,23
1584,PER08,36
1584,PER09,67
1584,PER10,120
1584,PER11,142
1584,PER12,150
1584,PER13,145
1584,PER14,147
1584,PER15,154
1584,PER16,162
1584,PER17,182
1584,PER18,203
1584,PER19,229
1584,PER20,236
1584,PER21,208
1584,PER22,191
1584,PER23,166
1584,PER24,158
1584,PER25,145
1584,PER26,137
1584,PER27,129
1584,PER28,107
1584,PER29,112
1584,PER30,129
1584,PER31,137
1584,PER32,126
1584,PER33,115
1584,PER34,115
1584,PER35,94
1584,PER36,70
1584,PER37,59
1584,PER38,59
1584,PER39,38
1584,PER40,21
1584,PER41,14
1584,PER42,7
1584,PER43,4
1584,PER44,3
1584,PER45,2
1584,PER46,4
1584,PER47,3
1584,PER48,1
1585,PER01,NULL
1585,PER02,2
1585,PER03,3
1585,PER04,2
1585,PER05,8
1585,PER06,6
1585,PER07,11
1585,PER08,22
1585,PER09,35
1585,PER10,64
1585,PER11,73
1585,PER12,85
1585,PER13,97
1585,PER14,80
1585,PER15,79
1585,PER16,89
1585,PER17,95
1585,PER18,109
1585,PER19,124
1585,PER20,127
1585,PER21,124
1585,PER22,113
1585,PER23,102
1585,PER24,101
1585,PER25,91
1585,PER26,88
1585,PER27,91
1585,PER28,87
1585,PER29,89
1585,PER30,89
1585,PER31,101
1585,PER32,111
1585,PER33,107
1585,PER34,98
1585,PER35,82
1585,PER36,65
1585,PER37,51
1585,PER38,44
1585,PER39,35
1585,PER40,21
1585,PER41,14
1585,PER42,10
1585,PER43,5
1585,PER44,5
1585,PER45,2
1585,PER46,2
1585,PER47,2
1585,PER48,2
1586,PER01,1
1586,PER02,1
1586,PER03,NULL
1586,PER04,2
1586,PER05,4
1586,PER06,11
1586,PER07,19
1586,PER08,34
1586,PER09,60
1586,PER10,99
1586,PER11,119
1586,PER12,121
1586,PER13,129
1586,PER14,142
1586,PER15,151
1586,PER16,149
1586,PER17,166
1586,PER18,191
1586,PER19,228
1586,PER20,239
1586,PER21,213
1586,PER22,179
1586,PER23,163
1586,PER24,150
1586,PER25,152
1586,PER26,147
1586,PER27,151
1586,PER28,143
1586,PER29,133
1586,PER30,114
1586,PER31,94
1586,PER32,79
1586,PER33,68
1586,PER34,71
1586,PER35,59
1586,PER36,49
1586,PER37,30
1586,PER38,23
1586,PER39,18
1586,PER40,12
1586,PER41,8
1586,PER42,6
1586,PER43,3
1586,PER44,3
1586,PER45,1
1586,PER46,1
1586,PER47,3
1586,PER48,3
1587,PER01,2
1587,PER02,5
1587,PER03,9
1587,PER04,15
1587,PER05,29
1587,PER06,61
1587,PER07,102
1587,PER08,156
1587,PER09,256
1587,PER10,365
1587,PER11,440
1587,PER12,493
1587,PER13,536
1587,PER14,551
1587,PER15,574
1587,PER16,577
1587,PER17,602
1587,PER18,618
1587,PER19,634
1587,PER20,667
1587,PER21,641
1587,PER22,617
1587,PER23,607
1587,PER24,602
1587,PER25,557
1587,PER26,532
1587,PER27,521
1587,PER28,469
1587,PER29,429
1587,PER30,393
1587,PER31,323
1587,PER32,249
1587,PER33,226
1587,PER34,182
1587,PER35,155
1587,PER36,133
1587,PER37,89
1587,PER38,70
1587,PER39,51
1587,PER40,47
1587,PER41,32
1587,PER42,29
1587,PER43,16
1587,PER44,14
1587,PER45,13
1587,PER46,9
1587,PER47,6
1587,PER48,6
1588,PER01,NULL
1588,PER02,2
1588,PER03,4
1588,PER04,5
1588,PER05,6
1588,PER06,7
1588,PER07,13
1588,PER08,20
1588,PER09,31
1588,PER10,45
1588,PER11,60
1588,PER12,59
1588,PER13,69
1588,PER14,72
1588,PER15,73
1588,PER16,77
1588,PER17,81
1588,PER18,104
1588,PER19,123
1588,PER20,128
1588,PER21,133
1588,PER22,112
1588,PER23,111
1588,PER24,95
1588,PER25,89
1588,PER26,84
1588,PER27,83
1588,PER28,79
1588,PER29,75
1588,PER30,74
1588,PER31,65
1588,PER32,50
1588,PER33,40
1588,PER34,36
1588,PER35,37
1588,PER36,30
1588,PER37,24
1588,PER38,18
1588,PER39,12
1588,PER40,11
1588,PER41,9
1588,PER42,11
1588,PER43,5
1588,PER44,2
1588,PER45,1
1588,PER46,1
1588,PER47,1
1588,PER48,NULL
1589,PER01,NULL
1589,PER02,1
1589,PER03,2
1589,PER04,3
1589,PER05,2
1589,PER06,9
1589,PER07,14
1589,PER08,23
1589,PER09,30
1589,PER10,55
1589,PER11,55
1589,PER12,53
1589,PER13,57
1589,PER14,60
1589,PER15,62
1589,PER16,60
1589,PER17,67
1589,PER18,82
1589,PER19,100
1589,PER20,89
1589,PER21,79
1589,PER22,78
1589,PER23,69
1589,PER24,76
1589,PER25,68
1589,PER26,76
1589,PER27,80
1589,PER28,71
1589,PER29,61
1589,PER30,67
1589,PER31,68
1589,PER32,62
1589,PER33,50
1589,PER34,32
1589,PER35,28
1589,PER36,22
1589,PER37,16
1589,PER38,10
1589,PER39,16
1589,PER40,10
1589,PER41,4
1589,PER42,3
1589,PER43,2
1589,PER44,1
1589,PER45,1
1589,PER46,2
1589,PER47,2
1589,PER48,3
1590,PER01,1
1590,PER02,2
1590,PER03,5
1590,PER04,5
1590,PER05,13
1590,PER06,18
1590,PER07,32
1590,PER08,66
1590,PER09,109
1590,PER10,146
1590,PER11,173
1590,PER12,181
1590,PER13,197
1590,PER14,205
1590,PER15,213
1590,PER16,227
1590,PER17,236
1590,PER18,269
1590,PER19,290
1590,PER20,291
1590,PER21,298
1590,PER22,280
1590,PER23,279
1590,PER24,261
1590,PER25,258
1590,PER26,250
1590,PER27,244
1590,PER28,221
1590,PER29,204
1590,PER30,173
1590,PER31,155
1590,PER32,136
1590,PER33,120
1590,PER34,96
1590,PER35,73
1590,PER36,59
1590,PER37,51
1590,PER38,36
1590,PER39,30
1590,PER40,21
1590,PER41,21
1590,PER42,19
1590,PER43,8
1590,PER44,6
1590,PER45,3
1590,PER46,1
1590,PER47,1
1590,PER48,1
1591,PER01,NULL
1591,PER02,NULL
1591,PER03,1
1591,PER04,4
1591,PER05,11
1591,PER06,22
1591,PER07,26
1591,PER08,35
1591,PER09,53
1591,PER10,86
1591,PER11,100
1591,PER12,103
1591,PER13,122
1591,PER14,140
1591,PER15,147
1591,PER16,159
1591,PER17,186
1591,PER18,231
1591,PER19,292
1591,PER20,287
1591,PER21,237
1591,PER22,204
1591,PER23,190
1591,PER24,188
1591,PER25,170
1591,PER26,161
1591,PER27,146
1591,PER28,137
1591,PER29,120
1591,PER30,108
1591,PER31,91
1591,PER32,74
1591,PER33,72
1591,PER34,63
1591,PER35,57
1591,PER36,53
1591,PER37,42
1591,PER38,31
1591,PER39,27
1591,PER40,23
1591,PER41,18
1591,PER42,7
1591,PER43,7
1591,PER44,7
1591,PER45,6
1591,PER46,5
1591,PER47,3
1591,PER48,1
1592,PER01,NULL
1592,PER02,NULL
1592,PER03,NULL
1592,PER04,NULL
1592,PER05,1
1592,PER06,1
1592,PER07,5
1592,PER08,5
1592,PER09,19
1592,PER10,29
1592,PER11,44
1592,PER12,43
1592,PER13,51
1592,PER14,55
1592,PER15,51
1592,PER16,56
1592,PER17,66
1592,PER18,98
1592,PER19,128
1592,PER20,141
1592,PER21,115
1592,PER22,99
1592,PER23,75
1592,PER24,66
1592,PER25,59
1592,PER26,54
1592,PER27,55
1592,PER28,50
1592,PER29,46
1592,PER30,43
1592,PER31,42
1592,PER32,39
1592,PER33,39
1592,PER34,44
1592,PER35,43
1592,PER36,32
1592,PER37,23
1592,PER38,15
1592,PER39,7
1592,PER40,2
1592,PER41,3
1592,PER42,2
1592,PER43,5
1592,PER44,5
1592,PER45,2
1592,PER46,1
1592,PER47,1
1592,PER48,NULL
1593,PER01,1
1593,PER02,2
1593,PER03,5
1593,PER04,14
1593,PER05,17
1593,PER06,27
1593,PER07,35
1593,PER08,40
1593,PER09,69
1593,PER10,90
1593,PER11,108
1593,PER12,120
1593,PER13,133
1593,PER14,137
1593,PER15,146
1593,PER16,163
1593,PER17,186
1593,PER18,221
1593,PER19,270
1593,PER20,281
1593,PER21,247
1593,PER22,220
1593,PER23,195
1593,PER24,170
1593,PER25,163
1593,PER26,154
1593,PER27,147
1593,PER28,129
1593,PER29,122
1593,PER30,139
1593,PER31,129
1593,PER32,117
1593,PER33,110
1593,PER34,98
1593,PER35,80
1593,PER36,68
1593,PER37,59
1593,PER38,46
1593,PER39,30
1593,PER40,17
1593,PER41,14
1593,PER42,8
1593,PER43,5
1593,PER44,5
1593,PER45,5
1593,PER46,2
1593,PER47,1
1593,PER48,1
1594,PER01,NULL
1594,PER02,NULL
1594,PER03,NULL
1594,PER04,NULL
1594,PER05,NULL
1594,PER06,5
1594,PER07,4
1594,PER08,7
1594,PER09,11
1594,PER10,16
1594,PER11,19
1594,PER12,21
1594,PER13,22
1594,PER14,23
1594,PER15,22
1594,PER16,25
1594,PER17,26
1594,PER18,25
1594,PER19,27
1594,PER20,24
1594,PER21,21
1594,PER22,23
1594,PER23,27
1594,PER24,26
1594,PER25,27
1594,PER26,27
1594,PER27,25
1594,PER28,25
1594,PER29,22
1594,PER30,20
1594,PER31,13
1594,PER32,8
1594,PER33,5
1594,PER34,3
1594,PER35,3
1594,PER36,3
1594,PER37,1
1594,PER38,2
1594,PER39,2
1594,PER40,2
1594,PER41,NULL
1594,PER42,NULL
1594,PER43,NULL
1594,PER44,NULL
1594,PER45,NULL
1594,PER46,NULL
1594,PER47,NULL
1594,PER48,NULL
1595,PER01,3
1595,PER02,4
1595,PER03,6
1595,PER04,16
1595,PER05,25
1595,PER06,33
1595,PER07,46
1595,PER08,78
1595,PER09,143
1595,PER10,201
1595,PER11,228
1595,PER12,235
1595,PER13,253
1595,PER14,260
1595,PER15,272
1595,PER16,277
1595,PER17,300
1595,PER18,357
1595,PER19,418
1595,PER20,424
1595,PER21,401
1595,PER22,347
1595,PER23,321
1595,PER24,302
1595,PER25,299
1595,PER26,309
1595,PER27,295
1595,PER28,258
1595,PER29,243
1595,PER30,229
1595,PER31,216
1595,PER32,193
1595,PER33,180
1595,PER34,169
1595,PER35,157
1595,PER36,127
1595,PER37,94
1595,PER38,74
1595,PER39,49
1595,PER40,35
1595,PER41,26
1595,PER42,19
1595,PER43,12
1595,PER44,10
1595,PER45,7
1595,PER46,4
1595,PER47,5
1595,PER48,3
1596,PER01,NULL
1596,PER02,4
1596,PER03,7
1596,PER04,15
1596,PER05,28
1596,PER06,50
1596,PER07,89
1596,PER08,167
1596,PER09,289
1596,PER10,423
1596,PER11,499
1596,PER12,521
1596,PER13,566
1596,PER14,596
1596,PER15,583
1596,PER16,577
1596,PER17,588
1596,PER18,605
1596,PER19,629
1596,PER20,636
1596,PER21,620
1596,PER22,585
1596,PER23,580
1596,PER24,576
1596,PER25,550
1596,PER26,569
1596,PER27,544
1596,PER28,495
1596,PER29,504
1596,PER30,510
1596,PER31,501
1596,PER32,496
1596,PER33,483
1596,PER34,437
1596,PER35,372
1596,PER36,269
1596,PER37,194
1596,PER38,154
1596,PER39,93
1596,PER40,66
1596,PER41,54
1596,PER42,53
1596,PER43,39
1596,PER44,30
1596,PER45,14
1596,PER46,9
1596,PER47,6
1596,PER48,5
1597,PER01,NULL
1597,PER02,NULL
1597,PER03,NULL
1597,PER04,NULL
1597,PER05,NULL
1597,PER06,1
1597,PER07,1
1597,PER08,1
1597,PER09,9
1597,PER10,7
1597,PER11,9
1597,PER12,12
1597,PER13,15
1597,PER14,12
1597,PER15,14
1597,PER16,10
1597,PER17,10
1597,PER18,11
1597,PER19,10
1597,PER20,9
1597,PER21,7
1597,PER22,8
1597,PER23,9
1597,PER24,11
1597,PER25,10
1597,PER26,11
1597,PER27,11
1597,PER28,10
1597,PER29,8
1597,PER30,6
1597,PER31,11
1597,PER32,11
1597,PER33,11
1597,PER34,7
1597,PER35,6
1597,PER36,6
1597,PER37,4
1597,PER38,2
1597,PER39,2
1597,PER40,2
1597,PER41,1
1597,PER42,1
1597,PER43,1
1597,PER44,NULL
1597,PER45,NULL
1597,PER46,NULL
1597,PER47,NULL
1597,PER48,NULL
1598,PER01,NULL
1598,PER02,1
1598,PER03,1
1598,PER04,2
1598,PER05,2
1598,PER06,2
1598,PER07,2
1598,PER08,8
1598,PER09,13
1598,PER10,27
1598,PER11,33
1598,PER12,30
1598,PER13,28
1598,PER14,28
1598,PER15,26
1598,PER16,29
1598,PER17,38
1598,PER18,56
1598,PER19,60
1598,PER20,56
1598,PER21,44
1598,PER22,39
1598,PER23,32
1598,PER24,31
1598,PER25,34
1598,PER26,38
1598,PER27,35
1598,PER28,27
1598,PER29,34
1598,PER30,34
1598,PER31,27
1598,PER32,21
1598,PER33,19
1598,PER34,14
1598,PER35,14
1598,PER36,12
1598,PER37,13
1598,PER38,9
1598,PER39,9
1598,PER40,9
1598,PER41,6
1598,PER42,4
1598,PER43,2
1598,PER44,2
1598,PER45,1
1598,PER46,1
1598,PER47,1
1598,PER48,NULL
1599,PER01,NULL
1599,PER02,NULL
1599,PER03,NULL
1599,PER04,NULL
1599,PER05,1
1599,PER06,5
1599,PER07,10
1599,PER08,13
1599,PER09,11
1599,PER10,17
1599,PER11,22
1599,PER12,21
1599,PER13,21
1599,PER14,22
1599,PER15,24
1599,PER16,28
1599,PER17,33
1599,PER18,43
1599,PER19,56
1599,PER20,61
1599,PER21,47
1599,PER22,39
1599,PER23,31
1599,PER24,29
1599,PER25,28
1599,PER26,26
1599,PER27,32
1599,PER28,27
1599,PER29,24
1599,PER30,25
1599,PER31,22
1599,PER32,18
1599,PER33,18
1599,PER34,16
1599,PER35,16
1599,PER36,12
1599,PER37,10
1599,PER38,9
1599,PER39,8
1599,PER40,6
1599,PER41,5
1599,PER42,4
1599,PER43,1
1599,PER44,1
1599,PER45,1
1599,PER46,1
1599,PER47,1
1599,PER48,1
1600,PER01,5
1600,PER02,6
1600,PER03,7
1600,PER04,9
1600,PER05,8
1600,PER06,14
1600,PER07,19
1600,PER08,36
1600,PER09,58
1600,PER10,101
1600,PER11,123
1600,PER12,130
1600,PER13,138
1600,PER14,145
1600,PER15,147
1600,PER16,154
1600,PER17,175
1600,PER18,212
1600,PER19,232
1600,PER20,228
1600,PER21,206
1600,PER22,193
1600,PER23,172
1600,PER24,176
1600,PER25,168
1600,PER26,162
1600,PER27,147
1600,PER28,135
1600,PER29,136
1600,PER30,107
1600,PER31,93
1600,PER32,81
1600,PER33,68
1600,PER34,59
1600,PER35,54
1600,PER36,42
1600,PER37,33
1600,PER38,25
1600,PER39,23
1600,PER40,17
1600,PER41,13
1600,PER42,11
1600,PER43,7
1600,PER44,5
1600,PER45,4
1600,PER46,3
1600,PER47,1
1600,PER48,NULL
1601,PER01,NULL
1601,PER02,NULL
1601,PER03,1
1601,PER04,1
1601,PER05,1
1601,PER06,2
1601,PER07,2
1601,PER08,1
1601,PER09,3
1601,PER10,8
1601,PER11,10
1601,PER12,13
1601,PER13,13
1601,PER14,12
1601,PER15,13
1601,PER16,15
1601,PER17,19
1601,PER18,36
1601,PER19,44
1601,PER20,45
1601,PER21,33
1601,PER22,24
1601,PER23,19
1601,PER24,14
1601,PER25,17
1601,PER26,17
1601,PER27,16
1601,PER28,14
1601,PER29,12
1601,PER30,11
1601,PER31,14
1601,PER32,11
1601,PER33,8
1601,PER34,10
1601,PER35,7
1601,PER36,5
1601,PER37,6
1601,PER38,3
1601,PER39,2
1601,PER40,2
1601,PER41,2
1601,PER42,1
1601,PER43,1
1601,PER44,1
1601,PER45,1
1601,PER46,NULL
1601,PER47,NULL
1601,PER48,NULL
1602,PER01,NULL
1602,PER02,NULL
1602,PER03,NULL
1602,PER04,NULL
1602,PER05,1
1602,PER06,3
1602,PER07,2
1602,PER08,3
1602,PER09,6
1602,PER10,11
1602,PER11,12
1602,PER12,5
1602,PER13,6
1602,PER14,7
1602,PER15,6
1602,PER16,4
1602,PER17,6
1602,PER18,6
1602,PER19,10
1602,PER20,8
1602,PER21,7
1602,PER22,7
1602,PER23,7
1602,PER24,6
1602,PER25,6
1602,PER26,8
1602,PER27,9
1602,PER28,8
1602,PER29,6
1602,PER30,9
1602,PER31,8
1602,PER32,10
1602,PER33,8
1602,PER34,4
1602,PER35,4
1602,PER36,3
1602,PER37,4
1602,PER38,3
1602,PER39,4
1602,PER40,3
1602,PER41,2
1602,PER42,2
1602,PER43,1
1602,PER44,1
1602,PER45,1
1602,PER46,1
1602,PER47,2
1602,PER48,2
1603,PER01,1
1603,PER02,4
1603,PER03,8
1603,PER04,18
1603,PER05,31
1603,PER06,45
1603,PER07,87
1603,PER08,199
1603,PER09,331
1603,PER10,464
1603,PER11,562
1603,PER12,585
1603,PER13,626
1603,PER14,654
1603,PER15,663
1603,PER16,663
1603,PER17,671
1603,PER18,717
1603,PER19,744
1603,PER20,764
1603,PER21,744
1603,PER22,714
1603,PER23,718
1603,PER24,715
1603,PER25,663
1603,PER26,650
1603,PER27,601
1603,PER28,562
1603,PER29,541
1603,PER30,496
1603,PER31,462
1603,PER32,417
1603,PER33,389
1603,PER34,349
1603,PER35,325
1603,PER36,248
1603,PER37,201
1603,PER38,149
1603,PER39,117
1603,PER40,80
1603,PER41,53
1603,PER42,47
1603,PER43,30
1603,PER44,16
1603,PER45,8
1603,PER46,8
1603,PER47,3
1603,PER48,4
1604,PER01,9
1604,PER02,13
1604,PER03,15
1604,PER04,19
1604,PER05,41
1604,PER06,71
1604,PER07,163
1604,PER08,399
1604,PER09,897
1604,PER10,1424
1604,PER11,1686
1604,PER12,1751
1604,PER13,1790
1604,PER14,1813
1604,PER15,1834
1604,PER16,1847
1604,PER17,1853
1604,PER18,1877
1604,PER19,1870
1604,PER20,1876
1604,PER21,1879
1604,PER22,1877
1604,PER23,1862
1604,PER24,1839
1604,PER25,1686
1604,PER26,1529
1604,PER27,1323
1604,PER28,1076
1604,PER29,891
1604,PER30,750
1604,PER31,616
1604,PER32,473
1604,PER33,364
1604,PER34,248
1604,PER35,162
1604,PER36,124
1604,PER37,107
1604,PER38,90
1604,PER39,73
1604,PER40,64
1604,PER41,46
1604,PER42,30
1604,PER43,19
1604,PER44,15
1604,PER45,13
1604,PER46,8
1604,PER47,6
1604,PER48,5
1605,PER01,3
1605,PER02,5
1605,PER03,11
1605,PER04,24
1605,PER05,43
1605,PER06,77
1605,PER07,144
1605,PER08,260
1605,PER09,476
1605,PER10,626
1605,PER11,784
1605,PER12,870
1605,PER13,951
1605,PER14,1024
1605,PER15,1063
1605,PER16,1116
1605,PER17,1190
1605,PER18,1280
1605,PER19,1307
1605,PER20,1331
1605,PER21,1311
1605,PER22,1265
1605,PER23,1246
1605,PER24,1222
1605,PER25,1186
1605,PER26,1127
1605,PER27,1041
1605,PER28,962
1605,PER29,900
1605,PER30,757
1605,PER31,667
1605,PER32,546
1605,PER33,462
1605,PER34,401
1605,PER35,324
1605,PER36,265
1605,PER37,219
1605,PER38,167
1605,PER39,124
1605,PER40,83
1605,PER41,64
1605,PER42,41
1605,PER43,25
1605,PER44,15
1605,PER45,9
1605,PER46,5
1605,PER47,3
1605,PER48,1
1606,PER01,5
1606,PER02,12
1606,PER03,19
1606,PER04,36
1606,PER05,84
1606,PER06,127
1606,PER07,238
1606,PER08,385
1606,PER09,588
1606,PER10,746
1606,PER11,891
1606,PER12,1011
1606,PER13,1078
1606,PER14,1125
1606,PER15,1165
1606,PER16,1200
1606,PER17,1220
1606,PER18,1295
1606,PER19,1305
1606,PER20,1347
1606,PER21,1342
1606,PER22,1270
1606,PER23,1246
1606,PER24,1231
1606,PER25,1213
1606,PER26,1197
1606,PER27,1144
1606,PER28,1022
1606,PER29,941
1606,PER30,840
1606,PER31,711
1606,PER32,589
1606,PER33,483
1606,PER34,429
1606,PER35,364
1606,PER36,283
1606,PER37,242
1606,PER38,168
1606,PER39,123
1606,PER40,90
1606,PER41,57
1606,PER42,37
1606,PER43,22
1606,PER44,11
1606,PER45,6
1606,PER46,4
1606,PER47,1
1606,PER48,2
1607,PER01,1
1607,PER02,6
1607,PER03,6
1607,PER04,18
1607,PER05,31
1607,PER06,60
1607,PER07,86
1607,PER08,143
1607,PER09,210
1607,PER10,279
1607,PER11,340
1607,PER12,374
1607,PER13,415
1607,PER14,436
1607,PER15,447
1607,PER16,476
1607,PER17,500
1607,PER18,578
1607,PER19,631
1607,PER20,672
1607,PER21,629
1607,PER22,575
1607,PER23,538
1607,PER24,500
1607,PER25,484
1607,PER26,470
1607,PER27,463
1607,PER28,434
1607,PER29,414
1607,PER30,369
1607,PER31,352
1607,PER32,326
1607,PER33,303
1607,PER34,278
1607,PER35,233
1607,PER36,210
1607,PER37,160
1607,PER38,120
1607,PER39,80
1607,PER40,66
1607,PER41,49
1607,PER42,28
1607,PER43,20
1607,PER44,15
1607,PER45,11
1607,PER46,7
1607,PER47,5
1607,PER48,3
1608,PER01,2
1608,PER02,13
1608,PER03,14
1608,PER04,22
1608,PER05,45
1608,PER06,96
1608,PER07,199
1608,PER08,353
1608,PER09,643
1608,PER10,905
1608,PER11,1108
1608,PER12,1183
1608,PER13,1239
1608,PER14,1317
1608,PER15,1375
1608,PER16,1403
1608,PER17,1411
1608,PER18,1486
1608,PER19,1563
1608,PER20,1609
1608,PER21,1552
1608,PER22,1514
1608,PER23,1475
1608,PER24,1441
1608,PER25,1363
1608,PER26,1315
1608,PER27,1242
1608,PER28,1108
1608,PER29,1006
1608,PER30,918
1608,PER31,838
1608,PER32,755
1608,PER33,637
1608,PER34,567
1608,PER35,478
1608,PER36,396
1608,PER37,288
1608,PER38,226
1608,PER39,143
1608,PER40,107
1608,PER41,73
1608,PER42,59
1608,PER43,41
1608,PER44,34
1608,PER45,22
1608,PER46,19
1608,PER47,15
1608,PER48,9
1609,PER01,NULL
1609,PER02,NULL
1609,PER03,NULL
1609,PER04,NULL
1609,PER05,NULL
1609,PER06,NULL
1609,PER07,3
1609,PER08,5
1609,PER09,10
1609,PER10,22
1609,PER11,26
1609,PER12,20
1609,PER13,19
1609,PER14,21
1609,PER15,20
1609,PER16,24
1609,PER17,28
1609,PER18,33
1609,PER19,48
1609,PER20,50
1609,PER21,38
1609,PER22,30
1609,PER23,34
1609,PER24,33
1609,PER25,21
1609,PER26,23
1609,PER27,20
1609,PER28,25
1609,PER29,29
1609,PER30,22
1609,PER31,22
1609,PER32,23
1609,PER33,26
1609,PER34,24
1609,PER35,22
1609,PER36,20
1609,PER37,14
1609,PER38,8
1609,PER39,8
1609,PER40,7
1609,PER41,6
1609,PER42,4
1609,PER43,2
1609,PER44,2
1609,PER45,NULL
