STATION,MODE,LAT,LONG,TIMEOFDAY,BOARDINGS,ALIGHTINGS
Northridge,RAIL,33.98330796,-84.34179722,AM,1304,573
Holcomb Bridge,RAIL,34.01974839,-84.32522536,AM,7304,931
Lindbergh Center LRT,RAIL,33.82172155,-84.36953123,AM,6070,933
Cheshire Bridge LRT,RAIL,33.81092947,-84.35481596,AM,343,144
Sage Hill/Briarcliff LRT,RAIL,33.80590159,-84.33776128,AM,336,180
CDC/Emory Point LRT,RAIL,33.7994448,-84.32499062,AM,100,1092
Emory/Rollins LRT,RAIL,33.79673155,-84.32219508,AM,129,4743
Emory/Clairmont LRT,RAIL,33.79500866,-84.31113028,AM,111,665
North Decatur LRT,RAIL,33.78937478,-84.30764252,AM,826,158
Candler Road BRT,RAIL,33.71138329,-84.2745855,AM,869,266
Gresham Road BRT,RAIL,33.71673748,-84.30979253,AM,471,87
Glenwood Road BRT,RAIL,33.73910176,-84.33023093,AM,194,38
Moreland Avenue BRT,RAIL,33.74684097,-84.35031188,AM,130,88
Bill Kennedy Streetcar,RAIL,33.7454149,-84.35825037,AM,75,30
Glenwood Memorial BRT,RAIL,33.74559947,-84.35885989,AM,41,78
Five Points BRT,RAIL,33.75341764,-84.39167017,AM,312,1457
Finley Streetcar,RAIL,33.77323041,-84.42207036,AM,26,15
Kennesaw State University,RAIL,34.03622478,-84.58053999,AM,131,382
Town Center BRT,RAIL,34.02802321,-84.57041015,AM,539,34
Barrett Lakes Boulevard B,RAIL,34.00301513,-84.56915776,AM,172,97
WellStar Kennestone BRT,RAIL,33.97724027,-84.55092805,AM,135,124
Allgood Road BRT,RAIL,33.9669562,-84.53656621,AM,154,102
North Marietta Parkway BR,RAIL,33.9595119,-84.52858371,AM,237,106
Roswell Road BRT,RAIL,33.95029715,-84.52134011,AM,350,107
South Marietta Parkway BR,RAIL,33.93616393,-84.51378041,AM,85,811
Dobbins BRT,RAIL,33.91749944,-84.50219012,AM,66,236
Windy Hill Road BRT,RAIL,33.90179459,-84.48752152,AM,384,308
Cumberland North BRT,RAIL,33.88882867,-84.47546174,AM,339,364
Cumberland South BRT,RAIL,33.88066706,-84.46476239,AM,461,730
Arts Center BRT,RAIL,33.78884203,-84.38735148,AM,1841,1673
White Circle BRT,RAIL,33.98720373,-84.57315901,AM,281,192
Battlefield BRT,RAIL,33.98097431,-84.55918396,AM,132,41
East Point Comuter Rail,RAIL,33.67765041,-84.43923973,AM,17,15
Hapeville Commuter Rail,RAIL,33.65902778,-84.40952643,AM,19,100
Mountain View Commuter Ra,RAIL,33.64200531,-84.39023372,AM,39,64
Forest Park Commuter Rail,RAIL,33.62008626,-84.3632386,AM,142,30
Clayton State Commuter Ra,RAIL,33.59478041,-84.33478169,AM,77,381
Southlake Commuter Rail,RAIL,33.5748687,-84.34137575,AM,168,110
Jonesboro Commuter Rail,RAIL,33.52257787,-84.35420243,AM,167,159
Lovejoy Commuter Rail,RAIL,33.43579498,-84.31349235,AM,237,7
Glenwood Streetcar,RAIL,33.73976009,-84.35827037,MD,110,140
Howell/Bradley Streetcar,RAIL,33.75286015,-84.37429006,MD,63,79
King Historical District,RAIL,33.75548968,-84.37435941,MD,46,24
Oakland Streetcar,RAIL,33.74682005,-84.37666013,MD,21,31
Edgewood/Hilliard Streetc,RAIL,33.75438041,-84.37658011,MD,0,17
Sandy Springs,RAIL,33.93218729,-84.35208977,MD,706,699
North Springs,RAIL,33.94511896,-84.35726606,MD,454,451
Georgia State,RAIL,33.75008031,-84.38582967,MD,1798,1739
Inman Park/Reynoldstown,RAIL,33.75769205,-84.35251524,MD,501,615
Edgewood/Candler Park,RAIL,33.76193601,-84.33963921,MD,505,494
East Lake,RAIL,33.76519723,-84.31276946,MD,419,408
Decatur,RAIL,33.77468883,-84.29574279,MD,1163,1211
Avondale,RAIL,33.77514262,-84.28227057,MD,1066,1006
Kensington,RAIL,33.77265675,-84.25189439,MD,1628,1608
Indian Creek,RAIL,33.76527334,-84.23006089,MD,730,724
Dome/GWCC/Philips Arena/C,RAIL,33.75610139,-84.39712121,MD,1083,1163
Vine City,RAIL,33.75655043,-84.40401403,MD,505,578
Ashby,RAIL,33.75644578,-84.41724351,MD,641,644
West Lake,RAIL,33.75329302,-84.44534298,MD,483,434
Hamilton E Holmes,RAIL,33.75447364,-84.47012807,MD,1643,1511
Bankhead,RAIL,33.77218678,-84.42893117,MD,751,586
Peachtree Center,RAIL,33.75967751,-84.38756755,MD,2907,3058
Civic Center,RAIL,33.76648821,-84.38749686,MD,1268,1284
Midtown,RAIL,33.78111994,-84.38633917,MD,2740,2860
Arts Center,RAIL,33.78918261,-84.38732614,MD,3666,3722
Lindbergh Center,RAIL,33.8224931,-84.36959926,MD,4377,4475
Lenox,RAIL,33.84538918,-84.35809299,MD,1075,914
Brookhaven/Oglethorpe Uni,RAIL,33.85995051,-84.33936845,MD,752,692
Chamblee,RAIL,33.88746349,-84.30635678,MD,819,767
Buckhead,RAIL,33.84806247,-84.36785871,MD,1240,1419
Medical Center,RAIL,33.91076675,-84.35150426,MD,917,1028
Dunwoody,RAIL,33.92129246,-84.34435935,MD,1186,1226
Garnett,RAIL,33.74883024,-84.39563408,MD,948,932
West End,RAIL,33.73581105,-84.41366372,MD,1693,1566
Oakland City,RAIL,33.71704952,-84.42512465,MD,1258,1170
Lakewood/Fort McPherson,RAIL,33.70031817,-84.42886315,MD,784,751
East Point,RAIL,33.67685698,-84.44074954,MD,1667,1575
College Park,RAIL,33.65153306,-84.44877472,MD,2200,2126
Brawley Streetcar,RAIL,33.77304965,-84.41240066,MD,71,72
Auburn/Piedmont Streetcar,RAIL,33.7555401,-84.38222988,MD,64,51
Piedmont Streetcar,RAIL,33.77128015,-84.38188044,MD,58,39
Five Points Streetcar,RAIL,33.75316363,-84.39125537,MD,223,288
Peachtree Center Streetca,RAIL,33.75788041,-84.38759022,MD,47,126
Baker Streetcar,RAIL,33.76226042,-84.38755021,MD,35,42
Pine Streetcar,RAIL,33.76733966,-84.38536019,MD,46,35
Civic Center Streetcar,RAIL,33.76733015,-84.38745952,MD,9,1
King Memorial Streetcar,RAIL,33.75018021,-84.37664013,MD,437,248
Carnegie/Spring Streetcar,RAIL,33.75925987,-84.38944947,MD,47,22
Woodruff Park Streetcar,RAIL,33.75630023,-84.38845983,MD,288,253
Luckie/Cone Streetcar,RAIL,33.75788993,-84.39008967,MD,16,20
Centennial Olympic Park S,RAIL,33.75923989,-84.3920903,MD,25,21
Luckie/Ivan Allen Streetc,RAIL,33.76463023,-84.39613957,MD,113,99
Howell/Bradley Streetcar,RAIL,33.75427005,-84.36980065,MD,52,43
Sweet Auburn Market Stree,RAIL,33.75440038,-84.3802706,MD,25,31
North Angier Streetcar,RAIL,33.77112032,-84.36498048,MD,100,45
Hutting Streetcar,RAIL,33.77120023,-84.3747502,MD,27,39
Peachtree Streetcar,RAIL,33.77128966,-84.3849694,MD,135,129
Cherry Streetcar,RAIL,33.77130964,-84.39450039,MD,264,224
Carroll/Boulevard Streetc,RAIL,33.74670018,-84.36810012,MD,56,51
Northside Streetcar,RAIL,33.77052953,-84.40483963,MD,30,26
King Memorial,RAIL,33.75000421,-84.37543042,MD,740,934
Baker/Georgia Aquarium St,RAIL,33.76252014,-84.39563008,MD,40,32
Airport,RAIL,33.64068199,-84.44620592,MD,1201,1134
North Avenue,RAIL,33.77256732,-84.38699937,MD,1844,1899
Doraville,RAIL,33.90298663,-84.28025261,MD,1310,1298
Five Points (Gold/Red),RAIL,33.75386763,-84.39159681,MD,10451,10652
Five Points (Blue/Green),RAIL,33.75387048,-84.3915608,MD,8459,8636
Kennesaw Streetcar,RAIL,33.77116598,-84.36978331,MD,36,30
Hurt Park Streetcar,RAIL,33.75447459,-84.3852735,MD,46,50
Park Place Streetcar,RAIL,33.75506728,-84.38820242,MD,35,54
Gaspero/Old Water Tower P,RAIL,33.75655043,-84.3668504,MD,27,37
Merrits/Pine Streetcar,RAIL,33.76963527,-84.39608889,MD,141,87
Dobbs Plaza Streetcar,RAIL,33.75552012,-84.37887016,MD,3,5
Bankhead Streetcar,RAIL,33.7719147,-84.42913123,MD,213,249
Montgomery Ferry Streetca,RAIL,33.80048272,-84.37386726,MD,56,74
Ansley Mall/Piedmont  Str,RAIL,33.79543391,-84.37093968,MD,46,60
Piedmont Park/Amsterdam W,RAIL,33.78901327,-84.37045953,MD,69,80
Monroe/Virginia Streetcar,RAIL,33.78064426,-84.3673839,MD,50,50
Ponce City Market Streetc,RAIL,33.77274237,-84.36445231,MD,51,125
Angier Springs Streetcar,RAIL,33.76911583,-84.36254371,MD,53,61
Freedom Parkway Streetcar,RAIL,33.76389103,-84.35972816,MD,46,47
Highland Streetcar,RAIL,33.76130812,-84.36178081,MD,66,74
Boone Streetcar,RAIL,33.76365985,-84.42455914,MD,63,72
Lena Streetcar,RAIL,33.75751605,-84.42481255,MD,30,32
Martin Luther King Jr Str,RAIL,33.75336532,-84.42596224,MD,13,11
Napoleon Streetcar,RAIL,33.74835362,-84.42886315,MD,22,23
Sells Streetcar,RAIL,33.74519324,-84.43230423,MD,41,38
Lucille Streetcar,RAIL,33.74245526,-84.4339154,MD,14,22
Abernathy Streetcar,RAIL,33.73829787,-84.43219886,MD,65,69
Lawton Streetcar,RAIL,33.73170123,-84.42280792,MD,2,5
Murphy Streetcar,RAIL,33.72736689,-84.41588042,MD,18,13
Allene Streetcar,RAIL,33.72465745,-84.4129635,MD,3,2
University Streetcar,RAIL,33.72225054,-84.41163642,MD,17,16
Irwin Streetcar,RAIL,33.75755981,-84.36492046,MD,27,22
Covington Highway,RAIL,33.75491221,-84.23257367,MD,275,268
Wesley Chapel,RAIL,33.71266286,-84.21862531,MD,1180,1011
Wesley Chapel BRT,RAIL,33.71295302,-84.21788908,MD,69,84
Northridge,RAIL,33.98330796,-84.34179722,MD,442,372
Holcomb Bridge,RAIL,34.01974839,-84.32522536,MD,1200,1035
Lindbergh Center LRT,RAIL,33.82172155,-84.36953123,MD,1282,1246
Cheshire Bridge LRT,RAIL,33.81092947,-84.35481596,MD,111,85
Sage Hill/Briarcliff LRT,RAIL,33.80590159,-84.33776128,MD,82,84
CDC/Emory Point LRT,RAIL,33.7994448,-84.32499062,MD,175,180
Emory/Rollins LRT,RAIL,33.79673155,-84.32219508,MD,842,942
Emory/Clairmont LRT,RAIL,33.79500866,-84.31113028,MD,139,154
North Decatur LRT,RAIL,33.78937478,-84.30764252,MD,155,95
Candler Road BRT,RAIL,33.71138329,-84.2745855,MD,353,379
Gresham Road BRT,RAIL,33.71673748,-84.30979253,MD,140,147
Glenwood Road BRT,RAIL,33.73910176,-84.33023093,MD,82,15
Moreland Avenue BRT,RAIL,33.74684097,-84.35031188,MD,83,65
Bill Kennedy Streetcar,RAIL,33.7454149,-84.35825037,MD,42,93
Glenwood Memorial BRT,RAIL,33.74559947,-84.35885989,MD,77,41
Five Points BRT,RAIL,33.75341764,-84.39167017,MD,457,530
Finley Streetcar,RAIL,33.77323041,-84.42207036,MD,14,26
Kennesaw State University,RAIL,34.03622478,-84.58053999,MD,137,265
Town Center BRT,RAIL,34.02802321,-84.57041015,MD,267,156
Barrett Lakes Boulevard B,RAIL,34.00301513,-84.56915776,MD,84,77
WellStar Kennestone BRT,RAIL,33.97724027,-84.55092805,MD,79,59
Allgood Road BRT,RAIL,33.9669562,-84.53656621,MD,71,62
North Marietta Parkway BR,RAIL,33.9595119,-84.52858371,MD,96,98
Roswell Road BRT,RAIL,33.95029715,-84.52134011,MD,153,125
South Marietta Parkway BR,RAIL,33.93616393,-84.51378041,MD,284,436
Dobbins BRT,RAIL,33.91749944,-84.50219012,MD,77,82
Windy Hill Road BRT,RAIL,33.90179459,-84.48752152,MD,139,157
Cumberland North BRT,RAIL,33.88882867,-84.47546174,MD,139,127
Cumberland South BRT,RAIL,33.88066706,-84.46476239,MD,261,300
Arts Center BRT,RAIL,33.78884203,-84.38735148,MD,718,567
White Circle BRT,RAIL,33.98720373,-84.57315901,MD,132,116
Battlefield BRT,RAIL,33.98097431,-84.55918396,MD,61,71
East Point Comuter Rail,RAIL,33.67765041,-84.43923973,MD,5,4
Hapeville Commuter Rail,RAIL,33.65902778,-84.40952643,MD,27,16
Mountain View Commuter Ra,RAIL,33.64200531,-84.39023372,MD,26,29
Forest Park Commuter Rail,RAIL,33.62008626,-84.3632386,MD,36,34
Clayton State Commuter Ra,RAIL,33.59478041,-84.33478169,MD,133,142
Southlake Commuter Rail,RAIL,33.5748687,-84.34137575,MD,71,87
Jonesboro Commuter Rail,RAIL,33.52257787,-84.35420243,MD,83,82
Lovejoy Commuter Rail,RAIL,33.43579498,-84.31349235,MD,56,43
Glenwood Streetcar,RAIL,33.73976009,-84.35827037,PM,171,264
Howell/Bradley Streetcar,RAIL,33.75286015,-84.37429006,PM,108,139
King Historical District,RAIL,33.75548968,-84.37435941,PM,39,27
Oakland Streetcar,RAIL,33.74682005,-84.37666013,PM,21,40
Edgewood/Hilliard Streetc,RAIL,33.75438041,-84.37658011,PM,2,44
Sandy Springs,RAIL,33.93218729,-84.35208977,PM,1906,1381
North Springs,RAIL,33.94511896,-84.35726606,PM,1227,1696
Georgia State,RAIL,33.75008031,-84.38582967,PM,5679,1226
Inman Park/Reynoldstown,RAIL,33.75769205,-84.35251524,PM,699,1350
Edgewood/Candler Park,RAIL,33.76193601,-84.33963921,PM,645,1065
East Lake,RAIL,33.76519723,-84.31276946,PM,400,1325
Decatur,RAIL,33.77468883,-84.29574279,PM,2447,1391
Avondale,RAIL,33.77514262,-84.28227057,PM,1911,2595
Kensington,RAIL,33.77265675,-84.25189439,PM,1979,5549
Indian Creek,RAIL,33.76527334,-84.23006089,PM,576,2551
Dome/GWCC/Philips Arena/C,RAIL,33.75610139,-84.39712121,PM,2872,973
Vine City,RAIL,33.75655043,-84.40401403,PM,1019,764
Ashby,RAIL,33.75644578,-84.41724351,PM,912,1126
West Lake,RAIL,33.75329302,-84.44534298,PM,474,944
Hamilton E Holmes,RAIL,33.75447364,-84.47012807,PM,1618,5461
Bankhead,RAIL,33.77218678,-84.42893117,PM,958,1361
Peachtree Center,RAIL,33.75967751,-84.38756755,PM,7966,2285
Civic Center,RAIL,33.76648821,-84.38749686,PM,2875,2875
Midtown,RAIL,33.78111994,-84.38633917,PM,6662,3478
Arts Center,RAIL,33.78918261,-84.38732614,PM,9453,5705
Lindbergh Center,RAIL,33.8224931,-84.36959926,PM,10634,9181
Lenox,RAIL,33.84538918,-84.35809299,PM,2842,1261
Brookhaven/Oglethorpe Uni,RAIL,33.85995051,-84.33936845,PM,1138,1988
Chamblee,RAIL,33.88746349,-84.30635678,PM,1544,1878
Buckhead,RAIL,33.84806247,-84.36785871,PM,4597,1830
Medical Center,RAIL,33.91076675,-84.35150426,PM,3405,1035
Dunwoody,RAIL,33.92129246,-84.34435935,PM,3672,2485
Garnett,RAIL,33.74883024,-84.39563408,PM,2320,816
West End,RAIL,33.73581105,-84.41366372,PM,1986,3347
Oakland City,RAIL,33.71704952,-84.42512465,PM,1133,3097
Lakewood/Fort McPherson,RAIL,33.70031817,-84.42886315,PM,719,2393
East Point,RAIL,33.67685698,-84.44074954,PM,1889,4675
College Park,RAIL,33.65153306,-84.44877472,PM,1787,9555
Brawley Streetcar,RAIL,33.77304965,-84.41240066,PM,150,127
Auburn/Piedmont Streetcar,RAIL,33.7555401,-84.38222988,PM,102,46
Piedmont Streetcar,RAIL,33.77128015,-84.38188044,PM,63,76
Five Points Streetcar,RAIL,33.75316363,-84.39125537,PM,764,689
Peachtree Center Streetca,RAIL,33.75788041,-84.38759022,PM,94,120
Baker Streetcar,RAIL,33.76226042,-84.38755021,PM,346.02,152.01
Pine Streetcar,RAIL,33.76733966,-84.38536019,PM,47,55
Civic Center Streetcar,RAIL,33.76733015,-84.38745952,PM,26,5
King Memorial Streetcar,RAIL,33.75018021,-84.37664013,PM,710,720
Carnegie/Spring Streetcar,RAIL,33.75925987,-84.38944947,PM,63,22
Woodruff Park Streetcar,RAIL,33.75630023,-84.38845983,PM,573,441
Luckie/Cone Streetcar,RAIL,33.75788993,-84.39008967,PM,20,16
Centennial Olympic Park S,RAIL,33.75923989,-84.3920903,PM,27,31
Luckie/Ivan Allen Streetc,RAIL,33.76463023,-84.39613957,PM,198,215
Howell/Bradley Streetcar,RAIL,33.75427005,-84.36980065,PM,57,36
Sweet Auburn Market Stree,RAIL,33.75440038,-84.3802706,PM,43,44
North Angier Streetcar,RAIL,33.77112032,-84.36498048,PM,114,84
Hutting Streetcar,RAIL,33.77120023,-84.3747502,PM,54,66
Peachtree Streetcar,RAIL,33.77128966,-84.3849694,PM,254,232
Cherry Streetcar,RAIL,33.77130964,-84.39450039,PM,646,150
Carroll/Boulevard Streetc,RAIL,33.74670018,-84.36810012,PM,96,133
Northside Streetcar,RAIL,33.77052953,-84.40483963,PM,138,36
King Memorial,RAIL,33.75000421,-84.37543042,PM,1304,1570
Baker/Georgia Aquarium St,RAIL,33.76252014,-84.39563008,PM,53,30
Airport,RAIL,33.64068199,-84.44620592,PM,4947,903
North Avenue,RAIL,33.77256732,-84.38699937,PM,5055,2213
Doraville,RAIL,33.90298663,-84.28025261,PM,1289,6482
Five Points (Gold/Red),RAIL,33.75386763,-84.39159681,PM,21673,23674
Five Points (Blue/Green),RAIL,33.75387048,-84.3915608,PM,24675,12418
Kennesaw Streetcar,RAIL,33.77116598,-84.36978331,PM,45,60
Hurt Park Streetcar,RAIL,33.75447459,-84.3852735,PM,98,49
Park Place Streetcar,RAIL,33.75506728,-84.38820242,PM,62,55
Gaspero/Old Water Tower P,RAIL,33.75655043,-84.3668504,PM,57,53
Merrits/Pine Streetcar,RAIL,33.76963527,-84.39608889,PM,356,99
Dobbs Plaza Streetcar,RAIL,33.75552012,-84.37887016,PM,4,8
Bankhead Streetcar,RAIL,33.7719147,-84.42913123,PM,339,463
Montgomery Ferry Streetca,RAIL,33.80048272,-84.37386726,PM,81,79
Ansley Mall/Piedmont  Str,RAIL,33.79543391,-84.37093968,PM,41,87
Piedmont Park/Amsterdam W,RAIL,33.78901327,-84.37045953,PM,151,63
Monroe/Virginia Streetcar,RAIL,33.78064426,-84.3673839,PM,49,56
Ponce City Market Streetc,RAIL,33.77274237,-84.36445231,PM,110,115
Angier Springs Streetcar,RAIL,33.76911583,-84.36254371,PM,49,146
Freedom Parkway Streetcar,RAIL,33.76389103,-84.35972816,PM,77,75
Highland Streetcar,RAIL,33.76130812,-84.36178081,PM,94,143
Boone Streetcar,RAIL,33.76365985,-84.42455914,PM,61,112
Lena Streetcar,RAIL,33.75751605,-84.42481255,PM,37,62
Martin Luther King Jr Str,RAIL,33.75336532,-84.42596224,PM,6,8
Napoleon Streetcar,RAIL,33.74835362,-84.42886315,PM,33,69
Sells Streetcar,RAIL,33.74519324,-84.43230423,PM,34,55
Lucille Streetcar,RAIL,33.74245526,-84.4339154,PM,16,46
Abernathy Streetcar,RAIL,33.73829787,-84.43219886,PM,84,113
Lawton Streetcar,RAIL,33.73170123,-84.42280792,PM,4,7
Murphy Streetcar,RAIL,33.72736689,-84.41588042,PM,10,24
Allene Streetcar,RAIL,33.72465745,-84.4129635,PM,2,6
University Streetcar,RAIL,33.72225054,-84.41163642,PM,17,28
Irwin Streetcar,RAIL,33.75755981,-84.36492046,PM,35,65
Covington Highway,RAIL,33.75491221,-84.23257367,PM,143,1013
Wesley Chapel,RAIL,33.71266286,-84.21862531,PM,391,6020
Wesley Chapel BRT,RAIL,33.71295302,-84.21788908,PM,143,103
Northridge,RAIL,33.98330796,-84.34179722,PM,607,1532
Holcomb Bridge,RAIL,34.01974839,-84.32522536,PM,1199,6760
Lindbergh Center LRT,RAIL,33.82172155,-84.36953123,PM,1560,5903
Cheshire Bridge LRT,RAIL,33.81092947,-84.35481596,PM,210,285
Sage Hill/Briarcliff LRT,RAIL,33.80590159,-84.33776128,PM,222,326
CDC/Emory Point LRT,RAIL,33.7994448,-84.32499062,PM,1017,149
Emory/Rollins LRT,RAIL,33.79673155,-84.32219508,PM,4450,317
Emory/Clairmont LRT,RAIL,33.79500866,-84.31113028,PM,622,130
North Decatur LRT,RAIL,33.78937478,-84.30764252,PM,197,1168
Candler Road BRT,RAIL,33.71138329,-84.2745855,PM,304,960
Gresham Road BRT,RAIL,33.71673748,-84.30979253,PM,124,425
Glenwood Road BRT,RAIL,33.73910176,-84.33023093,PM,112,14
Moreland Avenue BRT,RAIL,33.74684097,-84.35031188,PM,157,71
Bill Kennedy Streetcar,RAIL,33.7454149,-84.35825037,PM,30,151
Glenwood Memorial BRT,RAIL,33.74559947,-84.35885989,PM,149,42
Five Points BRT,RAIL,33.75341764,-84.39167017,PM,1195,569
Finley Streetcar,RAIL,33.77323041,-84.42207036,PM,21,56
Kennesaw State University,RAIL,34.03622478,-84.58053999,PM,477,79
Town Center BRT,RAIL,34.02802321,-84.57041015,PM,39,668
Barrett Lakes Boulevard B,RAIL,34.00301513,-84.56915776,PM,131,198
WellStar Kennestone BRT,RAIL,33.97724027,-84.55092805,PM,131,198
Allgood Road BRT,RAIL,33.9669562,-84.53656621,PM,102,150
North Marietta Parkway BR,RAIL,33.9595119,-84.52858371,PM,130,248
Roswell Road BRT,RAIL,33.95029715,-84.52134011,PM,140,360
South Marietta Parkway BR,RAIL,33.93616393,-84.51378041,PM,870,144
Dobbins BRT,RAIL,33.91749944,-84.50219012,PM,286,85
Windy Hill Road BRT,RAIL,33.90179459,-84.48752152,PM,370,494
Cumberland North BRT,RAIL,33.88882867,-84.47546174,PM,381,331
Cumberland South BRT,RAIL,33.88066706,-84.46476239,PM,775,728
Arts Center BRT,RAIL,33.78884203,-84.38735148,PM,2117,2094
White Circle BRT,RAIL,33.98720373,-84.57315901,PM,229,307
Battlefield BRT,RAIL,33.98097431,-84.55918396,PM,49,143
East Point Comuter Rail,RAIL,33.67765041,-84.43923973,PM,14,17
Hapeville Commuter Rail,RAIL,33.65902778,-84.40952643,PM,91,20
Mountain View Commuter Ra,RAIL,33.64200531,-84.39023372,PM,54,43
Forest Park Commuter Rail,RAIL,33.62008626,-84.3632386,PM,30,126
Clayton State Commuter Ra,RAIL,33.59478041,-84.33478169,PM,392,77
Southlake Commuter Rail,RAIL,33.5748687,-84.34137575,PM,121,150
Jonesboro Commuter Rail,RAIL,33.52257787,-84.35420243,PM,155,221
Lovejoy Commuter Rail,RAIL,33.43579498,-84.31349235,PM,8,211
Glenwood Streetcar,RAIL,33.73976009,-84.35827037,EV,4,33
Howell/Bradley Streetcar,RAIL,33.75286015,-84.37429006,EV,8,10
King Historical District,RAIL,33.75548968,-84.37435941,EV,7,2
Oakland Streetcar,RAIL,33.74682005,-84.37666013,EV,6,8
Edgewood/Hilliard Streetc,RAIL,33.75438041,-84.37658011,EV,2,4
Sandy Springs,RAIL,33.93218729,-84.35208977,EV,356,195
North Springs,RAIL,33.94511896,-84.35726606,EV,207,304
Georgia State,RAIL,33.75008031,-84.38582967,EV,703,201
Inman Park/Reynoldstown,RAIL,33.75769205,-84.35251524,EV,143,260
Edgewood/Candler Park,RAIL,33.76193601,-84.33963921,EV,115,284
East Lake,RAIL,33.76519723,-84.31276946,EV,107,369
Decatur,RAIL,33.77468883,-84.29574279,EV,573,388
Avondale,RAIL,33.77514262,-84.28227057,EV,392,647
Kensington,RAIL,33.77265675,-84.25189439,EV,423,1061
Indian Creek,RAIL,33.76527334,-84.23006089,EV,138,807
Dome/GWCC/Philips Arena/C,RAIL,33.75610139,-84.39712121,EV,651.01,170
Vine City,RAIL,33.75655043,-84.40401403,EV,257,251
Ashby,RAIL,33.75644578,-84.41724351,EV,497,636
West Lake,RAIL,33.75329302,-84.44534298,EV,161,371
Hamilton E Holmes,RAIL,33.75447364,-84.47012807,EV,351,1169
Bankhead,RAIL,33.77218678,-84.42893117,EV,102,295
Peachtree Center,RAIL,33.75967751,-84.38756755,EV,1900,616
Civic Center,RAIL,33.76648821,-84.38749686,EV,817.01,581
Midtown,RAIL,33.78111994,-84.38633917,EV,1363,1021
Arts Center,RAIL,33.78918261,-84.38732614,EV,2306,1368
Lindbergh Center,RAIL,33.8224931,-84.36959926,EV,5025,4946
Lenox,RAIL,33.84538918,-84.35809299,EV,664,381
Brookhaven/Oglethorpe Uni,RAIL,33.85995051,-84.33936845,EV,339,677
Chamblee,RAIL,33.88746349,-84.30635678,EV,266,557
Buckhead,RAIL,33.84806247,-84.36785871,EV,698,372
Medical Center,RAIL,33.91076675,-84.35150426,EV,698,159
Dunwoody,RAIL,33.92129246,-84.34435935,EV,614,287
Garnett,RAIL,33.74883024,-84.39563408,EV,448,220
West End,RAIL,33.73581105,-84.41366372,EV,468,1003
Oakland City,RAIL,33.71704952,-84.42512465,EV,272.01,1088
Lakewood/Fort McPherson,RAIL,33.70031817,-84.42886315,EV,173,717
East Point,RAIL,33.67685698,-84.44074954,EV,380,754
College Park,RAIL,33.65153306,-84.44877472,EV,417,1639
Brawley Streetcar,RAIL,33.77304965,-84.41240066,EV,9,13
Auburn/Piedmont Streetcar,RAIL,33.7555401,-84.38222988,EV,16,5
Piedmont Streetcar,RAIL,33.77128015,-84.38188044,EV,6,5
Five Points Streetcar,RAIL,33.75316363,-84.39125537,EV,195,44
Peachtree Center Streetca,RAIL,33.75788041,-84.38759022,EV,8,12
Baker Streetcar,RAIL,33.76226042,-84.38755021,EV,0,0
Pine Streetcar,RAIL,33.76733966,-84.38536019,EV,0,0
Civic Center Streetcar,RAIL,33.76733015,-84.38745952,EV,0,0
King Memorial Streetcar,RAIL,33.75018021,-84.37664013,EV,61,11
Carnegie/Spring Streetcar,RAIL,33.75925987,-84.38944947,EV,27,3
Woodruff Park Streetcar,RAIL,33.75630023,-84.38845983,EV,28,23
Luckie/Cone Streetcar,RAIL,33.75788993,-84.39008967,EV,4,2
Centennial Olympic Park S,RAIL,33.75923989,-84.3920903,EV,3,2
Luckie/Ivan Allen Streetc,RAIL,33.76463023,-84.39613957,EV,12,9
Howell/Bradley Streetcar,RAIL,33.75427005,-84.36980065,EV,3,10
Sweet Auburn Market Stree,RAIL,33.75440038,-84.3802706,EV,1,2
North Angier Streetcar,RAIL,33.77112032,-84.36498048,EV,12,14
Hutting Streetcar,RAIL,33.77120023,-84.3747502,EV,5,8
Peachtree Streetcar,RAIL,33.77128966,-84.3849694,EV,17,8
Cherry Streetcar,RAIL,33.77130964,-84.39450039,EV,48,13
Carroll/Boulevard Streetc,RAIL,33.74670018,-84.36810012,EV,3,19
Northside Streetcar,RAIL,33.77052953,-84.40483963,EV,4,11
King Memorial,RAIL,33.75000421,-84.37543042,EV,193,328
Baker/Georgia Aquarium St,RAIL,33.76252014,-84.39563008,EV,8,2
Airport,RAIL,33.64068199,-84.44620592,EV,973,114
North Avenue,RAIL,33.77256732,-84.38699937,EV,1265,731
Doraville,RAIL,33.90298663,-84.28025261,EV,234,520
Five Points (Gold/Red),RAIL,33.75386763,-84.39159681,EV,4513.01,5449
Five Points (Blue/Green),RAIL,33.75387048,-84.3915608,EV,4930,2079
Kennesaw Streetcar,RAIL,33.77116598,-84.36978331,EV,4,0
Hurt Park Streetcar,RAIL,33.75447459,-84.3852735,EV,11,2
Park Place Streetcar,RAIL,33.75506728,-84.38820242,EV,6,8
Gaspero/Old Water Tower P,RAIL,33.75655043,-84.3668504,EV,3,0
Merrits/Pine Streetcar,RAIL,33.76963527,-84.39608889,EV,28,7
Dobbs Plaza Streetcar,RAIL,33.75552012,-84.37887016,EV,0,0
Bankhead Streetcar,RAIL,33.7719147,-84.42913123,EV,7,50
Montgomery Ferry Streetca,RAIL,33.80048272,-84.37386726,EV,25,10
Ansley Mall/Piedmont  Str,RAIL,33.79543391,-84.37093968,EV,6,9
