STATION,MODE,LAT,LONG,TIMEOFDAY,BOARDINGS,ALIGHTINGS
Irwin Streetcar,RAIL,33.75755981,-84.36492046,EA,0,0
Covington Highway,RAIL,33.75491221,-84.23257367,EA,37,2
Wesley Chapel,RAIL,33.71266286,-84.21862531,EA,102,3
Wesley Chapel BRT,RAIL,33.71295302,-84.21788908,EA,264,11
Northridge,RAIL,33.98330796,-84.34179722,EA,68,55
Holcomb Bridge,RAIL,34.01974839,-84.32522536,EA,305,150
Lindbergh Center LRT,RAIL,33.82172155,-84.36953123,EA,0,0
Cheshire Bridge LRT,RAIL,33.81092947,-84.35481596,EA,0,0
Sage Hill/Briarcliff LRT,RAIL,33.80590159,-84.33776128,EA,0,0
CDC/Emory Point LRT,RAIL,33.7994448,-84.32499062,EA,0,0
Emory/Rollins LRT,RAIL,33.79673155,-84.32219508,EA,0,0
Emory/Clairmont LRT,RAIL,33.79500866,-84.31113028,EA,0,0
North Decatur LRT,RAIL,33.78937478,-84.30764252,EA,0,0
Candler Road BRT,RAIL,33.71138329,-84.2745855,EA,137,18
Gresham Road BRT,RAIL,33.71673748,-84.30979253,EA,47,2
Glenwood Road BRT,RAIL,33.73910176,-84.33023093,EA,52,6
Moreland Avenue BRT,RAIL,33.74684097,-84.35031188,EA,23,12
Bill Kennedy Streetcar,RAIL,33.7454149,-84.35825037,EA,0,0
Glenwood Memorial BRT,RAIL,33.74559947,-84.35885989,EA,22,4
Five Points BRT,RAIL,33.75341764,-84.39167017,EA,31,523
Finley Streetcar,RAIL,33.77323041,-84.42207036,EA,0,0
Kennesaw State University,RAIL,34.03622478,-84.58053999,EA,2,22
Town Center BRT,RAIL,34.02802321,-84.57041015,EA,36,9
Barrett Lakes Boulevard B,RAIL,34.00301513,-84.56915776,EA,28,14
WellStar Kennestone BRT,RAIL,33.97724027,-84.55092805,EA,16,19
Allgood Road BRT,RAIL,33.9669562,-84.53656621,EA,10,16
North Marietta Parkway BR,RAIL,33.9595119,-84.52858371,EA,17,12
Roswell Road BRT,RAIL,33.95029715,-84.52134011,EA,32,22
South Marietta Parkway BR,RAIL,33.93616393,-84.51378041,EA,11,36
Dobbins BRT,RAIL,33.91749944,-84.50219012,EA,3,43
Windy Hill Road BRT,RAIL,33.90179459,-84.48752152,EA,22,45
Cumberland North BRT,RAIL,33.88882867,-84.47546174,EA,46,51
Cumberland South BRT,RAIL,33.88066706,-84.46476239,EA,59,96
Arts Center BRT,RAIL,33.78884203,-84.38735148,EA,204,85
White Circle BRT,RAIL,33.98720373,-84.57315901,EA,30,45
Battlefield BRT,RAIL,33.98097431,-84.55918396,EA,7,8
East Point Comuter Rail,RAIL,33.67765041,-84.43923973,EA,0,0
Hapeville Commuter Rail,RAIL,33.65902778,-84.40952643,EA,0,4
Mountain View Commuter Ra,RAIL,33.64200531,-84.39023372,EA,1,2
Forest Park Commuter Rail,RAIL,33.62008626,-84.3632386,EA,1,1
Clayton State Commuter Ra,RAIL,33.59478041,-84.33478169,EA,2,5
Southlake Commuter Rail,RAIL,33.5748687,-84.34137575,EA,2,1
Jonesboro Commuter Rail,RAIL,33.52257787,-84.35420243,EA,4,2
Lovejoy Commuter Rail,RAIL,33.43579498,-84.31349235,EA,5,0
Glenwood Streetcar,RAIL,33.73976009,-84.35827037,AM,230,141
Howell/Bradley Streetcar,RAIL,33.75286015,-84.37429006,AM,53,74
King Historical District,RAIL,33.75548968,-84.37435941,AM,73,15
Oakland Streetcar,RAIL,33.74682005,-84.37666013,AM,17,26
Edgewood/Hilliard Streetc,RAIL,33.75438041,-84.37658011,AM,5,3
Sandy Springs,RAIL,33.93218729,-84.35208977,AM,795,1796
North Springs,RAIL,33.94511896,-84.35726606,AM,1531,1073
Georgia State,RAIL,33.75008031,-84.38582967,AM,919,5505
Inman Park/Reynoldstown,RAIL,33.75769205,-84.35251524,AM,960,500
Edgewood/Candler Park,RAIL,33.76193601,-84.33963921,AM,1108,460
East Lake,RAIL,33.76519723,-84.31276946,AM,1357,249
Decatur,RAIL,33.77468883,-84.29574279,AM,1053,2412
Avondale,RAIL,33.77514262,-84.28227057,AM,2325,1542
Kensington,RAIL,33.77265675,-84.25189439,AM,4740,1485
Indian Creek,RAIL,33.76527334,-84.23006089,AM,2881,335
Dome/GWCC/Philips Arena/C,RAIL,33.75610139,-84.39712121,AM,494,2654
Vine City,RAIL,33.75655043,-84.40401403,AM,599,658
Ashby,RAIL,33.75644578,-84.41724351,AM,1072,899
West Lake,RAIL,33.75329302,-84.44534298,AM,881,313
Hamilton E Holmes,RAIL,33.75447364,-84.47012807,AM,5221,1219
Bankhead,RAIL,33.77218678,-84.42893117,AM,1321,621
Peachtree Center,RAIL,33.75967751,-84.38756755,AM,1673,7237
Civic Center,RAIL,33.76648821,-84.38749686,AM,3158,2547
Midtown,RAIL,33.78111994,-84.38633917,AM,2595,6384
Arts Center,RAIL,33.78918261,-84.38732614,AM,4303,8208
Lindbergh Center,RAIL,33.8224931,-84.36959926,AM,7350,9535
Lenox,RAIL,33.84538918,-84.35809299,AM,854,2183
Brookhaven/Oglethorpe Uni,RAIL,33.85995051,-84.33936845,AM,2037,841
Chamblee,RAIL,33.88746349,-84.30635678,AM,1817,1292
Buckhead,RAIL,33.84806247,-84.36785871,AM,1034,4419
Medical Center,RAIL,33.91076675,-84.35150426,AM,611,3174
Dunwoody,RAIL,33.92129246,-84.34435935,AM,1978,3298
Garnett,RAIL,33.74883024,-84.39563408,AM,565,2120
West End,RAIL,33.73581105,-84.41366372,AM,2834,1497
Oakland City,RAIL,33.71704952,-84.42512465,AM,3036,641
Lakewood/Fort McPherson,RAIL,33.70031817,-84.42886315,AM,2218,455
East Point,RAIL,33.67685698,-84.44074954,AM,3345,1585
College Park,RAIL,33.65153306,-84.44877472,AM,9571,1334
Brawley Streetcar,RAIL,33.77304965,-84.41240066,AM,88,154
Auburn/Piedmont Streetcar,RAIL,33.7555401,-84.38222988,AM,49,98
Piedmont Streetcar,RAIL,33.77128015,-84.38188044,AM,125,32
Five Points Streetcar,RAIL,33.75316363,-84.39125537,AM,348,991
Peachtree Center Streetca,RAIL,33.75788041,-84.38759022,AM,106,243
Baker Streetcar,RAIL,33.76226042,-84.38755021,AM,175.98,473.99
Pine Streetcar,RAIL,33.76733966,-84.38536019,AM,55,65
Civic Center Streetcar,RAIL,33.76733015,-84.38745952,AM,26,2
King Memorial Streetcar,RAIL,33.75018021,-84.37664013,AM,686,343
Carnegie/Spring Streetcar,RAIL,33.75925987,-84.38944947,AM,30,39
Woodruff Park Streetcar,RAIL,33.75630023,-84.38845983,AM,438,457
Luckie/Cone Streetcar,RAIL,33.75788993,-84.39008967,AM,13,19
Centennial Olympic Park S,RAIL,33.75923989,-84.3920903,AM,28,26
Luckie/Ivan Allen Streetc,RAIL,33.76463023,-84.39613957,AM,155,127
Howell/Bradley Streetcar,RAIL,33.75427005,-84.36980065,AM,83,70
Sweet Auburn Market Stree,RAIL,33.75440038,-84.3802706,AM,9,82
North Angier Streetcar,RAIL,33.77112032,-84.36498048,AM,120,45
Hutting Streetcar,RAIL,33.77120023,-84.3747502,AM,80,26
Peachtree Streetcar,RAIL,33.77128966,-84.3849694,AM,260,280
Cherry Streetcar,RAIL,33.77130964,-84.39450039,AM,190,460
Carroll/Boulevard Streetc,RAIL,33.74670018,-84.36810012,AM,130,78
Northside Streetcar,RAIL,33.77052953,-84.40483963,AM,49,141
King Memorial,RAIL,33.75000421,-84.37543042,AM,1073,1133
Baker/Georgia Aquarium St,RAIL,33.76252014,-84.39563008,AM,28,38
Airport,RAIL,33.64068199,-84.44620592,AM,587,4453
North Avenue,RAIL,33.77256732,-84.38699937,AM,1547,4397
Doraville,RAIL,33.90298663,-84.28025261,AM,5753,1085
Five Points (Gold/Red),RAIL,33.75386763,-84.39159681,AM,21550,18292
Five Points (Blue/Green),RAIL,33.75387048,-84.3915608,AM,10206,22765
Kennesaw Streetcar,RAIL,33.77116598,-84.36978331,AM,71,40
Hurt Park Streetcar,RAIL,33.75447459,-84.3852735,AM,34,88
Park Place Streetcar,RAIL,33.75506728,-84.38820242,AM,29,105
Gaspero/Old Water Tower P,RAIL,33.75655043,-84.3668504,AM,31,70
Merrits/Pine Streetcar,RAIL,33.76963527,-84.39608889,AM,89,230
Dobbs Plaza Streetcar,RAIL,33.75552012,-84.37887016,AM,13,0
Bankhead Streetcar,RAIL,33.7719147,-84.42913123,AM,405,303
Montgomery Ferry Streetca,RAIL,33.80048272,-84.37386726,AM,57,120
Ansley Mall/Piedmont  Str,RAIL,33.79543391,-84.37093968,AM,54,41
Piedmont Park/Amsterdam W,RAIL,33.78901327,-84.37045953,AM,41,147
Monroe/Virginia Streetcar,RAIL,33.78064426,-84.3673839,AM,49,58
Ponce City Market Streetc,RAIL,33.77274237,-84.36445231,AM,61,173
Angier Springs Streetcar,RAIL,33.76911583,-84.36254371,AM,110,56
Freedom Parkway Streetcar,RAIL,33.76389103,-84.35972816,AM,70,57
Highland Streetcar,RAIL,33.76130812,-84.36178081,AM,134,81
Boone Streetcar,RAIL,33.76365985,-84.42455914,AM,119,39
Lena Streetcar,RAIL,33.75751605,-84.42481255,AM,55,28
Martin Luther King Jr Str,RAIL,33.75336532,-84.42596224,AM,27,4
Napoleon Streetcar,RAIL,33.74835362,-84.42886315,AM,68,33
Sells Streetcar,RAIL,33.74519324,-84.43230423,AM,58,29
Lucille Streetcar,RAIL,33.74245526,-84.4339154,AM,44,14
Abernathy Streetcar,RAIL,33.73829787,-84.43219886,AM,77,45
Lawton Streetcar,RAIL,33.73170123,-84.42280792,AM,6,5
Murphy Streetcar,RAIL,33.72736689,-84.41588042,AM,14,7
Allene Streetcar,RAIL,33.72465745,-84.4129635,AM,7,1
University Streetcar,RAIL,33.72225054,-84.41163642,AM,21,12
Irwin Streetcar,RAIL,33.75755981,-84.36492046,AM,60,23
Covington Highway,RAIL,33.75491221,-84.23257367,AM,879,108
Wesley Chapel,RAIL,33.71266286,-84.21862531,AM,6049,280
Wesley Chapel BRT,RAIL,33.71295302,-84.21788908,AM,109,112
